"Original Text","Initial","Machine translation","Better translation","Best translation"
"┣就寝前パジャマ","","","",""
"Hしたい","","","",""
"\E寝るには早すぎる時間だが…","","\EIt's too early to go to bed...","",""
"\E少し早いがもう寝ようかな…。","","\EIt's a little early, but maybe I should go to bed now...","",""
"\E今日はもう寝ようかな…。","","\EI think I'll go to bed now...","",""
"\Eもういい時間だな…そろそろ寝ようかな？","","\EIt's getting late... Maybe I should go to bed soon?","",""
"\Eだいぶ夜ふかししてしまったな…そろそろ寝るか。","","\EI stayed up pretty late... I should go to bed soon.","",""
"妹","","Younger sister","",""
"\Eお兄ちゃん、今日はもう休むの？","","\EBig brother, are you going to rest for today?","",""
"はい","","Yes","\font[3]\f[17]Yes",""
"いいえ","","No","\font[3]\f[17]No",""
"\Eお兄ちゃん具合でも悪いの…？
ちゃんと休んで元気になってね…","","\EIs big brother feeling unwell...? 
Make sure to rest and get better...","",""
"\Eそっか、すごく疲れてるんだね…
ゆっくり休んでねお兄ちゃん。","","\EI see, you're really tired... 
Take a rest, big brother.","",""
"\Eちょっと早いけど寝ようかー
おやすみ、お兄ちゃん。","","\EI'll go to bed a little early, but...
Goodnight, big brother.","",""
"\Eそうだね、そろそろ寝よっか。
おやすみなさいお兄ちゃん。","","\EYeah, I guess it's about time to go to bed.
Goodnight, big brother.","",""
"\Eふぁ…明日もあるしそろそろ寝ないとだね…。","","\EPhew... I guess I should go to bed soon since there's still tomorrow...","",""
"\Eいい加減寝ないとだねー
おやすみなさい、お兄ちゃん。","","\EIf you don't go to bed soon, you know...
Good night, big brother.","",""
"\E寝るの？
…おやすみ。","","\EAre you going to sleep?
...Goodnight.","",""
"cg/blackscreen.jpg","","","",""
"ここに深夜判定を入れます","","","",""
"※　金曜の夜に発生","","","",""
"家族会議","","","",""
"就寝","","","",""
"cg/bg_16_midnight_b.jpg","","","",""
"BGM/Clock-Second_Hand03-1(Loop-1).mp3","","","",""
"\Eお兄ちゃん、今週もお疲れさま。","","\EBig brother, thank you for your hard work this week.","",""
"禁欲達成","","","",""
"cg/bg_16_midnight_c.jpg","","","",""
"\E…わ、お兄ちゃん！
禁欲生活達成できたんだね！おめでとう！","","\E...W-woah, big brother! 
You were able to achieve a life of abstinence! Congratulations!","",""
"\Eなんか…ちょっとイケメンな感じになってきたかも？","","\ESomehow... I might be starting to look a little handsome?","",""
"やりきった","","Done it","",""
"ハンサム","","Handsome","",""
"オナ禁","","NoFap","",""
"戻りA","","","",""
"夢のある話","","A story full of dreams","",""
"他愛もない話","","A pointless story","",""
"えっちな話","","Source:","",""
"おちんちんびろーん！","","Dick brrroooon!","",""
"\Eなあ、将来……","","\EHey, in the future...","",""
"\E…………","","\E…………","",""
"\E二人でおおいに夢を語った。","","\EWe talked a lot about our dreams together.","",""
"\Eとても盛り上がった。","","\EIt was very exciting.","",""
"\Eなあ……","","\EHey...","",""
"\E他愛もない話をした。","","\EWe had a pointless conversation.","",""
"\E意外と盛り上がった。","","\EIt unexpectedly got exciting.","It turned out to be more engaging than I expected.",""
"\E……しってるか？","","\E...Do you know?","",""
"cg/bg_16_midnight_a.jpg","","","",""
"\Eえっちな話をした。","","\EWe had a naughty conversation.","",""
"\E興味津々のようだ。","","\ESeems to be very interested.","",""
"\Eおちんちんびろーん！","","\EPenis brrroooong!","",""
"\Eお兄ちゃんはおバカさんなの…？","","\EIs big brother a silly person...?","",""
"\Eお兄ちゃん…それ何の意味があるの…？","","\EBig brother... What's the meaning of that...?","",""
"\Eお兄ちゃん、女の子の前でそういうことは…。","","\EBrother, you shouldn't say things like that in front of girls.","",""
"\Eそういうのはもうそろそろ卒業してもいいんじゃないかな…？","","\EIsn't it about time to graduate from that kind of thing...?","",""
"妹からの提案","","","",""
"\Eえーと…
それでお兄ちゃんこれからの事なんだけど…","","\EUm...
So, about what's going to happen from now on, big brother...","",""
"\E来週は合宿だよね！
あたしも応援するねお兄ちゃん！","","\ENext week is the training camp, right? 
I'll be cheering for you too, big brother!","",""
"合宿処理","","","",""
"message","","message","",""
"\f[14]\E<C>Tips　家族会議について","","\f[14]\E<C>Tips About Family Meetings","",""
"\f[14]\E毎週\c[1]金曜夜\c[0]に妹と家族会議が開かれます。
家族会議では来週の\c[1]生活方針\c[0]を決めることができます。","","\f[14]\EEvery Friday night, there is a family meeting with my sister. \c[1]During the family meeting, we can decide on the lifestyle plan for the next week. 
","",""
"\f[14]\E\c[1]生活方針\c[0]には様々な種類があり。
選択した方針によって日々の生活に影響の出る効果が発生します。","","\f[14]\E\c[1]There are various types of \c[0]lifestyle policies.
The chosen policy will have an impact on daily life and produce effects.","",""
"再抽選1","","","",""
"再抽選2","","","",""
"いつもの日々","","Everyday life","Usual Days",""
"バイト生活","","Part-time job life","Working Life",""
"お弁当生活","","Bento Life","Lunchbox Life",""
"倹約生活","","Frugal living","Frugal Life",""
"読書週間","","Reading Week","Literature Week",""
"肉体改造","","Physical transformation","Body Alteration",""
