"Original Text","Initial","Machine translation","Better translation","Best translation"
"パンツEND","","","",""
"パンツ所持数など取得","","","",""
"\Eやっ…た………ついに……","","\EI... did it... finally...","\E\font[3]\f[18]\-[2]I... did it... finally...",""
"\Eつ……いに…………そろ…った…。","","\EFinally... it's... complete...","\E\font[3]\f[18]\-[2]Finally... it's... complete...",""
"\E……………。","","\E…………….","\E\font[3]\f[18]\-[2].............",""
"\E\f[40]…やるかっ………アレを！！","","\E\f[40]...Are you going to do it...that thing!!","\E\font[3]\f[40]\-[2]...I suppose... I'm qualified to do that thing...!",""
"BGM/p_egg_loop.ogg","","","",""
"cg/event61_01.jpg","","","",""
"\Eパッと宙に舞う色とりどりのパンツ。","","\EColorful panties dancing in the air.","\E\font[3]\f[18]\-[2]Colorful panties dancing in the air.",""
"\E白、ピンク、水色…色とりどりのパンツ達は
色彩豊かなシャワーとなって宙を舞い降り注ぐ。","","\EWhite, pink, light blue... The colorful pants 
descend from the sky like a vibrant shower.","\E\font[3]\f[18]\-[2]White, pink, light blue... The colorful pants 
descend from the sky like a vibrant shower.",""
"\Eここにある全てが長年こつこつ集めてきたお宝たち。
一枚一枚に特別な想いが込められている…。","","\EAll the treasures gathered diligently over the years are here.
Each and every one of them holds special feelings within...","\E\font[3]\f[18]\-[2]All the treasures gathered diligently over the years are here.
Each and every one of them holds special feelings within...",""
"\E…ここまでの道のりは長く、
決して平たんな道ではなかった。","","\E...The journey up to this point has been long, and 
certainly not a smooth path.","\E\font[3]\f[18]\-[2]...The journey up to this point has been long, and 
certainly not a smooth one.",""
"\E手に取れば温もりと共に思い出が蘇る…
あの日、あの時、妹が身に着けていたパンツ。","","\EWhen I hold it, memories come back along with warmth...
That day, that time, the panties my sister was wearing.","\E\font[3]\f[18]\-[2]When I hold it, memories come back along with warmth...
That day, that time, the panties my sister was wearing.",""
"\Eそれはもはやただの布ではない、
これまで妹の生きてきた証であり人生の軌跡。","","\EIt is no longer just a piece of cloth, 
it is the proof of my sister's existence and the trajectory of her life.","\E\font[3]\f[18]\-[2]It is no longer just a piece of cloth, 
it is the proof of my sister's existence and the trajectory of her life.",""
"\E一枚一枚全てに特別で唯一の物語がある。
ひらめくパンツの合間からあの日の妹の姿が…思い出が蘇る…。","","\EEach and every one has a special and unique story.
From between the flashing panties, the figure of my sister from that day... memories come flooding back...","\E\font[3]\f[18]\-[2]ach and every one has a special and unique story. From between the flickering panties, 
the image of my sister from that day emerges... Memories come flooding back...",""
"\Eわが生涯に悔いなし！！","","\ENo regrets in my life!!","\E\font[3]\f[18]\-[2]I have no regrets in my life!!",""
"\E宴は続く……","","\EThe feast continues...","\E\font[3]\f[18]\-[2]The feast continues...",""
"SE/decision24.mp3","","","",""
"\Eスキル\c[1]探索上手\c[0]のヒントを得た！","","","\E\font[3]\f[18]\-[2]Obtained skill inspiration: \c[1]Panties Hunter!\c[0]",""
"所持パンツ枚数","","","",""
"一時変数","","","",""
