"Original Text","Initial","Machine translation","Better translation","Best translation"
"■一緒に入浴","","","",""
"妹","","","",""
"\E…一緒に？いいケド…。","","\E...Together? That's fine but...","",""
"cg/blackscreen.jpg","","","",""
"SE/se_ofuro.mp3","","","",""
"cg/event_04_1.jpg","","","",""
"\E…さすがに二人だと狭くない？","","\E...Isn't it cramped with just the two of us?","",""
"一緒にお風呂メニューへ","","","",""
"cg/event_26_03.jpg","","","",""
"\Eさて…どうしようかな。","","\EWell... What should I do?","",""
"湯船に浸かるぞ！","","Soak in the hot tub!","",""
"先に身体を洗うか！","","Should I wash my body first?","",""
"いい風呂だった…！","","It was a great bath...!","",""
"妹洗い場へ","","","",""
"\Eん…お兄ちゃんお風呂に浸かる？
じゃ、あたしは先に身体とか洗うね。","","\EHmm... are you going to take a bath, big brother? 
Then, I'll wash my body first.","",""
"cg/event_25_02.jpg","","","",""
"入浴選択1","","","",""
"話をする","","To speak","",""
"洗ってあげる","","I will wash it for you.","",""
"お湯を飲む","","Drink hot water.","",""
"他愛もない話題","","A pointless topic","",""
"えっちな話題","","Racy topics","",""
"cg/event_25_01.jpg","","","",""
"\Eこの前ギルドでさあ……","","\EThe other day, at the guild...","",""
"\E…………","","\E…………","",""
"\E他愛もない話をした。","","\EWe had a pointless conversation.","",""
"\E意外と盛り上がった。","","\EIt unexpectedly got exciting.","",""
"\E実は男って……","","\EActually, I'm a man...","",""
"\Eちょっとえっちな話をした。","","\EI had a slightly naughty conversation.","",""
"\E普通に嫌がられた。","","\EI was disliked normally.","",""
"cg/event_29_01.jpg","","","",""
"\Eお兄ちゃんがシャンプーしてくれるの？","","\EWill you shampoo for me, big brother?","",""
"cg/event_29_02.jpg","","","",""
"継続1","","","",""
"\E妹の頭を洗ってあげたぞ…。","","\EI washed my sister's head for her...","",""
"\E恥ずかしいし…一人でできるからいいよ…。","","\EIt's embarrassing... I can do it alone, so it's fine...","",""
"\Eんぐごふっ…がふっ…っ！","","\ENggofu... Gafu...!","",""
"\Eな、何してるのお兄ちゃん！？","","\EWhat are you doing, big brother!?","",""
"\E…い、いや…俺にもなんだか…。","","\E...N-No...I also feel...something...","",""
"cg/event_24_01.jpg","","","",""
"二回目の選択肢","","","",""
"選択肢2","","","",""
"\Eこの前学校でね……","","\EThe other day at school...","",""
"\Eお兄ちゃん、あのね……","","\EBig brother, you see...","",""
"\Eえ、背中を流してくれるの…？
…じゃあ頼んじゃおっかな。","","\EWait, you'll give me a back massage...? 
...Well then, I guess I'll ask for one.","",""
"cg/event_26_01.jpg","","","",""
"\Eん…お願いします。","","\EUm... Please.","",""
"選択肢3","","","",""
"cg/event_28_01.jpg","","","",""
"背中を流す","","Flowing down the back","",""
"しこしこしちゃう","","I can't help but do it.","",""
"えっちしたい","","I want to have sex.","",""
"cg/event_28_02.jpg","","","",""
"継続2","","","",""
"\E妹の背中を流してあげたぞ…。","","\EI gave my little sister a back massage...","",""
"\Eじゃ、次あたしお風呂はいるね。","","\EWell, next it's my turn to take a bath.","",""
"cg/event_27_01.jpg","","","",""
"\Eそのあと交代して体を洗った。","","\EAfter that, we took turns washing our bodies.","",""
"cg/event_34_01.jpg","","","",""
"\E…………。","","\E………….","",""
"終了","","","",""
"\Eうーん…なんだかムラムラしてきたぞ…。","","\EHmm... I'm starting to feel a bit restless...","",""
"継続3","","","",""
"風呂えっち1","","","",""
"お風呂えっち挿入ルート","","","",""
"\E……お兄ちゃん…。","","\E...Big brother...","",""
"\Eオナニー…してるの？","","\EAre you... masturbating?","",""
"\E…ほら…ここ……ここに気持ちいい穴があるよ？
この穴…オナニーにちょうどいいんじゃないかなぁ…？","","\E...Look...here...there's a pleasurable hole here, you know? 
This hole...wouldn't it be perfect for masturbation, I wonder...?","",""
"\E…ね？おにいちゃん。
この穴使ってオナニーしても…いいよ…♥","","\E...right? Big brother.
You can... use this hole to masturbate... it's okay... ♥","",""
"cg/event_35_01.jpg","","","",""
"お風呂鏡フェラルート","","","",""
"\Eおにぃーちゃーん……。","","\EOnii-chan...","",""
"\Eなんでバレないと思ってるのもー…！","","\EWhy do you think you won't get caught...?!","",""
"\Eまったく…気が付かないと思って……
出すならちゃんとお口に出さなきゃ…でしょ？","","\ESeriously... I thought you wouldn't notice... 
If you're going to say it, you should say it out loud... right?","",""
"おねだりルート","","","",""
"継続4","","","",""
"\E…うっ！","","\E...Ugh!","",""
"cg/event_28_03.jpg","","","",""
"\E！！……ひゃっ？","","\E!!... Hya?!","",""
"\E…んもー
うっ！じゃないよおにいちゃん！","","\E...Ugh!
Not you, big brother!","",""
"\Eそうやって勿体ないことして！
…お風呂出たらえっちしよ？ね？","","\EDon't do such a wasteful thing like that! 
...Shall we have some fun after we get out of the bath?","",""
"\E……バレた。","","\E...I've been found out.","",""
"cg/event_28_04.jpg","","","",""
"\Eよし、ヌルヌルのあわあわになったな…。","","\EAlright, it has become all slimy and foamy...","",""
"継続5","","","",""
"\Eわっ……おにいちゃん…？もー…。","","\EWow... Onii-chan...? Geez...","",""
"\E……えっち。","","\E...Ecchi.","",""
"\E…普通にバレてた。","","\E...It was pretty obvious.","",""
"オナバレ","","","",""
"\Eえ…お兄ちゃん何…してるの…？","","\EEh... What are you doing, big brother...?","",""
"\E気まずい感じになってしまった…。","","\EIt became awkward...","",""
"気付かれない","","","",""
"継続6","","","",""
"\E……あれ…くんくん…なんの匂い？","","\E...Huh...sniff sniff...what's that smell?","",""
"cg/event_26_02.jpg","","","",""
"\E…あ、新しいせっけんかな？","","\E...Ah, is this a new soap?","",""
"\Eふうん…なんか変わった匂いだね。","","\EHmm... It's a strange smell.","",""
"\Eうーん、今はそんな気分じゃないな…。","","\EHmm, I'm not in the mood for that right now...","",""
"お風呂えっち突入","","","",""
"\Eえ…お風呂でするの…？","","\EHuh... Do we do it in the bath...?","",""
"\Eお兄ちゃんがしたいのなら…いいよ…。","","\EIf you want to do it, big brother... it's okay...","",""
"お風呂フェラルート","","","",""
"\Eもー…お兄ちゃんは仕方ないなぁ…。","","\EUgh... I guess there's no helping it, big brother...","",""
"■■お風呂フェラ■■■","","","",""
"\E…じゃあお口でするね。","","\E...Then I'll do it with my mouth.","",""
"\Eえー…どうしても今なの…？","","\EUm... Why now, of all times...?","",""
"お風呂手コキルート","","","",""
"\Eうぅ…
そんなに…したいの…？","","\EUgh...
Do you really...want to do it that much?","",""
"\Eじゃあ…
て、手で…いいなら…。","","\EWell then...
If...if it's okay with your hands...","",""
"■■■お風呂手コキ■■■","","","",""
"\E兄妹でなんて…だめだよ…。","","\EBeing siblings... it's no good...","",""
"\E身体は自分でできるから…。","","\EBecause I can do it myself...","",""
"\Eお、お兄ちゃん！？","","\EOh, big brother!?","",""
"\E…か、体が勝手に…。","","\E...or, my body moves on its own...","",""
"お風呂終了","","","",""
"\Eおにーちゃんが先に身体洗うの？
じゃああたしはお湯入るね。","","\EDoes big brother wash his body first? 
Then I'll get in the bath.","",""
"妹湯舟へ","","","",""
"入浴選択2","","","",""
"頭を洗う","","Washing my head","",""
"身体を洗う","","Washing the body","",""
"\Eこないだギルドでさあ……","","\EThe other day, at the guild...","",""
"cg/event_33_01.jpg","","","",""
"\Eふー、まずは頭から洗おうかな。","","\EPhew, should I start by washing my head first?","",""
"洗ってもらうルートです","","","",""
"cg/event_30_01.jpg","","","",""
"\Eおにーちゃん！
あたしがシャンプーしてあげる！","","\EBig brother! 
I'll shampoo for you!","",""
"cg/event_31_01.jpg","","","",""
"\Eこのくらいでいい？もっと強く？","","\EIs this enough? Do you want it stronger?","",""
"継続B1","","","",""
"\E妹にシャンプーしてもらったぞ…。","","\EI got my sister to shampoo my hair...","",""
"ノーマルルート","","","",""
"\E…ふぅ…すっきりさっぱりだ。","","\E...Phew...I feel refreshed and clear.","",""
"\Eよーし、身体を洗うぞ…！","","\EAlright, time to wash my body...!","",""
"\Eおにーちゃん！
あたしお背中流してあげるね。","","\EBig brother! 
I'll give you a back massage.","",""
"cg/event_32_01.jpg","","","",""
"cutin/cutin_147.png","","","",""
"継続B2","","","",""
"アナル舐め手コキ+フェラ","","","",""
"\Eふふ…じゃあ次は…
前の方もきれいきれいにしてあげる♥","","\EHehe... Well then, next...
I'll tidy up the front area nicely for you ♥","",""
"\Eもう…お背中流しただけでこんなにしちゃって…
お兄ちゃんはほんとうにえっちなんだから…","","\EAlready... just by letting my back get wet, it's become like this... 
Big brother is really perverted, you know...","",""
"\Eちゃんと…根本まで…
お口でキレイにしてあげるからね…♥","","\EI'll make sure to clean you up... all the way to the root... 
So, I'll clean your mouth nicely... ♥","",""
"吸い付き","","","",""
"cutin/cutin_135.png","","","",""
"\Eん…れろ……っぷぁ…あれぇ？
キレイにしているのに先からおつゆが溢れてくるよ？ねぇ…？","","\EHmm... Lero... Pfa... Huh? 
Even though I'm cleaning it, the broth keeps overflowing from the beginning. Hey...?","",""
"\Eおかしいね？おにいちゃん？
…ほら、お尻もキレイにするよ…ね？いくよ…","","\EIsn't it strange, big brother? 
...Look, I'll clean your butt too...right? Let's go...","",""
