"Original Text","Initial","Machine translation","Better translation","Best translation"
"アルバイト","","","",""
"cg/bg_04_farm_a.jpg","","","",""
"農夫","","Farmer","\font[3]\f[18]Farmer",""
"\Eお、来たね。
親父さんから話は聞いているよ。","","\EOh, you're here.
I've heard the story from your old man.","\E\font[3]\f[18]\-[2]Oh, you're here.
I've heard the story from your old man.",""
"\E収穫、水汲み、柵の補修…やることは山ほどある。
仕事はきついが手伝ってくれればバイト代を出そう。","","\EThere's so much to do, like harvesting, fetching water, and repairing fences.
The work is tough, but if you help out, I'll pay you for your part-time job.","\E\font[3]\f[18]\-[2]There's so much to do, like harvesting, fetching water, and repairing fences.
The work is tough, but if you help out, I'll pay you for the you've done.",""
"\Eお金も貰えて体力もつくなんて最高だな。","","\EIt's amazing that you can get money and increase your stamina.","\E\font[3]\f[18]\-[2]It's a great way to obtain money while also improving stamina.",""
"cg/bg_04_farm_b.jpg","","","",""
"cg/bg_04_farm_c.jpg","","","",""
"cg/bg_04_farm_d.jpg","","","",""
"\Eおーい、そこのあんちゃん。
よく働くねぇ…ほら、これ持っていきな。","","\EHey, you there, kid.
You work hard, huh... Here, take this.","\E\font[3]\f[18]\-[2]Hey, you there, kid.
You've been working hard, huh... Here, take this.",""
"\Eおやつを頂いてしまった…！","","\EI ended up having a snack...!","\E\font[3]\f[18]\-[2]I got a snack...!",""
"cg/bg_01_home_a.jpg","","","",""
"初回","","","",""
"バイト回数","","","",""
"報酬額","","","",""
