"Original Text","Initial","Machine translation","Better translation","Best translation"
"ステータス簡易表示","","","",""
"Picture/policy2.png","","","",""
"Picture/policy3.png","","","",""
"Picture/policy.png","","","",""
"\E\f[16]始まりの時","","","\font[3]\f[12]\-[2]\EStarting Point",""
"\E\f[16]いつもの日々","","","\font[3]\f[12]\-[2]\EUsual Days",""
"\E\f[16]バイト生活","","","\font[3]\f[12]\-[2]\EWorking Life",""
"\E\f[16]お弁当生活","","","\font[3]\f[12]\-[2]\ELunchbox Life",""
"\E\f[16]倹約生活","","","\font[3]\f[12]\-[2]\EFrugal Life",""
"\E\f[16]読書週間","","","\font[3]\f[12]\-[2]\ELiterature Week",""
"\E\f[16]肉体改造","","","\font[3]\f[12]\-[2]\EBody Alteration",""
"\E\f[16]大人の階段","","","\font[3]\f[12]\-[2]\EWays of Adulthood",""
"\E\f[16]健康的な毎日","","","\font[3]\f[12]\-[2]\EHealthy Days",""
"\E\f[16]贅沢期間
","","","\font[3]\f[12]\-[2]\ELuxurious Period",""
"\E\f[16]禁欲生活","","","\font[3]\f[12]\-[2]\EAbstinence Life",""
"\E\f[16]ただれた生活","","","\font[3]\f[12]\-[2]\ESordid Life",""
"\E\f[16]煩悩全開
","","","\font[3]\f[12]\-[2]\EDesires Takeover",""
"\E\f[16]妹せいかつ","","","\font[3]\f[12]\-[2]\EImouto Life",""
"\E\f[16]夏休み！","","","\font[3]\f[12]\-[2]\ESummertime Vacation!",""
"\E\f[16]合宿期間！
","","","\font[3]\f[12]\-[2]\ETraining Camp!",""
"\E\f[16]シスタートラベル
","","","\font[3]\f[12]\-[2]\ESister Travel",""
"体調、性興味、機嫌","","","",""
"\c[9]\f[16]\v[21]","","","\font[3]\f[12]\c[9]\v[21]",""
"\c[9]\f[16]\v[22]","","","\font[3]\f[12]\c[9]\v[22]",""
"\c[9]\f[14]爆発寸前","","","\font[3]\f[11]\c[9]Bursting",""
"\c[9]\f[14]不機嫌
","","","\font[3]\f[11]\c[9]Unhappy",""
"\c[9]\f[14]普通","","","\font[3]\f[11]\c[9]Normal",""
"\c[9]\f[14]上機嫌","","","\font[3]\f[11]\c[9]Happy",""
"\c[9]\f[14]兄LOVE","","","\f[11]\c[9]\font[0]♥ \font[3]Onii-chan",""
"性欲","","","",""
"\c[9]\f[16]\v[102]","","","\font[3]\f[12]\c[9]\v[102]",""
"つよさ","","","",""
"\c[0]\E\f[16]地域代表","","","\font[3]\f[12]\-[2]\ERegional Guild",""
"\c[0]\E\f[16]少数精鋭","","","\font[3]\f[12]\-[2]\ESpecialized Guild",""
"\c[0]\E\f[16]中堅ギルド","","","\font[3]\f[12]\-[2]\EEstablished Guild",""
"\c[0]\E\f[16]地方のギルド","","","\font[3]\f[12]\-[2]\ELocal Guild",""
"\c[0]\E\f[16]知る人ぞ知る","","","\font[3]\f[12]\-[2]\EMedium Guild ",""
"\c[0]\E\f[16]弱小ギルド","","","\font[3]\f[12]\-[2]\ESmall Guild",""
"\c[0]\E\f[16]冒険者ごっこ","","","\font[3]\f[12]\-[2]\EWeak Guild",""
"\c[0]\E\f[16]村唯一の酒場","","","\font[3]\f[12]\-[2]\ELocal Tavern",""
"\c[0]\E\f[16]素人の集まり","","","\font[3]\f[12]\-[2]\EGathering Amateur",""
"\c[0]\E\f[16]全く無名","","","\font[3]\f[12]\-[2]\EUnheard of",""
"基礎ステータス","","","",""
"\c[15]\f[14]\v[170]
","","","\font[3]\f[12]\c[15]\v[170]",""
"\c[15]\f[14]\v[172]","","","\font[3]\f[12]\c[15]\v[172]",""
"\c[15]\f[14]\v[173]","","","\font[3]\f[12]\c[15]\v[173]",""
"\c[15]\f[14]\v[174]","","","\font[3]\f[12]\c[15]\v[174]",""
"\c[15]\f[14]\v[171]","","","\font[3]\f[12]\c[15]\v[171]",""
"攻撃","","","",""
