"Original Text","Initial","Machine translation","Better translation","Best translation"
"■夜コマンドメニューB","","","",""
"Hしたい！！","","","",""
"コミュニケーションを取る","","","",""
"スキンシップ","","","",""
"自主トレ","","","",""
"看病する","","","",""
"\Eうーん、具合が良くないみたいだ…。","","","",""
"メニュートップ","","","",""
"■ver1.4　UI追加","","","",""
"ここ","","","",""
"\cself[6]","","","",""
"\cself[5]","","","",""
"お茶を入れる","","","",""
"お風呂に入る","","","",""
"\cself[8]","","","",""
"\cself[7]","","","",""
"今日はもう寝る","","","",""
"\E今日はもう疲れたな…。","","","",""
"\Eあまりスキンシップ…って空気じゃないが…。","","","",""
"強行する","","","",""
"やめておく","","","",""
"\Eだな。","","","",""
"\Eとてもスキンシップ…って空気じゃないが…。","","","",""
"\Eさすがにしつこくないか…？","","","",""
"\Eふう…少し疲れたな…。","","","",""
"\E…さすがに疲れてヘトヘトだ…。","","","",""
"\Eよし、お兄ちゃんに任せろ。","","","",""
"後で見直すかも","","","",""
"\E……………………………。","","","",""
"\E…少し落ち着いてくれたようだ。","","","",""
"\Eお茶は…もういいかな…。","","","",""
"\E正直身体を拭いてあげるのはドキっとするな…
もしもっとこう…ぐいっと…","","","",""
"SE/Onmtp-Inspiration06-1.mp3","","","",""
"\Eスキル まんぐり返しのひらめきを得た！","","","",""
"\E風呂はさっき入ったぞ…。","","","",""
"筋トレ","","","",""
"素振り","","","",""
"めいそう","","","",""
"\Eよーし…やるか！","","","",""
"\Eふう…いい汗をかいたぞ…。","","","",""
"勉強","","","",""
"\Eふう…このくらいにしておくか…。","","","\E\font[3]\f[18]\-[2]Phew... I'll leave it at this for now.",""
"妹","","","",""
"\Eお疲れさま、お兄ちゃん。","","","",""
"\Eうん…しよっか…。","","","",""
"失敗","","","",""
"\Eあまりそういう事する気分じゃないの…ごめんね。","","","",""
"\Eそういうの好きじゃないの…ごめんね。","","","",""
"拒絶","","","",""
"\Eお兄ちゃんはそれしか頭にないの…？","","","",""
"会話などの行動後にランダムで発生するイベントです。","","","",""
"乱数設定","","","",""
"嵐の夜","","","",""
"SE/[Environment]Rain_loop_Komori.ogg","","","",""
"訪問者","","","",""
"SE/door-wood-knock2.mp3","","","",""
"方針みなおし","","","",""
"悪いイベント","","","",""
"兄妹喧嘩","","","",""
"症状悪化","","","",""
"一時変数A","","","",""
"一時変数B","","","",""
"乱数","","","",""
"初めての不調","","","",""
