"Original Text","Initial","Machine translation","Better translation","Best translation"
"温泉イベント　討伐","","","",""
"cg/event59_02.jpg","","","",""
"初回出発前の会話です","","","",""
"ユカリ","","","",""
"\Eというわけで例の温泉宿からの急報よ。
依頼内容は今更だけど温泉を占拠する猿たちの討伐。","","","",""
"\E猿たちは以前に増して数を増やしているらしいわ。
こちらも備えを十分にね。","","","",""
"みんな","","","",""
"\Eはい。","","","",""
"\Eそうだカスミちゃん。
この時に備えた準備ってのは…？","","","",""
"カスミ","","","",""
"\Eえっと、準備はできてます。
ただ、タイミングが大事なので…。","","","",""
"\Eなるほど…いずれスキを作る必要があるってことか。","","","",""
"\Eは、はい…すみませんお手数をおかけして。","","","",""
"カナ","","","",""
"\Eうちらのやることはいつも通りってことだよね。","","","",""
"\Eだな。","","","",""
"cg/bg_17_main.jpg","","","",""
"討伐前会話","","","",""
"\Eじゃあみんな、行ってらっしゃい","","","",""
"　よし、出発だ！　","","","",""
"\Eおーっ！","","","",""
"BGM/Killer_Roll.ogg","","","",""
"トップ","","","",""
"\E\f[16]\v[505]/\v[506]","","","",""
"行動力チェック","","","",""
"\Eこれ以上は無理そうだな…
今回はここまでにしておこう…。","","","",""
"帰還処理","","","",""
"cg/bg_35_onsenn3.jpg","","","",""
"討伐対象","","","",""
"会話イベント","","","",""
"\Eよし！捉えたっ！","","","",""
"\E無理に倒しに行く必要はありません！
優位な状況を維持できれば…！","","","",""
"\Eわかった！みんないくぞ！","","","",""
"ユイ","","","",""
"\Eはい！","","","",""
"BGM/destiny.ogg","","","",""
"習得経験値","","","",""
"報酬評価","","","",""
"勝ち","","","",""
"負け","","","",""
"メニュー","","","",""
"エリアイベント","","","",""
"処理ジャンプ","","","",""
"メニュー2","","","",""
"討伐の画面レイアウトを作ります","","","",""
"\c[2]\E\f[14]●渇き\c[0]\f[12]（行動消費+1）","","","",""
"\c[2]\E\f[14]●難所\c[0]\f[12]（休憩不能区間）","","","",""
"\E\f[16]\c[9]●●●","","","",""
"\E\f[16]\c[9]●●\c[0]○","","","",""
"\E\f[16]\c[9]●\c[0]○○","","","",""
"\E\f[16]○○○","","","",""
"任務内容の表示","","","",""
"\E\f[12]帰ってきた猿の大将","","","",""
"\c[14]休む\c[0]","","","\font[3]\f[17]\c[14]Rest\c[0]",""
"休む","","","\font[3]\f[17]Rest",""
"選択肢の表示","","","",""
"進む","","","\font[3]\f[17]Advance",""
"\cself[5]","","","\font[3]\f[17]\cself[5]",""
"帰還","","","\font[3]\f[17]Retreat",""
"\Eここいらで休憩しておこう。","","","",""
"\Eそだね。","","","",""
"\Eは、はいっ！","","","",""
"cg/training_f1.jpg","","","",""
"cg/training_f2.jpg","","","",""
"SE/decision24.mp3","","","",""
"\E喉の渇きが解消された！","","","",""
"\Eこの辺で遠征を切り上げるのか…？","","","",""
"はい","","","",""
"いいえ","","","",""
"\Eそうだな、このくらいにしておこうか。","","","",""
"SE/[Effect]ZAZAZAZA_panop.ogg","","","",""
"\E任務を中断し帰路についた。","","","",""
"終了処理","","","",""
"温泉イベントエンディング","","","",""
"save/system2.sav","","","",""
"\Eどうだ！","","","",""
"サル軍団","","","",""
"Picture/event_cutin4.png","","","",""
"\Eウーキッウキキッ！！","","","",""
"\Eウキーーーーッ！！！","","","",""
"\Eどこからともなく猿の大群が押し寄せる！","","","",""
"\E猿たちが…！","","","",""
"\Eうお！こいつらまだこんなに居たのか…！？","","","",""
"\Eど、どんどん集まってきます…！","","","",""
"\Eちょ、ちょっとこの数は…まずくない？","","","",""
"Picture/event_cutin3.png","","","",""
"ゴリ","","","",""
"\Eウホ…ウホホッ！","","","",""
"\Eげ…あいつもう起き上がってきたぞ！？","","","",""
"\Eこ、ここは一旦引きましょう…！","","","",""
"\E…いえ、この状況こそ望んでいたものです！
全ての猿が一同に集結するこの時を待っていました。","","","",""
"\E猿山の下にはとある仕掛けを施してあります。
床下から集めた土、湯の花取り…仕掛けに十分な時間。","","","",""
"\E…今その猿山は文字通り火薬庫の上。
ほんの少しの火種さえあれば…あとは、です。","","","",""
"\E目印はあの赤い印の付いた岩の下です！","","","",""
"\E同志お兄ちゃん！さあっ！","","","",""
"\E今です！","","","",""
"\E…そういうことか！なら！","","","",""
"\Eくらえっ！！","","","",""
"\Eお兄ちゃん！","","","",""
"cg/whitescreen.jpg","","","",""
"Picture/event_cutin5.png","","","",""
"\f[24]\Eアターーーーーーーッ\^","","","",""
"エピローグ","","","",""
"SE/bomb1.mp3","","","",""
"BGM/Veil_Nebula.mp3","","","",""
"cg/staff2.png","","","",""
"cg/e_ending01.jpg","","","",""
"cg/e_ending02.jpg","","","",""
"cg/e_ending03.jpg","","","",""
"cg/e_ending04.jpg","","","",""
"cg/e_ending05.jpg","","","",""
"cg/e_ending05_1.jpg","","","",""
"ループへ","","","",""
"4フレームごとに1ピクセルずつピクチャが動いていく処理","","","",""
"決定もキャンセルも押されてないとき（キー入力が0のとき）","","","",""
"決定キー（１０）かキャンセルキー（１１）押されてたら高速でピクチャを動かす","","","",""
"\E▼","","","",""
"\Eげほっ！…げっほ…うぇっぷっ！！
ぺっぺっ！","","","",""
"\Eみんな…無事………","","","",""
"BGM/takibi.mp3","","","",""
"cg/bg_35_onsenn2.jpg","","","",""
"\Eか……。","","","",""
"\E…えっと。","","","",""
"\E…さ、猿は片付いたね、うん。","","","",""
"\Eどちらかと言うと猿""も""でしょうね…。","","","",""
"\E…何もかも、だな。","","","",""
"\Eこっここ…こんなはずでは…。
一体どこで…。","","","",""
"\Eほ、ほら…建物は修理すればなんとか…。","","","",""
"\Eああっ！旅館から火が…っ！","","","",""
"Picture/stand_sub13.png","","","",""
"SE/flee1.mp3","","","",""
"従業員","","","",""
"\Eあっあっ…あ、ああぁぁぁーーっ！！！！！\f[14]（ﾌﾞﾘﾌﾞﾘﾌﾞﾘｭ","","","",""
"\Eと、とにかくここもヤバそうだ…離れるぞ！","","","",""
"\E……。","","","",""
"\E…………。","","","",""
"cg/e_ending06.jpg","","","",""
"SE/sceneswitch2.mp3","","","",""
"cg/e_ending07.jpg","","","",""
"cg/e_ending08.jpg","","","",""
"cg/e_ending09.png","","","",""
"SE/doom.mp3","","","",""
"cg/e_ending10.jpg","","","",""
"\EVer1.3「爆発！？ウキウキッ大作戦！」プレイお疲れ様でした！
引き続き妹！せいかつをお楽しみ下さい！","","","",""
"倒したらリセット","","","",""
"\E任務は失敗に終わった…。","","","",""
"怪我","","","",""
"\E怪我をしてしまった…。
やる気が下がった。","","","",""
"BGM/We_are_Going.ogg","","","",""
"サブメニュー表示","","","",""
"Picture/sub_button01.png","","","",""
"お知らせアイコン108","","","",""
"Picture/sub_button02.png","","","",""
"アイテムアイコン109","","","",""
"Picture/sub_button03.png","","","",""
"ステータスアイコン110","","","",""
"Picture/sub_button04.png","","","",""
"出現敵","","","",""
"最終戦","","","",""
"出発進行","","","",""
"初回打ち合わせ","","","",""
"乱数","","","",""
"経験1","","","",""
"経験2","","","",""
"経験3","","","",""
"経験4","","","",""
"勝敗","","","",""
"取得スキルp","","","",""
"初めての討伐","","","",""
