"Original Text","Initial","Machine translation","Better translation","Best translation"
"○┣コミュニケーション系","","","",""
"二人三脚","","","",""
"\Eあ…っと、ごめんアレ取ってくれる？","","\EAh... um, sorry, could you get that thing for me?","\E\font[3]\f[18]\-[2]Ah... sorry, could you get that thing for me?",""
"妹","","Younger sister","\font[3]\f[18]Imouto",""
"\Eん…はい、お兄ちゃん。","","\EUm...yes, big brother.","\E\font[3]\f[18]\-[2]...There you go, Onii-chan.",""
"\E………………………………。","","\E..........................................","\E\font[3]\f[18]\-[2]...................",""
"\Eお兄ちゃんお兄ちゃん。","","\EBig brother, big brother.","\E\font[3]\f[18]\-[2]Onii-chan, Onii-chan.",""
"\Eん…はいよ、これだろ？","","\EHmm... Here you go, is this it?","\E\font[3]\f[18]\-[2]...I've got you, is this what you want?",""
"\Eありがとう～♥","","\EThank you~♥","\E\font[3]\f[18]\-[2]Yes, thank you~\font[0]♥",""
"\Eとても仲良くすごした。","","\EWe spent time together very harmoniously.","\E\font[3]\f[18]\-[2]We had a great time getting along well.",""
"ヘンな意識","","","",""
"\E（うーん…なんだかこの頃妙に……。）","","\E (Hmm... for some reason, lately...)","\E\font[3]\f[18]\-[2](Hmm... lately, for some reason... I feel like...)",""
"\E…………？","","\E...?","\E\font[3]\f[18]\-[2]......?",""
"\E…お兄ちゃんどこ見てるの…？","","\E...Where are you looking, big brother...?","\E\font[3]\f[18]\-[2]...Where are you looking at, Onii-chan...?",""
"\Eヘンな意識をしてしまった。","","\EI ended up having a strange consciousness.","\E\font[3]\f[18]\-[2]I ended up having strange thoughts.",""
"\E（…最近なんかこう、成長したな……。）","","\E(...Lately, I feel like I've grown...)","\E\font[3]\f[18]\-[2](...I've been feeling like she's grown recently...)",""
"いちゃつく","","","",""
"\E………………。","","\E……………….","\E\font[3]\f[18]\-[2].............",""
"\Eっ！取れたー！
ほら、お兄ちゃんこんなに大きい！","","\EGot it! 
Look, big bro, it's so big!","\E\font[3]\f[18]\-[2]! I've caught you!
Look, Onii-chan, it's so big!",""
"\Eおお…これは大物だ…。","","\EOh... This is a big one...","\E\font[3]\f[18]\-[2]Ooh... You've caught a big one...",""
"\Eはい、次は反対側ねお兄ちゃん。","","\EYes, next is the opposite side, big brother.","\E\font[3]\f[18]\-[2]Yes, next is the opposite side, Onii-chan.",""
"\Eお兄ちゃんお兄ちゃんお兄ちゃーん♥","","\EBig brother, big brother, big brotheeerrr♥","\E\font[3]\f[18]\-[2]Onii-chan, Onii-chan, Onii-chaannnnnn\font[0]♥",""
"\Eほい、あ～ん。","","\EAlright, aah~.","\E\font[3]\f[18]\-[2]Here, let me feed you, say ahh.",""
"\Eあ～ん。","","\EAhh.","\E\font[3]\f[18]\-[2]Ahh.",""
"\E…美味いか？","","\E...Is it delicious?","\E\font[3]\f[18]\-[2]...Is it tasty?",""
"\Eうん♥","","\EYeah♥","\E\font[3]\f[18]\-[2]Yeah\font[0]♥",""
"\Eいちゃいちゃな時間を過ごした。","","\EWe spent some lovey-dovey time together.","\E\font[3]\f[18]\-[2]We had a lovey-dovey time together.",""
"勉強教える","","","",""
"\Eんー…","","\EHmm...","\E\font[3]\f[18]\-[2]Hmm...",""
"\Eんーーーーーーーっ？","","\EHmmmmmmmmmmmmmm?","\E\font[3]\f[18]\-[2]Hmmmmmmmmmmmmmm?",""
"\E…どうした？","","\E...What's wrong?","\E\font[3]\f[18]\-[2]...What's wrong?",""
"\Eん、出された宿題が難しくって…。","","\EHmm, the homework that was given is difficult...","\E\font[3]\f[18]\-[2]Hmm, the homework that was given is difficult...",""
"\Eどれ、見せてみな。","","\EWhich one, let me see.","\E\font[3]\f[18]\-[2]Which one, let me see.",""
"\E……","","\E……","\E\font[3]\f[18]\-[2].......",""
"\Eああ、なるほどこれか。
これなら…","","\EAh, I see. 
In that case...","\E\font[3]\f[18]\-[2]Ah, I know this one. 
You have to use...",""
"\E全くわからなかった！","","\EI had absolutely no idea!","\E\font[3]\f[18]\-[2]I had absolutely no idea!",""
"\E妹と二人で宿題に取り組んだ。","","\EI worked on homework with my sister.","\E\font[3]\f[18]\-[2]We worked on the homework together.",""
"機嫌がいいみたい","","","",""
"\E～♪","","\E~♪","\E\font[3]\f[18]\-[2]~\font[0]♪",""
"\E～～～♪","","\E～～～♪","\E\font[3]\f[18]\-[2]~~~\font[0]♪",""
"\E…今日はなんだか妹の機嫌がいいみたいだ。","","\E...Today, it seems like my little sister is in a good mood.","\E\font[3]\f[18]\-[2]...Looks like my sister is in a good mood today.",""
"妹から他愛もない会話","","","",""
"\Eねー、お兄ちゃん！お兄ちゃん！
あたし今日ね…","","\EHey, big brother! Big brother!
Guess what happened to me today...","\E\font[3]\f[18]\-[2]Hey, Onii-chan! Onii-chan!
Guess what happened to me today...",""
"\E…………","","\E…………","\E\font[3]\f[18]\-[2]............",""
"\E他愛もない話をした。","","\EWe had a pointless conversation.","\E\font[3]\f[18]\-[2]We talked about trivial things.",""
"\E意外と盛り上がった。","","\EIt unexpectedly got exciting.","\E\font[3]\f[18]\-[2]It turned out to be more engaging than I expected.",""
"妹からちょっとえっちな会話","","","",""
"\Eお兄ちゃん…ええとね…。","","\EBig brother... um...","\E\font[3]\f[18]\-[2]Onii-chan... um...",""
"\Eちょっとえっちな話をした。","","\EI had a slightly naughty conversation.","\E\font[3]\f[18]\-[2]We talked about lewd things.",""
"妹から愚痴","","","",""
"\Eおにーちゃーん…ねー聞いてくれるー？","","\EOnii-chan...hey, can you listen to me?","\E\font[3]\f[18]\-[2]Onii-chan... Hey, can you hear me out?",""
"\E愚痴を聞かされた…。","","\EI was made to listen to complaints...","\E\font[3]\f[18]\-[2]She bombarded me with complaints...",""
"\Eやる気が下がった…。","","\EMy motivation has dropped...","\E\font[3]\f[18]\-[2]My motivation has dropped...",""
"カスミちゃんが","","","",""
"\E珍しくカスミちゃんが遊びに来ているぞ…","","\EKasumi-chan is unusually here to play...","\E\font[3]\f[18]\-[2]Unusually, Kasumi-chan has come over to play...",""
"\Eで、このカップリングが…","","\EAnd, this coupling is...","\E\font[3]\f[18]\-[2]And, this coupling is...",""
"カスミ","","Kasumi","\font[3]\f[18]Kasumi",""
"\E受けは…リバはナシで…","","\ENo receiving... No reversal...","\E\font[3]\f[18]\-[2]The bottom... and no reversal...",""
"\Eなにやら真剣な面持ちで妹と話し合いしているようだ…。","","\EIt seems like they are having a serious discussion with their sister...","\E\font[3]\f[18]\-[2]It seems like she is having a serious discussion with my sister...",""
"ムラムラ","","","",""
"\E今日は…","","\EToday...","\E\font[3]\f[18]\-[2]Today...",""
"\Eなんだか無性に…","","\ESomehow, irresistibly...","\E\font[3]\f[18]\-[2]Somehow, irresistibly...",""
"\E\f[24]ムラムラする…っ！！","","\E\f[24]I'm feeling hot and bothered...!!","\E\font[3]\f[24]\-[2]I'm feeling so horny...!!",""
"イベント内容","","","",""
"勉強を教える","","","",""
"機嫌がいい","","","",""
"会話他愛もない","","","",""
"会話えっち","","","",""
"会話ぐち","","","",""
"乱数","","","",""
