"Original Text","Initial","Machine translation","Better translation","Best translation"
"●┣訪問者","","","",""
"SE/door-wood-knock2.mp3","","","",""
"再抽選","","","",""
"クマヘッドの稽古","","","",""
"\E（コンコンコン）","","\E(Knock, knock, knock)","\E\font[3]\f[18]\-[2](Knock, knock, knock)",""
"\Eん、誰だこんな夜に…。","","\EHmm, who could it be on a night like this...?","\E\font[3]\f[18]\-[2]Huh, who could it be at this hour...",""
"\Eなんとクマヘッドだ！","","\EWhat a bear head!","\E\font[3]\f[18]\-[2]Bear head!",""
"クマ頭男","","Bear-headed man","\font[3]\f[18]Bear-headed Man",""
"\Eお前に稽古をつけてやろうヘッド！","","\EI'll teach you a lesson, Head!","\E\font[3]\f[18]\-[2]I'll teach you a head lesson!",""
"\E………………………………。","","\E..........................................","\E\font[3]\f[18]\-[2]...............",""
"\E……無理やり稽古をつけられた。
なんだったんだ。","","\E...I was forced to practice against my will.
What was that all about.","\E\font[3]\f[18]\-[2]I was forced to train against my will... 
What was that all about?",""
"SE/decision4.mp3","","","",""
"\Eスキル\c[1]攻撃センス\c[0]のヒントを得た！","","\EObtained hints for \c[1]skill \c[0]attack sense!","\E\font[3]\f[18]\-[2]Obtained skill inspiration: \c[1]Attack Sense!\c[0]",""
"\Eスキル\c[1]防御センス\c[0]のヒントを得た！","","\EObtained a hint\c[1]Skill\c[0]Defense Sense!","\E\font[3]\f[18]\-[2]Obtained skill inspiration: \c[1]Defense Sense!\c[0]",""
"\Eスキル\c[1]渾身の一撃\c[0]のヒントを得た！","","\EObtained a hint\c[1]for a powerful blow\c[0]skill!","\E\font[3]\f[18]\-[2]Obtained skill inspiration: \c[1]All-out Attack!\c[0]",""
"伝説の料理人","","","",""
"O・イズミさん","","O Izumi-san","\font[3]\f[18]O Izumi-san",""
"ミスター味ボーイ","","Mr. Flavor Boy","\font[3]\f[18]Mr. Flavor Boy",""
"\E伝説の料理人\cself[5]だ！","","\EI am a legendary chef\cself[5]!","\E\font[3]\f[18]\-[2]\EI am the legendary chef, known as \cself[5]!",""
"Oイズミ","","O Izumi","\font[3]\f[18]O Izumi",""
"\Eおい！パイ食わねぇか！？","","\EHey! Wanna eat some pie?!","\E\font[3]\f[18]\-[2]Hey! Wanna eat some pie?!",""
"食べる","","Eat","\font[3]\f[17]Sure",""
"食べない","","Not eating","\font[3]\f[17]No thanks",""
"\E……奇跡的に旨かった。","","\E...It miraculously tasted delicious.","\E\font[3]\f[18]\-[2]...It miraculously tasted delicious.",""
"\Eめちゃくちゃに辛い！！！！","","\EExtremely painful!!!!","\E\font[3]\f[18]\-[2]It's extremely spicy!!!!",""
"\Eいやそれは…ちょっと…。","","\ENo, that's... a little...","\E\font[3]\f[18]\-[2]No thanks, because... uh...",""
"お届け","","","",""
"味ボーイ","","Taste Boy","\font[3]\f[18]Flavor Boy",""
"\Eねえ！食べてみてよ！","","\EHey! Give it a try and eat it!","\E\font[3]\f[18]\-[2]Hey! Give it a try and eat it!",""
"\E正直期待したほどでもなかった…。","","\EI wasn't honestly as excited as I expected...","\E\font[3]\f[18]\-[2]To be honest, it tasted kinda bland...",""
"\E……こ、これは…！","","\E...Th-this is...!","\E\font[3]\f[18]\-[2]......What the...!",""
"\Eう・ま…","","\EU-ma...","\E\font[3]\f[18]\-[2]It's... so...",""
"\Eい……ぞーーーーーーーーーーーーーっ！！！！！","","\EI... heeeeeeeeeeeey!!!","\E\font[3]\f[18]\-[2]Gooooooooooood!!!",""
"\Eああ…落ちていく…落ちていく……味の海に……
深い味の深海に………うまいぞ…うまいぞぉ………！","","\EAh... falling... falling... into the sea of flavors...
Into the deep sea of deep flavors... delicious... so delicious...!","\E\font[3]\f[18]\-[2]Ah... I'm going deeper... and deeper... into the sea of flavors... 
Into the deep of rich flavors... delicious... so delicious...!",""
"cg/blackscreen.jpg","","","",""
"\Eはっ！？自分は一体…！？","","\EHuh?! Who am I...?!","\E\font[3]\f[18]\-[2]Huh?! Who am I...?!",""
"\E料理人は帰っていった…。","","\EThe cook left...","\E\font[3]\f[18]\-[2]The chef left the scene...",""
"宗教の勧誘","","","",""
"怪しい女","","Suspicious woman","\font[3]\f[18]Suspicious Woman",""
"\Eあなたは今しあわせですか？","","\EAre you happy now?","\E\font[3]\f[18]\-[2]Are you currently happy?",""
"\E宗教の勧誘だった…。","","\EIt was a religious solicitation...","\E\font[3]\f[18]\-[2]It was a religious solicitation...",""
"\Eやる気が下がった。","","\EMy motivation dropped.","\E\font[3]\f[18]\-[2]I feel demotivated.",""
"お腹を空かせた旅人","","","",""
"\Eお腹を空かせた旅人だ。","","\EA hungry traveler.","\E\font[3]\f[18]\-[2]Looks like a hungry traveler.",""
"\f[20]丁重にもてなす　　　\f[10]所持金-500","","\f[20]Treat with respect. \f[10]Gold -500","\font[3]\f[17]Treat with respect \f[10]-500G",""
"\f[20]食べ物を分け与える　\f[10]所持金-100","","\f[20]Give food to others \f[10]Money -100","\font[3]\f[17]Give some food \f[10]-100G",""
"\f[20]追い返す","","\f[20]Turn away","\font[3]\f[18]Turn away",""
"食料がない","","","",""
"旅人ヒデトシ","","Traveler Hidetoshi","\font[3]\f[18]Traveler Hidetoshi",""
"\Eな、なんて心の優しい人だ…！
お礼にフットボールを教えましょう！","","\EWhat a kind-hearted person...! 
As a thank you, let me teach you football!","\E\font[3]\f[18]\-[2]What a kind-hearted person...! 
As a thank you, let me teach you football!",""
"\E温かい食事を振る舞い旅人をもてなした。","","\EServed a warm meal and entertained the traveler.","\E\font[3]\f[18]\-[2]I treated the traveler with respect and served a warm meal.",""
"\Eありがとうございます！このご恩は忘れません…！","","\EThank you very much! I will never forget this kindness...!","\E\font[3]\f[18]\-[2]Thank you very much! I will never forget your kindness...!",""
"\E旅人に食べ物を分け与えた。","","\EThe traveler shared food with others.","\E\font[3]\f[18]\-[2]I gave some food to the traveler.",""
"\E残念だが今は余裕がないな…。","","\EI'm sorry, but I don't have any spare time right now...","\E\font[3]\f[18]\-[2]Sorry, but I don't have anything to spare right now...",""
"\E旅人は帰っていった…。","","\EThe traveler went back home...","\E\font[3]\f[18]\-[2]The traveler left still hungry...",""
"医者","","","",""
"\E旅の医者だそうだ。","","\EI heard he's a traveling doctor.","\E\font[3]\f[18]\-[2]Looks like a traveling doctor.",""
"\f[20]診てもらう　　\f[10]お金-200","","\f[20]Get a check-up \f[10]Money -200","\font[3]\f[17]Get a check-up \f[10]-200G",""
"\f[20]必要ない","","\f[20]Not necessary","\font[3]\f[17]Not necessary",""
"BJ","","BJ","\font[3]\f[18]BJ",""
"\E…その言葉が…聞きたかった……。","","\E...I wanted to hear those words...","\E\font[3]\f[18]\-[2]...I wanted to hear those words...",""
"SE/decision24.mp3","","","",""
"\E怪我が治った！","","\EMy injury has healed!","\E\font[3]\f[18]\-[2]I've recovered from my injury!",""
"\E医者は満足げに帰っていった。","","\EThe doctor left with a satisfied look on his face.","\E\font[3]\f[18]\-[2]The doctor left with a satisfied look on his face.",""
"\Eなんだったんだ…。","","\EWhat was that...?","\E\font[3]\f[18]\-[2]What was that all about...?",""
"\Eそんなお金は持っていない…。","","\EI don't have that kind of money...","\E\font[3]\f[18]\-[2]I don't have that kind of money...",""
"マッドサイエンティスト","","","",""
"DJ博士","","DJ Professor","\font[3]\f[18]Professor DJ",""
"\Eアナタ悩ミ、解決シテアゲマース。
オ代ハイリマセーン。","","\EYou worry, I will solve it for you.
I won't charge you for it.","\E\font[3]\f[18]\-[2]Your worries, I will solve them for you.
I won't charge you for it.",""
"DJ","","","",""
"元気になりたい","","I want to feel better.","\font[3]\f[17]I want to feel better",""
"""力""がほしい","","I want ""strength"".","\font[3]\f[17]I want ""strength""",""
"強くなりたい","","I want to become stronger.","\font[3]\f[17]I want to be stronger",""
"必要ない","","Not necessary","\font[3]\f[17]Not necessary",""
"\Eお安いゴヨウデース！","","\ECheap Goyou Death!","\E\font[3]\f[18]\-[2]It's a steal, I assure you!",""
"\E……………………。","","\E……………………。","\E\font[3]\f[18]\-[2]...............",""
"\Eオペハセイコウデース！！","","\EOperational efficiency is high!!","\E\font[3]\f[18]\-[2]The operation was completed successfully.",""
"\Eなんだか元気になった気がする！","","\EI feel like I've become more energetic!","\E\font[3]\f[18]\-[2]I somehow feel much better than before!",""
"\Eオオット……！
……デハオダイジニー。","","\EOoott...!
...It's a big deal.","\E\font[3]\f[18]\-[2]Oh no, I have to go......!
......Take care of yourself.",""
"SE/button24.mp3","","","",""
"\Eアナタノ身体、既ニカイゾ……
アナタニハ必要アリマセーン、他ノ願イハナイノデスカ。","","\EYour body, already mine...
I don't need you, so I won't grant your wish.","\E\font[3]\f[18]\-[2]Your body is already strong enough...
Do you have any other wish?",""
"声","","Voice","\font[3]\f[18]Voice",""
"\E待て…っ！","","\EWait...!","\E\font[3]\f[18]\-[2]Hold on a second...!",""
"\Eまた誰か増えたぞ…。","","\ESomeone else has joined...","\E\font[3]\f[18]\-[2]Some random person has butted into the conversation...",""
"\Eオ、オマエハ…ドクターX！！！","","\EYou, you are... Doctor X!!!","\E\font[3]\f[18]\-[2]Y, you are... Doctor X!!!",""
"ドクターX","","Doctor X","\font[3]\f[18]Doctor X",""
"\E確かに一度失った能力を回復させることは極めて難しい…","","\EIt is extremely difficult to recover a lost ability once.","\E\font[3]\f[18]\-[2]Indeed, it's extremely difficult to recover an ability once lost...",""
"\Eしかし技術の進んだ今では違う！ギュッ","","\EHowever, now that technology has advanced, it's different! Squeeze!","\E\font[3]\f[18]\-[2]However, now that technology has advanced, it's a different story!",""
"\E今すぐオペの用意を！！ギラッ","","\EPrepare for the operation right now!! Grrr","\E\font[3]\f[18]\-[2]Prepare for the operation right now!!",""
"スキル関係が決まったらさらに+補正を付ける","","","",""
"改造","","Modification","\font[3]\f[18]Modification",""
"\Eスキル\c[1]自動回復\c[0]のヒントを得た！","","\EObtained the hint of \c[1]skill \c[0]auto recovery!","\E\font[3]\f[18]\-[2]Obtained skill inspiration: \c[1]Auto-recovery!\c[0]",""
"\E…チカラ……。
ドンナコトヲシテデモ手ニ入レタイト願ウノデスカ？","","\E...Power...
What do you want me to do? Should I put my hands on anything?","\E\font[3]\f[18]\-[2]...Strength...
Do you wish to obtain strength, no matter what it takes?",""
"はい","","Yes","\font[3]\f[17]Yes",""
"いいえ","","No","\font[3]\f[17]No",""
"\Eソウデスカ……ソレハザンネンデース。","","\EIs that so...? That's unfortunate.","\E\font[3]\f[18]\-[2]Is that so...? That's unfortunate.",""
"\E…デハ、コチラニオイデクダサーイ。","","\E...Now, come over here.","\E\font[3]\f[18]\-[2]...Now, please come over here.",""
"\Eここは…一体…？","","\EWhat is this place...?","\E\font[3]\f[18]\-[2]What in the world is this place...?",""
"\E…デハ、治療ヲ始メマショウ………。","","\E...Let's start the treatment...","\E\font[3]\f[18]\-[2]...Alright, let's begin the treatment...",""
"\E苦労モナシニ強クナルトイウ事ガドウイウ事ナノカ…………
身ヲモッテ知ルガイイデース……！","","\EIt's said that things that don't make you suffer won't make you stronger... 
But I think knowing oneself is a good thing...!","\E\font[3]\f[18]\-[2]What does it mean to become strong without any struggles......?
I want you to experience it firsthand yourself......!",""
"\Eぬ、ぬわーーーーーーーーっ！！","","\EN-Nuwaaaaaaaaaaaaaah!!","\E\font[3]\f[18]\-[2]U-Uwaaaaaaaaaaaaaah!!",""
"\E医学ノ発展ニ犠牲ハツキモノデース。","","\ESacrifices are necessary for the advancement of medicine.","\E\font[3]\f[18]\-[2]Sacrifices play an integral role in medical advancements.",""
"スキル関係が決まったらバットスキルを加える","","","",""
"\Eコレハ…ナントイウコトダ…奇跡ダ…！
マタ一歩人類ノ科学ガ前進シタデース！","","\EThis is... something incredible... a miracle! 
Once again, human science has advanced!","\E\font[3]\f[18]\-[2]This is... unbelievable... it's a miracle...! 
Once again, human science has advanced another step!",""
"\Eコノ特別トレーニングマシンヲ試ス時デース！
ヲ代ハイリマセーン、今スグトラーイ。","","\ETry this special training machine! 
Don't hesitate, try it now.","\E\font[3]\f[18]\-[2]Now is the time to try this special training machine! 
It's free, try it right away.",""
"\E…デハ、トレーニングヲ始メマショウ………。","","\E...Let's start the training...","\E\font[3]\f[18]\-[2]...Then, let's start the training...",""
"？？？","","???","\font[3]\f[18]???",""
"\E（ガション！ガション！）","","\E(Gashon! Gashon!)","\E\font[3]\f[18]\-[2](*clank!* *clank!*)",""
"\E強制トレーニングモード起動、ギアリミッター解除。
…サア地獄ノ特訓ノ始マリデース！！","","\EActivate Forced Training Mode, release Gear Limiter.
...Now, let the hellish special training begin!!","\E\font[3]\f[18]\-[2]Activating forced training mode. Limiter released.
...Now, let the hellish special training begin!!",""
