"Original Text","Initial","Machine translation","Better translation","Best translation"
"┣お茶","","","",""
"\E…お茶でもいれようかな。","","","\E\font[3]\f[18]\-[2]...How about I brew some tea?",""
"妹","","","\font[3]\f[18]Imouto",""
"\E……。","","","\E\font[3]\f[18]\-[2].......",""
"緑茶　　　　 \f[12]所持(\v[90])\f[20]","","","\font[3]\f[17]Green Tea \f[12]have(\v[90])\f[16]",""
"コーヒー　　 \f[12]所持(\v[91])\f[20]","","","\font[3]\f[17]Coffee \f[12]have(\v[91])\f[16]",""
"紅茶　　　　 \f[12]所持(\v[92])\f[20]","","","\font[3]\f[17]Black Tea \f[12]have(\v[92])\f[16]",""
"安眠茶　　　 \f[12]所持(\v[93])\f[20]","","","\font[3]\f[17]Herbal Tea \f[12]have(\v[93])\f[16]",""
"精力剤　　　 \f[12]所持(\v[94])\f[20]","","Energizer \f[12] possession(\v[94])\f[20]","\font[3]\f[17]Vigorizer \f[12]have(\v[94])\f[16]",""
"媚薬　　　　 \f[12]所持(\v[95])\f[20]","","","\font[3]\f[17]Aphrodisiac \f[12]have(\v[95])\f[16]",""
"アフターピル \f[12]所持(\v[96])\f[20]","","","\font[3]\f[17]Morning After-pill \f[12]have(\v[96])\f[16]",""
"\cself[5]","","","\cself[5]",""
"\Eしまった…お茶は切らしてたんだった…。","","","\E\font[3]\f[18]\-[2]Oh no... I forgot that we ran out of tea...",""
"お茶トップ","","","",""
"\E…………","","","\E\font[3]\f[18]\-[2]..........",""
"\E緑茶で一息ついた。","","","\E\font[3]\f[18]\-[2]We took a break and enjoyed some green tea.",""
"\Eしまった…コーヒーは切らしてたんだった…。","","","\E\font[3]\f[18]\-[2]Oh no... I forgot that we ran out of coffee...",""
"\Eコーヒーで一息ついた。","","","\E\font[3]\f[18]\-[2]We took a break and enjoyed some coffee.",""
"\E紅茶はおっと…もう無いのか…。","","","\E\font[3]\f[18]\-[2]Oh no... we don't have any more black tea...",""
"\E紅茶をキメた。","","","\E\font[3]\f[18]\-[2]We enjoyed some black tea.",""
"\Eうーん、持っていないな…。","","","\E\font[3]\f[18]\-[2]Hmm, we don't have any of it...",""
"処理中断","","","",""
"\Eそんな物は持っていないな…。","","","\E\font[3]\f[18]\-[2]I don't have it in my possession.",""
"\Eそういえば試供品をもらってたな…
俺はこれにするか。","","","\E\font[3]\f[18]\-[2]Come to think of it, I got a free sample... 
I think I'll go with this.",""
"\Eこ、これは…！力がみなぎってくる…！","","","\E\font[3]\f[18]\-[2]Wh, what is this...! I can feel a sudden surge of power!",""
"\E…うーん、お茶を飲む前にすることがあったな…。","","","\E\font[3]\f[18]\-[2]...Hmm, I think I needed to do something first before having tea...",""
"\Eむ、無性にエナドリが飲みたい…","","","\E\font[3]\f[18]\-[2]I, I have an intense craving for an energy drink...",""
"\E…飲みたい！","","","\E\font[3]\f[18]\-[2]...I really want to drink it badly!",""
"\Eもう我慢できない！","","","\E\font[3]\f[18]\-[2]I can't bear it anymore!",""
"エナドリ","","","",""
"\Eよし…お茶でもいれようか。","","","\E\font[3]\f[18]\-[2]Alright... How about I brew some tea?",""
"\Eうん。","","","\E\font[3]\f[18]\-[2]Okay...",""
"ｴﾅｼﾞｰﾄﾞﾘﾝｸ　 \f[12]所持(\v[89])\f[20]","","","\font[3]\f[17]Energizer \f[12]have(\v[89])\f[16]",""
"\Eまた買っておかないとだね。","","","\E\font[3]\f[18]\-[2]We definitely need to buy some more.",""
"\Eお茶くらい入れてくるよー、待っててお兄ちゃん。","","","\E\font[3]\f[18]\-[2]I'll go and brew the tea for you, Onii-chan. Just wait here.",""
"\Eまた今度買ってこようね、お兄ちゃん。","","","\E\font[3]\f[18]\-[2]Let's buy more of it next time, Onii-chan.",""
"\E砂糖は…2つだったか。","","","\E\font[3]\f[18]\-[2]Was it... two scoops of sugar?",""
"\E妹は紅茶派だからな…。","","","\E\font[3]\f[18]\-[2]My sister is a fan of black tea...",""
"\Eありがとうお兄ちゃん。","","","\E\font[3]\f[18]\-[2]Thanks, Onii-chan.",""
"\E？？","","","\E\font[3]\f[18]\-[2]???",""
"\E…よし、お茶を入れてくるな。","","","\E\font[3]\f[18]\-[2]...Wait here, I'll go brew some tea.",""
"\E…よし、お茶を入れてくるよ。","","","\E\font[3]\f[18]\-[2]...Then, I'll go brew some tea.",""
"\Eありがとう～！","","","\E\font[3]\f[18]\-[2]Thanks~!",""
"\E…使っておいたほうがいいだろうな…。","","","\E\font[3]\f[18]\-[2]...It's probably better to use it just in case...",""
"\E…お茶飲みたいから入れてくる。
…ジュースでいいか？","","","\E\font[3]\f[18]\-[2]...I feel like having some tea, so I'll go brew some. 
...Or would you rather have juice?",""
"\Eやった、ありがとうお兄ちゃん。","","","\E\font[3]\f[18]\-[2]Yay, thanks, Onii-chan.",""
"約5割の確率でトイレに","","","",""
"\E…ちょっとトイレ行ってくるね。","","","\E\font[3]\f[18]\-[2]...I need to go to the toilet for a bit.",""
"乱数","","","",""
"コーヒー適用","","","",""
