"Original Text","Initial","Machine translation","Better translation","Best translation"
"■お風呂覗いたり","","","",""
"お風呂覗きです。","","","",""
"覗き、パンツ漁り、突入？が可能","","","",""
"A","","","",""
"お風呂を覗く","","Peeking into the bath.","",""
"パンツを漁る","","Searching for pants.","",""
"何もしない","","Do nothing.","",""
"お風呂覗き","","","",""
"\Eまさか妹の入浴を覗こうっていうのか…？","","\EAre you saying you want to peek at your little sister's bath...?","",""
"はい","","Yes","",""
"いいえ","","No","",""
"\Eだよな…さすがにやめておこう…。","","\EYeah... I guess I should stop after all...","",""
"パンツ漁り","","","",""
"\E脱ぎたてのパンツをゲットしにいくのか…？","","\EAre you going to get freshly taken off pants...?","",""
"そんなことより","","","",""
"\Eこの時を待っていた…","","\EI've been waiting for this moment...","",""
"\E一人になるこの瞬間を！！","","\EThis moment of being alone!!","",""
"\Eオナニータイムだ！","","\EIt's masturbation time!","",""
"\E……","","\E……","",""
"\E……うっ！","","\E...Ugh!","",""
"一時変数","","","",""
"パンツ番号","","","",""
"パンツ漁り回数","","","",""
"見つけた枚数","","","",""
"乱数","","","",""
"覗いた回数","","","",""
