"Original Text","Initial","Machine translation","Better translation","Best translation"
"パンコキイベント","","","",""
"\E……。","","\E...","",""
"\Eお兄ちゃん…
…それ、さっきあたしが脱いだパンツだよね…？","","\EBig brother...
...Is that the underwear I took off earlier...?","",""
"\Eお兄ちゃんは…中身よりパンツの方が好きなの…？","","\EDo you... prefer panties over what's inside... big brother?","",""
"妹","","Younger sister","",""
"\Eんもう…しょうがないなぁ……。","","\EUgh... I guess there's no helping it...","",""
"cg/blackscreen.jpg","","","",""
"v530動作　0停止　1ゆっくり　2早い　3フィニッシュ前","","","",""
"射精カットは手入力で　","","","",""
"\E…今日は…あたしの…妹のパンツで
オナニー…したかったんだよね？","","\E...Today...I wanted to...masturbate with my...sister's panties...
, you know?","",""
"\Eほら、今日一日はいた妹パンツで包んで…
こうやって…しこしこされるの、好き？","","\ELook, wrapping the whole day in my little sister's panties... 
Like this... Do you like being jerked off?","",""
"\E汗とかえっちなおつゆが染み込んだ妹パンツ…
くんくんしたり、舐めたりもしちゃったの？","","\ESweat and naughty broth soaked into my little sister's panties... 
Did you sniff them or even lick them?","",""
"\Eもう…お兄ちゃんは本当に…仕方ないんだから…。","","\EEnough... Big brother, you really... can't be helped...","",""
"\Eそうだよね…
オナニーとえっちは別物だもんね。","","\EThat's right... 
Masturbation and sex are different things, you know.","",""
"\E今日は妹のパンツで性欲処理したかったんだもんね。","","\EI wanted to satisfy my sexual desire with my sister's panties today.","",""
"\Eほら、お兄ちゃん…♥
えっちなおつゆがパンツに染みてきちゃったよ…？","","\ELook, big brother...♥
Did the naughty sauce stain your pants...?","",""
"\E見て…あたしの秘密の場所に当たってたところと…
お兄ちゃんのおちんちんがちゅっってしてるよ♥","","\ELook...you found the place where my secret is...
Big brother's peepee is making a smooch sound♥","",""
"\Eふふ…興奮する？
お兄ちゃんの…変態…♥","","\EHehe... Are you excited?
Big brother... you pervert... ♥","",""
"\Eあっ…。
お兄ちゃん気持ちよさそうな顔してる…♥","","\EAh...
Big brother, you have such a blissful expression...♥","",""
"\Eいいよ、これはただのパンツオナニーだからね…","","\EIt's okay, this is just panty masturbation...","",""
"\E気持ちよくなって好きな時にぴゅーっって
ティッシュ代わりの妹パンツになかだし、しようね♥","","\EFeel good and release whenever you like
Let's use my sister's panties as a tissue substitute, okay♥","",""
"\Eうん、イって…お兄ちゃんのだしてっ！","","\EYeah, I'm coming... Give it to me, big brother!","",""
"1.4.0/v144_cg17_9.jpg","","","",""
"\Eあっ…♥","","\EAh...♥","",""
"1.4.0/v144_cg17_10.jpg","","","",""
"\E…でちゃったね…きもちいいね？
いいよ、ぜんぶ…ぜんぶぴゅっぴゅーってしてね。","","\E...We did it...Feels good, right?
It's okay, do it all...Do it all with a ""pyu-pyu"" sound.","",""
"\Eふふ、妹のパンツに中出ししちゃったね…♥","","\EHehe, I came inside my little sister's panties...♥","",""
"1.4.0/v144_cg17_11.jpg","","","",""
"\Eもう…こんなにドロドロにして…
誰がお洗濯すると思ってるの？お兄ちゃん。","","\EEnough... making such a mess... 
Who do you think is going to do the laundry? Big brother.","",""
"\Eふふ…なんてね、スッキリできた？
ん…じゃあ、また後でね。","","\EHehe... just kidding, did you feel refreshed?
Hmm... well then, see you later.","",""
