"Original Text","Initial","Machine translation","Better translation","Best translation"
"日中イベント判定","","","",""
"message","","","",""
"\f[14]\E<C>Tips　ランダムイベントについて","","\f[14]\E<C>Tips About Random Events","\E\font[3]\f[14]\-[2]<C>Tips on Random Events",""
"\f[14]\E日中の行動後に\c[1]行動力が10以上\c[0]ある場合
ランダムイベントが発生する可能性があります。","","\f[14]\EAfter the activities during the day and if you have 10 or more action points\c[1], there is a possibility of a random event occurring.\c[0]
","\E\font[3]\f[14]\-[2]After daytime activities, if you have \c[1]10 or more stamina\c[0], 
there is a possibility of a random event occurring.",""
"買い出しイベント","","","",""
"休日処理","","","",""
"帰宅","","","",""
"シナリオやコマンド実行後のランダムイベントを実行します","","","",""
"カスミ関連のイベントを塞ぐ","","","",""
"アカツキ関連のイベントを塞ぐ","","","",""
"カスミ加入前","","","",""
"カスミなし","","","",""
"カスミ加入後","","","",""
"カナと特訓","","","",""
"つまみぐい","","","",""
"妹と一緒に帰宅","","","",""
"ユイとトレーニング","","","",""
"器具の手入れ","","","",""
"着替えに遭遇","","","",""
"小銭を拾う","","","",""
"カスミとの出会い","","","",""
"居残り練習","","","",""
"雨に打たれて","","","",""
"財布を拾った","","","",""
"カナ強さアップ","","","",""
"ユイ強さアップ","","","",""
"張り合うライバル","","","",""
"その名はサブロー","","","",""
"19　一皮剥け…た…？","","","",""
"何かライバルとのイベントがもう一つ欲しいです","","","",""
"ひったくり","","","",""
"▼▼ここにカスミ無しイベント呼び出し▼▼","","","",""
"行動力がない","","","",""
"cg/bg_17_main.jpg","","","",""
"\Eふぅ、今日も疲れたな…帰ろう。","","\EPhew, I'm tired again today... Let's go home.","\E\font[3]\f[18]\-[2]Phew, I'm tired today as well... Let's return home.",""
"オートセーブのタイミング（妊娠していないこと","","","",""
"cg/bg_26_sea_c.jpg","","","",""
"BGM/train.mp3","","","",""
"\Eこうして5日間の合宿が終わった…。","","\EAnd so, the 5-day training camp came to an end...","\E\font[3]\f[18]\-[2]And so, the 5-day training camp came to an end...",""
"BGM/yuuyake.mp3","","","",""
"cg/bg_14_sunset_a.jpg","","","",""
"\Eこうして今日という日が過ぎてゆく…。","","\EAnd so, today passes by...","\E\font[3]\f[18]\-[2]Thus, the day known as today passes by...",""
"\E各能力の最大値が500になりました。
\f[12]\c[7]※能力400以上のステータスは上昇値にマイナス補正を受けます。","","\EThe maximum value of each ability has been set to 500.
\f[12]\c[7]※Stats with a value of 400 or higher will receive a negative adjustment to their growth rate.","\E\font[3]\f[18]\-[2]The maximum value for each stats has been increased to 500.
\f[12]\c[7]※Stats above 400 will have their growth rate negatively adjusted.",""
"\E休日の外出先に\c[7]温泉\c[0]が追加されました。","","\EAn additional \c[0]hot spring\c[7] has been added to the list of places to visit on holidays.","\E\font[3]\f[18]\-[2]\c[7]Hot spring\c[0] has been added as an outing destination 
during weekends.",""
"\Eこうして今日も日が暮れる…。","","\EAnd so, the sun sets again today...","\E\font[3]\f[18]\-[2]Thus, another day comes to an end...",""
"一時変数1","","","",""
"自由変数","","","",""
"初回tips","","","",""
"勝敗","","","",""
