"Original Text","Initial","Machine translation","Better translation","Best translation"
"┣スキンシップ","","","",""
"トップ選択肢へ","","","",""
"頭を撫でる","","","\font[3]\f[17]Pat her head",""
"肩を揉む","","","\font[3]\f[17]Massage her shoulders",""
"くすぐる","","","\font[3]\f[17]Tickle her sides",""
"セクハラ","Sexual harassment","","\font[3]\f[17]Sexual harrassment",""
"撫でる","","","",""
"\Eよーしよしよし！","","","\E\font[3]\f[18]\-[2]Good girl, good girl!",""
"失敗","","","",""
"妹","","","\font[3]\f[18]Imouto",""
"\Eごめんね…なんかやだ…。","\E Sorry... I don't like this at all.","","\E\font[3]\f[18]\-[2]Sorry... but could you stop...",""
"\E…怒られた。","","","\E\font[3]\f[18]\-[2]...She scolded me.",""
"成功","","","",""
"\Eえ？また！？","","","\E\font[3]\f[18]\-[2]Eh? Again!?",""
"\E…………","","","\E\font[3]\f[18]\-[2].............",""
"\E妹の頭を撫でた。","","","\E\font[3]\f[18]\-[2]I patted her head.",""
"\E少しやる気が出た。","\E's a little more motivated now.","","\E\font[3]\f[18]\-[2]I feel a bit more motivated.",""
"\Eお兄ちゃん…ちょっとしつこい…。","\E onii-chan... you're a little persistent.","","\E\font[3]\f[18]\-[2]You're being a bit annoying... Onii-chan...",""
"\Eえ？な、なに…。","","","\E\font[3]\f[18]\-[2]Huh? Wh, what...",""
"\Eちょっと…やめて。","","","\E\font[3]\f[18]\-[2]Stop it... now.",""
"\E…普通に嫌がられた。","","","\E\font[3]\f[18]\-[2]...She hated that.",""
"\Eえ、なに…。","","","\E\font[3]\f[18]\-[2]Huh, what....",""
"揉む","","","",""
"\Eお兄ちゃんが肩を揉んでやろう！","\E onii-chan, let's massage your shoulders!","","\E\font[3]\f[18]\-[2]Let me massage your shoulders!",""
"\Eも、もういいよ…。
今度はあたしがお兄ちゃんをマッサージしてあげるね。","\E, that's enough...
Next time, I'll give you a massage.","","\E\font[3]\f[18]\-[2]Tha, that's enough...
Next time, I'll be the one giving you a massage.",""
"\E妹に肩を揉んでもらったぞ。","\I had E-sister massage my shoulders.","","\E\font[3]\f[18]\-[2]She massaged my shoulders.",""
"\Eお兄ちゃん…普通にやめて。","\E oniichan... Stop it normally.","","\E\font[3]\f[18]\-[2]Stop it... Onii-chan.",""
"\Eえ、肩を揉んでくれるの？
ありがとうお兄ちゃん。","\Eh, you're going to massage my shoulders?
Thank you, oniichan.","","\E\font[3]\f[18]\-[2]Huh, you're going to give me a shoulders massage?
Thank you, Onii-chan.",""
"\E妹の肩を揉んだぞ。","\I massaged E-Sister's shoulders.","","\E\font[3]\f[18]\-[2]I massaged her shoulders.",""
"\Eお兄ちゃんやめて。","\E oniichan, stop.","","\E\font[3]\f[18]\-[2]Onii-chan, stop.",""
"\Eくすぐり攻撃だ！","\E tickling attack!","","\E\font[3]\f[18]\-[2]Sides tickling attack!",""
"\Eお兄ちゃんやめ…あはははははくすぐったい！！","\E Onii-chan, stop... Aha hah! That tickles!!","","\E\font[3]\f[18]\-[2]Onii-chan... sto... ahahahah... that tickles!!",""
