"Original Text","Initial","Machine translation","Better translation","Best translation"
"超大冒険イベント","","","",""
"変数335進行度","","","",""
"cg/bg_02_house_a.jpg","","","",""
"cg/bg_25_road_a.jpg","","","",""
"cg/bg_08_ruins_a.jpg","","","",""
"cg/bg_21_cave_a.jpg","","","",""
"cg/bg_22_tower_a.jpg","","","",""
"cg/bg_26_sea_a.jpg","","","",""
"cg/bg_10_prairie_a.jpg","","","",""
"cg/bg_13_road_a.jpg","","","",""
"Picture/card0000.jpg","","","",""
"進行","","","",""
"ポジティブ","","","",""
"ネガティブ","","","",""
"選択肢あり","","","",""
"通常進行","","","",""
"\E二人はさらに先に進んだ！","","\EThe two of them advanced further!","\E\font[3]\f[18]\-[2]The two of us advanced forward!",""
"\E冒険は順調だ…","","\EThe adventure is going smoothly...","\E\font[3]\f[18]\-[2]Our adventure is going smoothly...",""
"\E冒険の足取りは軽い…","","\EThe footsteps of adventure are light...","\E\font[3]\f[18]\-[2]Our adventure is progressing swiftly...",""
"ツボ","","","",""
"\Eツボだ！","","\EIt's a treasure!","\E\font[3]\f[18]\-[2]We found a pot!",""
"\E中には…………………","","\EThere are...","\E\font[3]\f[18]\-[2]Inside, there is......",""
"アイテム","","","",""
"SE/se_book01.mp3","","","",""
"Picture/card0005.jpg","","","",""
"SE/[System]Get1_default.ogg","","","",""
"\Eお宝発見！！\c[7]\cself[13]\c[0]Gを手に入れた！","","\ETreasure found!!\c[7]\cself[13]\c[0]Obtained G!","\E\font[3]\f[18]\-[2]We found a treasure! \c[7]\cself[13]G obtained\c[0]!",""
"エネミー","","","",""
"Picture/card0018.jpg","","","",""
"\E海産物が現れた！","","\ESeafood has appeared!","\E\font[3]\f[18]\-[2]Seafood has appeared!",""
"SE/sword-slash1.mp3","","","",""
"\E…が撃退した！","","\E...has been repelled!","\E\font[3]\f[18]\-[2]...We fought it off!",""
"\E何もなかった…！","","\EThere was nothing...!","\E\font[3]\f[18]\-[2]There is nothing...!",""
"荷馬車","","","",""
"\E商隊の馬車に乗せてもらったぞ…！","","\EI got on the merchant caravan's carriage...!","\E\font[3]\f[18]\-[2]We got a ride on a merchant caravan's carriage!",""
"ゲット","","","",""
"回復回数","","","",""
"\E美味しそうな果実を見つけた！
\c[7]休憩回数+1\c[0]","","\EFound a delicious-looking fruit!
\c[7]Rest count +1\c[0]","\E\font[3]\f[18]\-[2]We found some delicious looking fruits! 
\c[7]+1 rest attempt\c[0]!",""
"SE/decision24.mp3","","","",""
"\E喉の渇きが解消された！","","\EMy thirst has been quenched!","\E\font[3]\f[18]\-[2]Our thirst has been quenched!",""
"お金","","","",""
