"Original Text","Initial","Machine translation","Better translation","Best translation"
"夢精イベント","","","",""
"騎乗位処理","","","",""
"cg/blackscreen.jpg","","","",""
"いもうと","","","",""
"妹夢精1","","","",""
"\E…………。","","\E………….","",""
"\E…………くちゅ……。","","\E...Kuchu...","",""
"\Eんん……うーん…","","\EHmm...","",""
"cg/event67_01.jpg","","","",""
"SE/se_basa.mp3","","","",""
"\E…………ふぁっ！？","","\E...Huh!?","",""
"妹","","Younger sister","",""
"\Eあ、お兄ちゃん…起こしちゃった？","","\EAh, big brother... Did I wake you up?","",""
"\Eえ…これは……え…？","","\EHuh... What is this... huh?","",""
"\Eだってね、お兄ちゃんのすごくおっきくなってたからね。
我慢できなくて襲っちゃった、ごめんね♥","","\EBecause, you see, big brother had grown so much.
I couldn't resist and attacked, sorry ♥","",""
"\Eお兄ちゃんがいつもしていることだよ？
あたしだって…いいよね？","","\EIs it something that big brother always does? 
Even I... is it okay?","",""
"\Eいっぱい気持ちよくなって…ぴゅっぴゅーって…
妹のおまんこになかだし♥…しちゃお？","","\EFeeling so good... pyu pyu... 
Shall we cum inside my little sister's pussy ♥...?","",""
"\Eいや、ちょ…中は…","","\ENo, wait... inside...","",""
"\Eだよね？でもー…お兄ちゃんのおちんちん…
射精したいーって言ってるよ？","","\ERight? But... Onii-chan's penis... 
Is saying it wants to ejaculate?","",""
"\E…我慢してもそういうのちゃんとわかるんだよ？
絶対しちゃだめな射精…させてあげるね♥","","\E...Even if you try to endure, I can still tell, you know? 
I'll let you experience an absolutely forbidden ejaculation ♥","",""
"\E我慢してがまんしてがまんして…
死ぬほど気持ちいい、人生が終わる射精しちゃお？","","\EEndure, endure, endure... 
It feels so good, shall we end our lives with an orgasm?","",""
"\Eほら、パンパンするよ？…見て…。","","\ELook, it's bulging!... Look...","",""
"\Eいーち…にーぃ…","","\EOne... two...","",""
"\E……。","","\E... .","",""
"\Eじゅーう♥","","\EJu♥","",""
"\Eえへ、いい顔してる…♥
そうだよね、妹に種付けなんかしたら大変だもんね？","","\EEhe, you have a nice expression...♥
That's right, it would be troublesome if I impregnated my little sister, right?","",""
"\E村やギルドのみんなにどんな目で見られるかな？ね？","","\EI wonder how everyone in the village and guild will look at me? Don't you think?","",""
"\Eじゃあもういっかい…
お兄ちゃんは何回まで我慢できるかなー…ふふ♥","","\EWell then, one more time... 
I wonder how many times big brother can endure... hehe♥","",""
"\Eいーちにーいさーん…","","\EOne, two, three...","",""
"\Eじゅうっ！","","\EJuut!","",""
