"Original Text","Initial","Machine translation","Better translation","Best translation"
"カットイン呼び出しトイレ","","","",""
"みぎ","","","",""
"全て消去","","","",""
"覗く","","","",""
"\f[16]\E覗き中…","","\f[16]\EPeeping...","\E\font[3]\f[16]\-[2]Peeping...",""
"cutin/cutin_159.png","","","",""
"トイレオナニー　導入","","","",""
"\f[16]\Eオナニー中…","","","\E\font[3]\f[16]\-[2]Masturbating...",""
"cutin/cutin_163.png","","","",""
"トイレオナニー　最中","","","",""
"トイレオナニー　絶頂","","","",""
"\f[16]\E絶頂中…","","","\E\font[3]\f[16]\-[2]Climaxing...",""
"cutin/cutin_164.png","","","",""
"トイレオナニー　事後","","","",""
"トイレ放尿オープン","","","",""
"\f[16]\E放尿中…","","","\E\font[3]\f[16]\-[2]Peeing...",""
"cutin/cutin_142.png","","","",""
"クンニ","","","",""
"\f[16]\Eクンニ中…","","","\E\font[3]\f[16]\-[2]Ongoing Cunnilingus...",""
"cutin/cutin_28.png","","","",""
"クンニ2回目","","","",""
"クンニ　絶頂","","","",""
"cutin/cutin_32.png","","","",""
"フェラ　導入","","","",""
"\f[16]\Eフェラチオ中…","","","\E\font[3]\f[16]\-[2]Ongoing Blowjob...",""
"cutin/cutin_131.png","","","",""
"cutin/cutin_135.png","","","",""
"フェラ　最中","","","",""
"cutin/cutin_136.png","","","",""
"フェラ　絶頂","","","",""
"\f[16]\E飲精中…","","","\E\font[3]\f[16]\-[2]Gulping...",""
"1.4.0/cutin_222.png","","","",""
"cutin/cutin_137.png","","","",""
"トイレ公開オナニー　絶頂","","","",""
"左右","","","",""
"実行処理","","","",""
"右を消す","","","",""
"消す","","","",""
"表示","","","",""
"なし","","","",""
"オナニー導入","","","",""
"オナニー最中","","","",""
"オナニー絶頂","","","",""
"オナニー事後","","","",""
"おしっこ見学","","","",""
"クンニ2","","","",""
"クンニ絶頂","","","",""
"フェラ導入","","","",""
"フェラ最中","","","",""
"フェラ絶頂","","","",""
"公開オナニー絶頂","","","",""
