"Original Text","Initial","Machine translation","Better translation","Best translation"
"■お風呂えっち","","","",""
"cg/event_28_01.jpg","","","",""
"エッチ内容選択","","","",""
"選択肢表示","","","",""
"妹","","","",""
"胸でして欲しい！","","I want you to do it with your chest!","",""
"手でして欲しい","","I want you to do it by hand.","",""
"口でして欲しい","","I want you to do it with your mouth.","",""
"お尻で挟んで","","Sandwich it with your butt.","",""
"まんこに挿れたい","","I want to insert it into your vagina.","",""
"後ろの穴でしたい","","I want to do it in the back hole.","",""
"\cself[5]","","\cself[5]","",""
"\E…手で…すればいいの…？
うん…いいよ。","","\E...Do I just...do it with my hands? 
Yeah...that's fine.","",""
"\E…お口でして欲しいの？
ん…いいよ…じゃあお口でしてあげるね。","","\E...Do you want me to do it with my mouth? 
Hmm...okay...then I'll do it with my mouth.","",""
"\Eお、お尻で挟むの…？
お兄ちゃんがしたいなら…いいけど……。","","\EOh, you want to do it with your butt...? 
If you really want to, big brother... I guess it's okay...","",""
"\Eお風呂でするの嫌だな…。","","\EI don't feel like taking a bath...","",""
"\Eそれはダメ！兄妹なんだよ…もう…。","","\EThat's not allowed! We're siblings... enough already...","",""
"\Eお尻が…いいの…？","","\EIs it... good... to have a nice butt?","",""
"\E……そんなに…したいなら……。
で、でも痛いのは嫌だからね…？","","","",""
"\E…やめてって言ったら絶対やめてね…
やくそくだよ？","","","",""
"\Eおにいちゃん…今日はお尻におちんちんいれたいの…？","","","",""
"\E……うん……いいよ。","","","",""
"\Eお尻にお兄ちゃんのおちんちん…入れて。","","","",""
"\Eうぅ…お尻でするの…？また切れちゃうよ…","","","",""
"\E……痛くしないでね…。","","\E...Please don't hurt me...","",""
"\Eお、おにいちゃんそこは…！！あっ……！","","\EOh, big brother, that place...!! Ah...!","",""
"アナルほぐし","","","",""
"\E…はぁ…はぁ……お、おにいちゃん……。
おしりぃ…うぅ…。","","\E...Haa...haa... Oniichan... 
Oshirii...uu...","",""
"\E…ゆ、指ならいいけど……。
お兄ちゃんのなんて入らないよ…裂けちゃうよ…。","","\E...I-If it's just your finger...
I can't handle anything bigger...it'll tear...","",""
"\Eだからダーメ！もうっ！！
お兄ちゃん！そこはそゆことする場所じゃないんだよ？","","\EThat's not okay! Enough already!!
Big brother! That's not the right place to do that, you know?","",""
"\Eえっ…お尻がいいの…？
い、いやだよ…おにいちゃんのヘンタイ！","","\EHuh... You like butts...? 
N-No way... You're such a pervert, big brother!","",""
"パイズリ","","","",""
"\E胸で挟むの？うん、いいよ…。","","\EAre you going to hold it between your breasts? Yeah, sure...","",""
"\E胸で…？えっと…わかった…。","","\EWith my chest...? Um... I understand...","",""
"\Eそんなの恥ずかしいよ…。","","\EThat's embarrassing...","",""
"手コキ","","","",""
"\E…わ…おっき…。
もう、なんでこんなすぐ大きくしちゃうの…お兄ちゃん。","","\E...W-What... It's so big... 
Why do you make it grow so quickly... Onii-chan.","",""
"手コキ1","","","",""
"\E先から透明なおつゆが出てきたよ…。
おにいちゃん気持ちいいの？もっとこすればいい？","","\ETransparent broth came out first... 
Does it feel good, big brother? Should I rub more?","",""
"\E…ん…じゃあもう少し早くするね。
出したくなったら出しちゃっていいからね…。","","\E...Hmm... Well, let's make it a little faster then.
If you feel like releasing it, go ahead and release it...","",""
"手コキ2","","","",""
"射精後のリアクションだけ変えます","","","",""
"\E…きゃっ…わっ…おにいちゃん…イッてる…
気持ちいいね？いいよ、もっと出して…","","\E...Kyaa...wa...oniichan...I'm...coming...
Feels good, right? It's okay, let it out more...","",""
