"Original Text","Initial","Machine translation","Better translation","Best translation"
"素股騎乗位","","","",""
"B","","","",""
"騎乗位処理","","","",""
"\E…………。","","\E………….","",""
"\E…………モゾ…。","","\E... Mozo...","",""
"cg/blackscreen.jpg","","","",""
"確定で素股","","","",""
"C","","","",""
"素股か騎乗位","","","",""
"素股","","","",""
"騎乗位","","","",""
"\E…ん……っ…。","","\E...Hmm...","",""
"\E……。","","\E... .","",""
"\E…ぁっ……ん…","","\E...Ah...N...","",""
"妹","","","",""
"BGM/se_akimusi2.ogg","","","",""
"\E……あ……お兄ちゃん……。","","\E...Ah...Onii-chan...","",""
"\E…ごめんね、起こしちゃった…？","","\E...Sorry, did I wake you up...?","",""
"\E…あたしっ…ね…
がまん…できなくて…","","\E...I...you know...
I can't...hold it in...","",""
"\Eおまんこ…がっ切なくて……んっ…","","\EMy... it's so painful... mmm...","",""
"\E一人でっ…するより…んっ…
お兄ちゃんので…気持ちよくなりたいから……","","\ERather than doing it alone... umm... 
I want to feel good with big brother's...","",""
"\Eだから…っ…
お兄ちゃんは何もしなくていいから…ね？","","\ESo...
Big brother, you don't have to do anything... okay?","",""
"\E…おちんちんだけ…貸して…ね？
…いいよね…？","","\E...Just the penis... Can you lend it to me? 
...It's okay, right...?","",""
"\Eん…これ…お兄ちゃんの……あっ…
こすれて…きもちいい……♥","","\EHmm... This... is my big brother's... Ah... 
It feels good... rubbing against me... ♥","",""
"hscene/h_s08_ef_wet.png","","","",""
"\Eあっあっ…きもち…いっ…きもちいいの…っ…","","\EAh... it feels... good... so... good...","",""
"\Eごめんね…
こんな…えっちな妹でごめんねっ…","","\EI'm sorry...
I'm sorry for being such a... naughty little sister...","",""
"\Eあっ…イきそ…イく…イくよ？
お兄ちゃんイクっ…イクっ！いっちゃう…っ…！","","\EAh... I'm... I'm... I'm going to... go? 
Big brother, I'm going to... I'm going to! I'm... going... to...!","",""
"hscene/h_s08_ef_omorasi.png","","","",""
"\E…………","","\E…………","",""
"\Eはぁっ…はぁっ……
ん……お兄ちゃん……えへ、イッちゃった♥","","\EHaa... haa...
Hmm... Onii-chan... Ehe, I came♥","",""
