"Original Text","Initial","Machine translation","Better translation","Best translation"
"■任務内容表示","","","",""
"初めての討伐","","","",""
"\E\f[12]怪異の解決","","\E\f[12] Resolution of a Monster","\E\font[3]\f[12]\-[2]Resolving the Crisis",""
"\E\f[12]ニャースドラゴン","","\E\f[12] Meowth dragon","\E\font[3]\f[12]\-[2]Meowth Dragon",""
"\E\f[12]あのアザラシ","","\E\f[12] That Seal","\E\font[3]\f[12]\-[2]That Seal",""
"\E\f[12]影の掃討","","\E\f[12] Shadow Sweep","\E\font[3]\f[12]\-[2]Shadow Cleansing",""
"\E\f[12]逃げ出したお野菜","","\E\f[12] Vegetables on the Run","\E\font[3]\f[12]\-[2]Runaway Vegetables",""
"\E\f[12]謎の影","","\E\f[12] Mysterious Shadow","\E\font[3]\f[12]\-[2]Enigmatic Shadow",""
"\E\f[12]白いアイツ","","\E\f[12] That White Guy","\E\font[3]\f[12]\-[2]That White Thing",""
"\E\f[12]野生化した筋肉","","\E\f[12] Muscles gone wild","\E\font[3]\f[12]\-[2]Muscles Gone Feral",""
"\E\f[12]逃げ出した野菜","","\E\f[12] Vegetables that got away","\E\font[3]\f[12]\-[2]Fleeing Vegetables",""
"\E\f[12]大量発生したアレ","","\E\f[12] Massive outbreak of that thing","\E\font[3]\f[12]\-[2]Mass Outbreak of That Thing",""
"\E\f[12]危険な海洋生物","","\E\f[12] Dangerous marine life","\E\font[3]\f[12]\-[2]Dangerous Marine Creatures",""
"\E\f[12]畑を荒らす害獣","","\E\f[12]Vermin that destroys fields","\E\font[3]\f[12]\-[2]Field-wrecking Pests",""
"\E\f[12]森に潜む野獣","","\E\f[12] Wild beasts lurking in the forest","\E\font[3]\f[12]\-[2]Wild Beasts Lurking in the Forest",""
