"Original Text","Initial","Machine translation","Better translation","Best translation"
"兄プレイ傾向","","","",""
"パンツコレクター","","Panty Collector","",""
"変態収集家","","Perverted collector","",""
"案外真面目","","Surprisingly serious","",""
"スケベ","","Pervert","",""
"えっち","","Ecchi","",""
"紳士","","Gentleman","",""
"覗き魔でもあるが","","Although I am a peeping Tom","",""
"救いようもないが","","There is no way to save it, but.","",""
"意外と頼りになる","","Surprisingly reliable","",""
"\c[15]\f[14]妹を溺愛し\cself[6]で\cself[7]、\cself[8]","","\c[15]\f[14]I am obsessed with my little sister.\cself[6] So\cself[7],\cself[8]","",""
"実は多少名の知れた腕の立つ冒険者。","","Actually, I'm a somewhat well-known skilled adventurer.","",""
"この地方で活動する若い冒険者の一人。","","One of the young adventurers active in this region.","",""
"メクアの村で活動する新米冒険者。","","Newbie adventurers who are active in the village of Mekua.","",""
"冒険の日々に憧れる駆け出しの冒険者。","","Aspiring adventurers yearning for days of adventure.","",""
"\c[15]\f[14]\cself[5]","","\c[15]\f[14]\cself[5]","",""
"予選後アカツキという冒険者に力の差を見せつけられるも","","After the preliminary round, I was shown the difference in power by an adventurer named Akatsuki.","",""
"交流戦では実力の差と現実をまざまざと見せつけられるも","","In exhibition matches, the difference in skill and reality is shown vividly.","",""
"いよいよ11日、自身初めてのギルド交流戦を控える中で","","Finally, on the 11th day, amidst the anticipation of my first guild battle.","",""
"カナやユイ、ギルドの仲間と訓練ばかりの毎日の中でも","","Kana, Yui, and their guildmates, even in their daily routine of nothing but training","",""
"所属ギルドはその不振から合併統合の話が立ち上がる中で","","The guild is in the midst of discussions about merging and integration due to its poor performance.","",""
"妹の脱ぎたてパンツに情熱を注ぐ","","Pouring passion into my sister's freshly taken off panties.","",""
"一心不乱にパンツを収集する","","Devotedly collecting panties","",""
"どちらかというとパンツが気になる","","More like, I'm concerned about the underwear.","",""
"意に介さず鍛錬に励む","","Unwaveringly strive for training.","",""
"パンツハンターである。","","I am a panty hunter.","",""
"未来ある若者だ。","","A promising young person with a bright future.","",""
"\c[15]\f[14]\cself[5]\cself[6]","","\c[15]\f[14]\cself[5]\cself[6]","",""
"活躍の甲斐ありギルド存続の危機をも乗り越えさらには","","There is a reason for our activity, overcoming the crisis of guild survival and even more","",""
"当面の危機を討伐作戦で乗り越えたお兄ちゃんは","","The big brother who overcame the current crisis with a subjugation operation is","",""
