"Original Text","Initial","Machine translation","Better translation","Best translation"
"ステータス表示","","","",""
"refresh","","","",""
"SE/cancel1.mp3","","","",""
"Picture/status_02.png","","","",""
"Picture/status_01.png","","","",""
"Picture/pic_hidden.png","","","",""
"基礎ステータス","","","",""
"攻撃","","","",""
"\c[14]\f[18]\cself[40]","","","\c[14]\font[3]\f[13]\cself[40]",""
"防御","","","",""
"\c[14]\f[18]\cself[41]","","","\c[14]\font[3]\f[13]\cself[41]",""
"つよさ","","","",""
"\c[15]\f[18]\cself[42]","","","\c[15]\font[3]\f[13]\cself[42]",""
"仲間","","","",""
"\c[15]\f[18]\cself[20]","","","\c[15]\font[3]\f[13]\cself[20]",""
"\c[15]\f[16]☆☆☆☆☆☆","","","\c[15]\f[11]☆☆☆☆☆☆",""
"\c[15]\f[16]★★★★★★","","","\c[15]\f[11]★★★★★★",""
"\c[15]\f[16]★★★★★","","","\c[15]\f[11]★★★★★",""
"\c[15]\f[16]★★★★","","","\c[15]\f[11]★★★★",""
"\c[15]\f[16]★★★","","","\c[15]\f[11]★★★",""
"\c[15]\f[16]★★","","","\c[15]\f[11]★★",""
"\c[15]\f[16]★","","","\c[15]\f[11]★",""
"\c[15]\f[18]\cself[21]","","","\c[15]\font[3]\f[13]\cself[21]",""
"\c[15]\f[18]\cself[22]","","","\c[15]\font[3]\f[13]\cself[22]",""
"Picture/skill_e_02.png","","","",""
"Picture/skill_e_03.png","","","",""
"Picture/skill_e_01.png","","","",""
"ギルド戦力","","","",""
"\E\c[0]\f[20]\cself[23]","","","\E\font[3]\f[15]\-[2]\cself[23]",""
"スキル関連表示","","","",""
"Picture/skill_a_01.png","","","",""
"Picture/skill_a_02.png","","","",""
"Picture/skill_a_03.png","","","",""
"Picture/skill_a_04.png","","","",""
"Picture/skill_a_05.png","","","",""
"2列目","","","",""
"Picture/skill_a_06.png","","","",""
"Picture/skill_a_07.png","","","",""
"Picture/skill_a_08.png","","","",""
"Picture/skill_a_09.png","","","",""
"Picture/skill_a_10.png","","","",""
"3列目","","","",""
"Picture/skill_a_11.png","","","",""
"Picture/skill_a_12.png","","","",""
"Picture/skill_a_13.png","","","",""
"Picture/skill_a_14.png","","","",""
"Picture/skill_a_15.png","","","",""
"体位","","","",""
"Picture/skill_b_05.png","","","",""
"Picture/skill_b_06.png","","","",""
"Picture/skill_b_01.png","","","",""
"Picture/skill_b_04.png","","","",""
"Picture/skill_b_02.png","","","",""
"Picture/skill_b_03.png","","","",""
"生活","","","",""
"Picture/skill_c_01.png","","","",""
"Picture/skill_c_02.png","","","",""
"Picture/skill_c_03.png","","","",""
"Picture/skill_c_04.png","","","",""
"Picture/skill_c_06.png","","","",""
"戦闘スキル","","","",""
"\E\f[14]スキルポイントを消費して各種スキルを取得できます。","","","\E\font[3]\f[12]\-[2]Various skills can be acquired by spending skill points.",""
"Picture/skill_d_01.png","","","",""
"Picture/skill_d_02.png","","","",""
"Picture/skill_d_03.png","","","",""
"Picture/skill_d_04.png","","","",""
"Picture/skill_d_05.png","","","",""
"Picture/skill_d_06.png","","","",""
"Picture/skill_d_07.png","","","",""
"Picture/skill_d_08.png","","","",""
"Picture/skill_d_09.png","","","",""
"Picture/skill_d_10.png","","","",""
"Picture/skill_d_11.png","","","",""
"Picture/skill_d_12.png","","","",""
"Picture/skill_d_13.png","","","",""
"Picture/skill_d_14.png","","","",""
"Picture/skill_d_15.png","","","",""
"Picture/skill_d_16.png","","","",""
"Picture/skill_d_19.png","","","",""
"Picture/skill_d_20.png","","","",""
"cg/blackscreen.jpg","","","",""
"Picture/sd_icon02.png","","","",""
"message","","","\font[3]\f[14]message",""
"Picture/sd_icon06.png","","","",""
"<SQUARE>","","","",""
"\f[14]\Eスキルは大きく分けて、
戦いを優位に運ぶための\c[1]「戦闘スキル」\c[0]","","","\E\font[3]\f[14]\-[2]There are various type of skills, 
""Combat skills"" for gaining an advantage in battle.",""
"\f[14]\E主に\c[1]深夜パート\c[0]や覗きなどといった
夜の生活部分に影響する\c[1]「えっちスキル」\c[0]","","","\E\font[3]\f[14]\-[2]""Ero skills"" that primarily affect aspects of midnight activities, 
peeping, etc.",""
"\f[14]\E最後に、\c[1]料理スキル\c[0]などの、あれば便利な\c[1]「一般スキル」\c[0]
以上大きく3つのカテゴリに分かれています。","","","\E\font[3]\f[14]\-[2]Lastly, ""general skills"" like cooking, etc.
In short, skills can be broadly divided into three main categories.",""
"\f[14]\E習得したい項目にマウスカーソルを合わせ\c[1]左クリック長押し\c[0]することで
スキルポイントを消費してスキルを習得できます。","","","\E\font[3]\f[14]\-[2]To spend your skill points and acquire the desired skill, 
hover the mouse cursor over a skill and hold down the left click.",""
"\f[14]\E今回はこの\c[1][必殺技]\c[0]スキルを習得してみましょう。","","","\E\font[3]\f[14]\-[2]For now, let's try acquiring the ""special move"" skill.",""
"セーブアイコン108","","","",""
"Picture/sub_button01.png","","","",""
"お知らせアイコン108","","","",""
"Picture/sub_button02.png","","","",""
"アイテムアイコン109","","","",""
"Picture/sub_button03.png","","","",""
"ループ","","","",""
"\E\udb[28:\v[160]:0]
<R>\f[18]\udb[28:\v[160]:1]","","","\E\font[3]\f[14]\-[2]\udb[28:\v[160]:0]
<R>\f[18]\udb[28:\v[160]:1]",""
"カナ強さ","","","",""
"ユイ強さ","","","",""
"カスミ強さ","","","",""
"戦力","","","",""
"カナ補正","","","",""
"ユイ補正","","","",""
"カスミ補正","","","",""
"反撃","","","",""
"初回","","","",""
