"Original Text","Initial","Machine translation","Better translation","Best translation"
"■パンツ漁り","","","",""
"cg/blackscreen.jpg","","","",""
"cg/bg_15_bus_b.jpg","","","",""
"\E……よし…気づかれないようにそーっと…。","","\E...Okay...gently, so as not to be noticed...","",""
"バレ判定","","","",""
"バレる確率です","","","",""
"妹","","","",""
"\Eひゃっ…きゃあっ！…お、お兄ちゃんっ…！？","","\EHyaa... Kyaa!... B-Big brother...!?","",""
"\E………………","","\E………………","",""
"バレた","","","",""
"\Eなんとかごまかした。","","\ESomehow managed to deceive them.","",""
"\Eきゃっ！","","\EKyaa!","",""
"再ドロー","","","",""
"cg/bg_p_bg2.jpg","","","",""
"\E……よしよし、妹は気がついていないようだな……。","","\E... There, there, it seems like my little sister hasn't noticed...","",""
"パンツ判定","","","",""
"\Eこ、これは…！","","\EWha-what is this...!","",""
"月曜　テスト版では全部月曜扱いです","","","",""
"cg/bg_p_05.jpg","","","",""
"\E妹の脱ぎたてパンツを発見した。","","\EI found my sister's freshly taken off panties.","",""
"\E……。","","\E... .","",""
"他にも探す","","Looking for others as well.","",""
"探さない","","Not searching","",""
"\E他にもあるかもしれない…。","","\EThere might be more...","",""
"パンツ発見","","","",""
"cg/bg_p_13.jpg","","","",""
"cg/bg_p_21.jpg","","","",""
"ハズレだよ","","","",""
"\Eお目当ての物は見つからなかった…。","","\EI couldn't find what I was looking for...","",""
"もっと探す","","Search more.","",""
"\Eもっとよく探せばあるかもしれない…。","","\EThere might be more if you search better...","",""
"\E戦利品は一枚だけか…。","","\EIs there only one piece of loot...?","",""
"火曜","","","",""
"cg/bg_p_01.jpg","","","",""
"cg/bg_p_14.jpg","","","",""
"cg/bg_p_16.jpg","","","",""
"水曜","","","",""
"cg/bg_p_07.jpg","","","",""
"cg/bg_p_11.jpg","","","",""
"cg/bg_p_17.jpg","","","",""
"木曜","","","",""
"cg/bg_p_03.jpg","","","",""
"cg/bg_p_04.jpg","","","",""
"cg/bg_p_15.jpg","","","",""
"金曜","","","",""
"cg/bg_p_02.jpg","","","",""
"cg/bg_p_09.jpg","","","",""
"cg/bg_p_12.jpg","","","",""
"土曜","","","",""
"cg/bg_p_08.jpg","","","",""
"cg/bg_p_10.jpg","","","",""
"cg/bg_p_20.jpg","","","",""
"日曜","","","",""
"cg/bg_p_06.jpg","","","",""
"cg/bg_p_18.jpg","","","",""
"cg/bg_p_19.jpg","","","",""
"cg/bg_bukkake_01.jpg","","","",""
"cg/bg_bukkake_03.jpg","","","",""
"cg/bg_bukkake_02.jpg","","","",""
"cg/bg_bukkake_04.jpg","","","",""
"cg/bg_bukkake_05.jpg","","","",""
"cg/bg_bukkake_06.jpg","","","",""
"cg/bg_bukkake_07.jpg","","","",""
"\E……ふう。","","\E...Phew.","",""
"オナニー！！！","","","",""
"しこしこしちゃう","","","",""
"ぺろぺろしちゃう","","","",""
"くんくんしちゃう","","","",""
"そっと元に戻す","","Gently return to the original state","",""
"\cself[5]","","","",""
"\cself[6]","","","",""
"\cself[7]","","","",""
"\E……ごくり…。","","\E...Gulp...","",""
"\E……なんだかムラムラしてきたぞ。","","\E...I'm starting to feel a bit excited.","",""
"\E…きゃっ…て、お兄ちゃん！？
あ…それ…あたしの……","","\E...Kyaa... big brother!?","",""
"オナニー処理","","","",""
"左くんくん","","","",""
"ウェイトA","","","",""
"発射","","","",""
"\E…………で、でるっ！","","","",""
"cg/bg_bukkake_01s.jpg","","","",""
"cg/bg_bukkake_03s.jpg","","","",""
"cg/bg_bukkake_02s.jpg","","","",""
"cg/bg_bukkake_04s.jpg","","","",""
"cg/bg_bukkake_05s.jpg","","","",""
"cg/bg_bukkake_06s.jpg","","","",""
"cg/bg_bukkake_07s.jpg","","","",""
"\E……いっぱい出してしまった…。","","\E...I let out too much...","",""
"\E…………。","","\E………….","",""
"\E……うっすらと塩味だ…。","","\E...It has a faint salty taste...","",""
"\Eうーん、とてもえっちな匂いがするぞ…。","","\EHmm, it smells very lewd...","",""
"パンツバレ","","","",""
"バレる処理です","","","",""
"\E…きゃっ…て、お兄ちゃん！？
あ…その持ってるの…あたしの……","","\E...Kyaa... big brother!? 
Ah... what you're holding... is mine...","",""
"\E……きゃっ…！
あ………………最っ低……。","","\E...Kyaa...!
Ah... the worst...","",""
"ゲームオーバー判定","","","",""
"\E…とても苦しい言い訳をした。","","\E...made a very difficult excuse.","",""
"ゲームオーバー","","","",""
"\Eえ…やだ……最低…","","\EUgh... No... The worst...","",""
"\E…お兄ちゃんの…お兄ちゃんの……","","\E...Onii-chan's... Onii-chan's...","",""
"\E\f[32]ばかーーーーーーーーーーーーーーーっ！！！！！","","\E\f[32]You idiot!!!!!!!!","",""
"cg/explosion01.jpg","","","",""
"SE/small_explosion1.mp3","","","",""
"cg/explosion02.jpg","","","",""
"cg/explosion03.jpg","","","",""
"cg/explosion04.jpg","","","",""
"cg/explosion05.jpg","","","",""
"cg/explosion06.jpg","","","",""
"cg/explosion07.jpg","","","",""
"cg/explosion08.jpg","","","",""
"cg/explosion09.jpg","","","",""
"cg/explosion10.jpg","","","",""
"cg/explosion11.jpg","","","",""
"cg/explosion12.jpg","","","",""
"cg/explosion13.jpg","","","",""
"\E─閃光と轟音。","","","",""
"\E刹那に叩きつけられた衝撃波。
何かの砕ける音、割れる窓、吹き飛ぶ壁。","","","",""
"\E横薙ぎに倒れる木々、吹き飛んだ家…だったもの。
見えるはずのない星空、感じるはずのない夜の風─","","","",""
"\E何が起こったのか？
それらの知覚をついに理解することは叶わなかった。","","","",""
"\Eここはただ音もなく、光もなく、何も感じない世界。
即ち無であり永遠であり終着点。","","","",""
"\E─ざんねん！
あなたの冒険はここで終わってしまった！","","","",""
"\E<C>BADEND
～妹爆発～","","","",""
"hint","","","",""
"\E風呂場は覗くもの、ぱんつは漁るもの。
せめて妹の機嫌がもう少し良ければ笑って許してくれたはずです。","","","",""
"\E……名残惜しいが元に戻しておこう…。","","","",""
"文字変数1","","","",""
"文字変数2","","","",""
"文字変数3","","","",""
"乱数1","","","",""
"パンツ番号","","","",""
"パンツ漁り回数","","","",""
"見つけた枚数","","","",""
"パンツタイプ","","","",""
"乱数2","","","",""
"乱数3","","","",""
