"Original Text","Initial","Machine translation","Better translation","Best translation"
"ランダムイベント","","","",""
"メインシナリオの条件分岐（日数条件","","","",""
"武器の修理　優先度はメインより下","","","",""
"期限切れゲームオーバー","","","",""
"カスミフラグを折る","","","",""
"合宿の通知","","","",""
"合宿帰還時の処理","","","",""
"お腹が空いて","","","",""
"1　カナと特訓","","","",""
"カナ訓練","","","",""
"cg/bg_17_main.jpg","","","",""
"カナ","","","",""
"\Eよっ…！はっ！","","\EYo...! Hah!","",""
"\Eうーん…
もう少しでモノにできそうな気がするんだけど…","","\EHmm...
I feel like it could be something with just a little more effort...","",""
"　なにしてんだ？　","","　What are you doing?","",""
"\E…あ、お兄ちゃん。","","\E...Ah, big brother.","",""
"\Eそれがね、新しい技を考えているんだけど
イマイチしっくり来なくって。","","\ESo, you know, I'm trying to come up with a new move, but 
it's not really clicking.","",""
"\E（うーん、カナは真面目というか
強くなることにまっすぐだな…）","","\EHmm, Kana is more like serious or rather, straightforward about becoming stronger...
","",""
"オレでいいなら付き合うよ","","If it's okay with me, I'll go out with you.","",""
"今日は疲れてるからまた…","","Today, I'm tired so...","",""
"\E手伝いたいが怪我を治す方が先だな…。","","\EI want to help, but healing the injury takes priority...","",""
"帰還","","","",""
"\Eほんと？やった！","","\EReally? I did it!","",""
"\E…………","","\E…………","",""
"\Eカナと日が落ちるまで特訓した。","","\EI trained until the kana and sun set.","",""
"SE/decision24.mp3","","","",""
"\Eカナのつよさが上がった！","","\EKana's strength has increased!","",""
"\Eうん、わかったー。
また明日ねお兄ちゃん。","","\EOkay, got it.
See you tomorrow, big brother.","",""
"2　カナと特訓2","","","",""
"\Eあ、お兄ちゃん…","","\EAh, big brother...","",""
"\E今日もカナの特訓に付き合うのか？","","\EAre you going to accompany Kana's special training again today?","",""
"特訓に付き合う","","Engagement in special training","",""
"今日は帰る","","Today, I will go home.","",""
"\Eお兄ちゃんありがとうー！
よーし今日は…","","\EThank you, big brother! 
Alright, today...","",""
"3　カナと特訓3","","","",""
"4　カナと特訓4","","","",""
"\Eあ、お兄ちゃんちょっといい？","","\EHey, can I talk to you for a moment?","",""
"\E例の技の話なんだけど…
練習でいい動きはできてるしあとは実践ってだけなんだけど…。","","\ESpeaking of that technique... 
I can perform the moves well during practice, so all that's left is to put it into practice...","",""
"\E…でもその怪我じゃまだ無理だよね…。","","\E...But with that injury, it's still impossible, right...?","",""
"　まさか新技の標的に？　","","　Could it be the target of a new technique?","",""
"\Eまさかー、それにお兄ちゃんが相手じゃ
実践というかいつもの練習と同じだよ…。","","\ENo way, and my older brother is the opponent.
It's more like a practical exercise, or rather the same as our usual practice...","",""
"\Eあのね森にね、最近黒いうりぼうが出現するんだって。
だからお兄ちゃん…。","","\EYou know, recently black melons have been appearing in the forest.
So, big brother...","",""
"　仕方ないな…　","","　There's no helping it...","",""
"ユイ","","","",""
"\Eわ、わたしも手伝います…！","","\EI-I'll help too...!","",""
"\E最近2人でなにかしてるなって思ったから…
カナちゃんもお兄ちゃんも妙に擦り傷とか増えてるし…。","","\EI thought you two were up to something recently... 
Both Kana-chan and Onii-chan have been oddly getting more scratches and such.","",""
"\Eそれに…
ふ、2人だけじゃ…あ、あぶない…。","","\EAnd...
T-there's only two of us... Oh, no...","",""
"\E…ありがとうユイちゃん。
隠してるみたいになってごめんね。","","\E...Thank you, Yui-chan.
I'm sorry for acting like I'm hiding something.","",""
"　それじゃ行こうか！　","","　Alright, let's go!","",""
"1.4.0/v144_cg10_1.jpg","","","",""
"\E……","","\E……","",""
"\Eい、いました…
黒いうりぼう…上位種です。","","\ET-T-There... 
is a black melon... It's an advanced species.","",""
"\Eあとは実戦で使えるかどうか…
この\c[1]戦いに勝てたら\c[0]モノになりそうな気がするよ。","","\EWhether it can be used in actual combat...
If I can win this\c[1]battle,\c[0]I feel like I could become something.","",""
"\Eよし！いくよ！","","\EAlright! Let's go!","",""
"cg/bg_11_forest_a.jpg","","","",""
"\Eや、やった！できた…！","","\EY-Yes! I did it...!","",""
