"Original Text","Initial","Machine translation","Better translation","Best translation"
"お風呂タイマー1","","","",""
"6回へ","","","",""
"覗き","","","",""
"タイマー開始6回","","","",""
"\c[9]□□□□□□","","","",""
"\c[9]■","","","",""
"\c[9]■■","","","",""
"\c[9]■■■","","","",""
"\c[9]■■■■","","","",""
"\c[9]■■■■■","","","",""
"\c[9]■■■■■■","","","",""
"\c[9]■■■■■■■","","","",""
"\c[9]■■■■■■■■","","","",""
"\c[9]■■■■■■■■■","","","",""
"\c[9]■■■■■■■■■■","","","",""
"\c[9]■■■■■■■■■■■","","","",""
"タイマー開始8回","","","",""
"\c[9]□□□□□□□□","","","",""
"お風呂吸い付きフェラ","","","",""
"タイマー開始11回","","","",""
"\c[9]□□□□□□□□□□□","","","",""
"お風呂手コキ（左二段目","","","",""
"射精感つき　タイマー","","","",""
"hscene/h_bg_002b.png","","","",""
"\E\f[32]\v[230]%","","","\E\font[3]\f[32]\-[2]\v[230]%",""
"射精中","","","",""
"中出し+ホールド","","","",""
"\E熱っ…！！！！\.あっ！……っ…っ！……\.\.\.\.\^","","","\E\font[3]\f[18]\-[2]It's hot....!!!!! Ah!",""
"タイマー開始　右　上段　8回","","","",""
"\c[9]□□□□□□□□□□","","","",""
"アナル　中出し+ホールド","","","",""
"お風呂乳首ズリ","","","",""
"実行回数","","","",""
"上限回数","","","",""
"X","","","",""
"Y","","","",""
"キー押し状態","","","",""
