"Original Text","Initial","Machine translation","Better translation","Best translation"
"トイレタイマー1","","","",""
"\c[9]□","","","",""
"\c[9]□□","","","",""
"\c[9]□□□","","","",""
"\c[9]□□□□","","","",""
"\c[9]□□□□□","","","",""
"\c[9]□□□□□□","","","",""
"\c[9]□□□□□□□","","","",""
"\c[9]□□□□□□□□","","","",""
"\c[9]□□□□□□□□□","","","",""
"\c[9]□□□□□□□□□□","","","",""
"\c[9]□□□□□□□□□□□","","","",""
"\c[9]□□□□□□□□□□□□","","","",""
"汎用","","","",""
"\c[9]■","","","",""
"\c[9]■■","","","",""
"\c[9]■■■","","","",""
"\c[9]■■■■","","","",""
"\c[9]■■■■■","","","",""
"\c[9]■■■■■■","","","",""
"\c[9]■■■■■■■","","","",""
"\c[9]■■■■■■■■","","","",""
"\c[9]■■■■■■■■■","","","",""
"\c[9]■■■■■■■■■■","","","",""
"\c[9]■■■■■■■■■■■","","","",""
"\c[9]■■■■■■■■■■■■","","","",""
"トイレオナニー処理","","","",""
"トイレオナニー最中","","","",""
"cg/event_07_13.jpg","","","",""
"トイレ　クンニ絶頂","","","",""
"cg/event_08_ef01.png","","","",""
"射精感あり汎用","","","",""
"\E\f[32]\v[230]%","","","\E\font[3]\f[32]\-[2]\v[230]%",""
"トイレ公開オナニ1","","","",""
"公開オナニ絶頂","","","",""
"cg/event_10_hand01.png","","","",""
"cg/event_10_06.jpg","","","",""
"cg/event_10_03.jpg","","","",""
"ループ設定回数","","","",""
"ウェイト","","","",""
"左右表示位置","","","",""
"上下表示位置","","","",""
"右","","","",""
"左","","","",""
"上段","","","",""
"中段","","","",""
"下段","","","",""
"ウェイト設定値","","","",""
"表示位置","","","",""
"表示位置X","","","",""
"表示位置Y","","","",""
"ループ実行回数","","","",""
"クリック状態","","","",""
"ウェイト時間","","","",""
