"Original Text","Initial","Machine translation","Better translation","Best translation"
"アザラシ　討伐","","","",""
"cg/event59_01.jpg","","","",""
"初回出発前の会話です","","","",""
"ユカリ","","","",""
"\E改めて説明するわね。
今回タウン支部と合同でアザラシ駆除作戦を実行するわ。","","","",""
"\E個々はともかく徒党を組んだアザラシは危険よ。
周囲の警戒を怠らず油断しないようにね。","","","",""
"みんな","","","",""
"\Eはい。","","","",""
"\E貯水湖は広いからタフな作戦になるわ。
何日かに配分しての作戦になるかもね。","","","",""
"カナ","","","",""
"\Eどうしても遠征は体力勝負になるよね…
2日くらい見ておいたほうがよさそうかな…？","","","",""
"\Eだな。
ともかく準備ができたら出発しよう！","","","",""
"cg/bg_17_main.jpg","","","",""
"討伐前会話","","","",""
"\Eじゃあみんな、行ってらっしゃい","","","",""
"　よし、出発だ！　","","","",""
"\Eおーっ！","","","",""
"BGM/Killer_Roll.ogg","","","",""
"トップ","","","",""
"\E\f[16]\v[535]/\v[536]","","","",""
"行動力チェック","","","",""
"\Eこれ以上は無理そうだな…
今回はここまでにしておこう…。","","","",""
"帰還処理","","","",""
"1.4.0/v144_cg23_1.jpg","","","",""
"討伐対象","","","",""
"討伐完了","","","",""
"会話イベント","","","",""
"\Eはぁはぁ…もう何匹目…？","","","",""
"\Eわからん…とにかく目の前の敵に集中しよう！","","","",""
"\Eユイ、まだいけるか？","","","",""
"ユイ","","","",""
"\E大丈夫です！","","","",""
"\Eよし、蹴散すぞ！","","","",""
"BGM/destiny.ogg","","","",""
"習得経験値","","","",""
"報酬評価","","","",""
"勝ち","","","",""
"負け","","","",""
"メニュー","","","",""
"エリアイベント","","","",""
"処理ジャンプ","","","",""
"メニュー2","","","",""
"討伐の画面レイアウトを作ります","","","",""
"\c[2]\E\f[14]アザラシ駆除数\c[0]\f[12] \v[537]/10","","","",""
"\c[2]\E\f[14]●渇き\c[0]\f[12]（行動消費+1）","","","\E\c[2]\f[14]\-[2]●\font[3]Thirsty\c[0]\f[12](Stamina Uses +1)",""
"\c[2]\E\f[14]●難所\c[0]\f[12]（休憩不能区間）","","","\E\c[2]\f[14]\-[2]●\font[3]Difficult Terrain\c[0]\f[12](Resting Disabled)",""
"\E\f[16]\c[9]●●●","","","",""
"\E\f[16]\c[9]●●\c[0]○","","","",""
"\E\f[16]\c[9]●\c[0]○○","","","",""
"\E\f[16]○○○","","","",""
"任務内容の表示","","","",""
"\E\f[12]アザラシの駆除","","","",""
"\c[14]休む\c[0]","","","\font[3]\f[17]\c[14]Rest\c[0]",""
"休む","","","\font[3]\f[17]Rest",""
"選択肢の表示","","","",""
"進む","","","\font[3]\f[17]Advance",""
"\cself[5]","","","\font[3]\f[17]\cself[5]",""
"帰還","","","\font[3]\f[17]Retreat",""
"\Eここいらで休憩しておこう。","","","",""
"\Eそだね。","","","",""
"cg/training_f1.jpg","","","",""
"SE/decision24.mp3","","","",""
"\E喉の渇きが解消された！","","","",""
"\Eこの辺で遠征を切り上げるのか…？","","","",""
"はい","","","",""
"いいえ","","","",""
"\Eそうだな、このくらいにしておこうか。","","","",""
"SE/[Effect]ZAZAZAZA_panop.ogg","","","",""
"\E任務を中断し帰路についた。","","","",""
"終了処理","","","",""
"SE/sword-slash1.mp3","","","",""
"Picture/card0052.jpg","","","",""
"討伐終了","","","",""
"\Eはぁはぁ…どうだ！","","","",""
"\Eやった…！","","","",""
"\Eやりましたね！","","","",""
"\Eよし…少し休んで次だな…はぁはぁ。","","","",""
"Picture/stand_sub05.png","","","",""
"アカツキ","","","",""
"\Eふん、この程度はこなしてもらわないと困る。","","","",""
"\Eアカツキ…！
…なんでいるんだよ。","","","",""
"\E貯水湖を時計回り反時計回りに掃討して回ったんだ、
掃討を続けていればどこかでは出会うさ。","","","",""
"\E（それにしたって早すぎないか…
　こっちはまだ1/3程度しか進んでないぞ…","","","",""
"\Eともかく今回の駆除作戦はこれで完了だ。
報告はこちらで行う…分配に関してはまた追って連絡する。","","","",""
"\E…ありがとう、今回は助かった。","","","",""
"\E勘違いしないで欲しいが…
これは以前君たちに対して手を抜いた詫びと…","","","",""
"\E先生の顔に泥を塗ることを防いだだけだ。","","","",""
"\Eいずれ君とは正式な場で決着を付ける必要があるだろう、
そこで完膚なきまで叩きのめし正々堂々と先生を迎えるだけだ。","","","",""
"\E…望むところだ！","","","",""
"\E…ふんっ。","","","",""
"\E……","","","",""
"\Eアザラシの討伐に成功した！","","","",""
"倒したらリセット","","","",""
"\E任務は失敗に終わった…。","","","",""
"怪我","","","",""
"\E怪我をしてしまった…。
やる気が下がった。","","","",""
"BGM/We_are_Going.ogg","","","",""
"サブメニュー表示","","","",""
"Picture/sub_button01.png","","","",""
"お知らせアイコン108","","","",""
"Picture/sub_button02.png","","","",""
"アイテムアイコン109","","","",""
"Picture/sub_button03.png","","","",""
"ステータスアイコン110","","","",""
"Picture/sub_button04.png","","","",""
"出現敵","","","",""
"最終戦","","","",""
"出発進行","","","",""
"初回打ち合わせ","","","",""
"乱数","","","",""
"経験1","","","",""
"経験2","","","",""
"経験3","","","",""
"経験4","","","",""
"勝敗","","","",""
"取得スキルp","","","",""
"初めての討伐","","","",""
