"Original Text","Initial","Machine translation","Better translation","Best translation"
"┣敵の行動","","","",""
"再攻撃","","","",""
"\c[9]\f[12]\v[178]","","","\c[9]\font[3]\f[12]\v[178]",""
"\c[9]\f[12]\v[179]\f[6]%","","","\c[9]\font[3]\f[12]\v[179]\f[6]%",""
"敵の攻撃","","","",""
"弱い敵の場合","","","",""
"攻撃型","","","",""
"防御型","","","",""
"\f[16]「ウッホ！ウホウホッ！！」","","\f[16] ""Whoo-hoo! Whoo-hoo!""","\E\font[3]\f[15]\-[2]""Whoo-hoo! Whoo-hoo!""",""
"<C>\c[18]\f[24]\Eドラミング
\c[0]\f[18]\E次ターン攻撃力UP
","","","\font[3]\f[24]\-[2]\c[18]<C>\EDrumming
\c[0]\f[18]\ENext Turn Attack UP",""
"SE/status03.mp3","","","",""
"\f[16]ゴリは激しく胸を叩いた！","","","\E\font[3]\f[15]\-[2]Gori pounded his chest vigorously!",""
"ダウン判定へ","","","",""
"温泉イベント戦2","","","",""
"BattleEffect/pipo-btleffect134.png","","","",""
"<C>\c[18]\f[24]\Eトラップ
\c[0]\f[18]\E行動不能
","","","\font[3]\f[24]\-[2]\c[18]<C>\ETrap
\c[0]\f[18]\EUnable to Act",""
"終了","","","",""
"ユニコーン","","","",""
"\f[16]ユニコーンはディスクを叩き割った！","","\f[16] unicorn smashed the disk!","\E\font[3]\f[15]\-[2]Unicorn smashed the disk into pieces!",""
"\f[16]ユニコーンは心無いコメントを書き込んだ！","","\f[16] unicorn wrote a heartless comment!","\E\font[3]\f[15]\-[2]Unicorn left a heartless comment!",""
"\f[16]ユニコーンは口汚く罵った！","","\f[16] unicorn cursed verbally!","\E\font[3]\f[15]\-[2]Unicorn cursed verbally!",""
"\f[16]ユニコーンは憤慨している！","","\f[16] unicorn is outraged!","\E\font[3]\f[15]\-[2]Unicorn is outraged!",""
"イカ大王","","","",""
"\f[16]イカ大王の触手攻撃！","","Tentacle attack by \f[16] Squid King!","\E\font[3]\f[15]\-[2]Great Squid King attacked with his tentacles!",""
"\f[16]イカ大王はスミを吐いた！","","The \f[16] Squid Great King spit out a smear!","\E\font[3]\f[15]\-[2]Great Squid King spat ink!",""
"<C>\c[18]\f[24]\Eスミ","","","\font[3]\f[24]\-[2]\c[18]<C>\EInk",""
"Picture/bef_blind.png","","","",""
"マッチョ","","","",""
"\f[16]サイコマッチョは力をためている…！","","\f[16] Psycho Macho is saving his strength...!","\E\font[3]\f[15]\-[2]Psycho Macho is building up his strength...!",""
"\f[16]サイコマッチョの筋肉が膨れ上がる！","","\f[16] Psychomacho's muscles bulge!","\E\font[3]\f[15]\-[2]Psycho Macho's muscles grow and inflate!",""
"\f[16]サイコマッチョの痛恨の一撃！","","A painful blow from \f[16] Psychomacho!","\E\font[3]\f[15]\-[2]Psycho Macho's crippling blow!",""
"おモチ","","","",""
"\f[16]サイレントキラーは膨れだした！","","","\E\font[3]\f[15]\-[2]Silent Killer expands in size!",""
"<C>\c[18]\f[24]\E膨れる","","","",""
"回復処理","","","",""
"\c[3]\f[48]\E\cself[25]","","","\font[3]\f[48]\-[2]\c[3]\E\cself[25]",""
"SE/[Effect]Healing1_panop.ogg","","","",""
"\f[16]サイレントキラーはますます膨れだした！","","","\E\font[3]\f[15]\-[2]Silent Killer expands further!",""
"SE/bomb1.mp3","","","",""
"BattleEffect/pipo-btleffect036.png","","","",""
"\f[16]\s[0]は破裂した！","","","\E\font[3]\f[15]\-[2]\s[0] explodes!",""
"SE/sword-clash3.mp3","","","",""
"\f[16]\s[0]の攻撃をブロック！\cself[13]のダメージを受けた！","","","\E\font[3]\f[15]\-[2]Blocked \s[0]'s attack! 
Received \cself[13] points of damage!",""
"SE/kick-middle1.mp3","","","",""
"\f[16]\cself[13]のダメージを受けた！！","","","\E\font[3]\f[15]\-[2]Received \cself[13] points of damage!",""
"\c[14]\f[48]\E\cself[13]","","","\font[3]\f[48]\-[2]\c[14]\E\cself[13]",""
"\f[12]▼","","","",""
"自爆","","","",""
"\f[16]グイン「これも勝負なんで、悪いな。」","","","\E\font[3]\f[15]\-[2]Guin: ""This is just how the competition goes, my apologies.""",""
"<C>\c[18]\f[24]\E幻惑","","","\font[3]\f[24]\-[2]\c[18]<C>\EDeception",""
"美食倶楽部","","","",""
"\f[16]？？？「見せてやろう！」","","","\E\font[3]\f[15]\-[2]???: ""I'll show you!""",""
"ラスボスA","","","",""
"マッシブ","","","",""
"\f[16]兄者「フハハハ！これが鋼の肉体よ！」","","","\E\font[3]\f[15]\-[2]Older Bro: ""Fuhahaha! Behold the might of my steel body!""",""
"\f[16]弟者「マッシブ…ブロウッ！！」","","","\E\font[3]\f[15]\-[2]Younger Bro: ""Massive... blow!""",""
"スカウト","","","",""
"<C>\c[18]\f[24]\E息切れ
\c[0]\f[18]\E行動不能
","","","\font[3]\f[24]\-[2]\c[18]<C>\EOut of Breath
\c[0]\f[18]\EUnable to Act",""
"\f[16]グイン「ちっ…仕留めきれないか…。」","","","\E\font[3]\f[15]\-[2]Guin: ""Tch... can't deliver the final blow...""",""
"ナナホシ","","","",""
"\f[16]カズヤ「ここで…決める！」","","","\E\font[3]\f[15]\-[2]Kazuya: ""I'll settle it here!""",""
"<C>\c[18]\f[24]\E力溜め
\c[0]\f[18]\E攻撃力UP
","","","\font[3]\f[24]\-[2]\c[18]<C>\EPower Charge
\c[0]\f[18]\EAttack UP",""
"\f[16]カズヤ「くらえっ！！」","","","\E\font[3]\f[15]\-[2]Kazuya: ""Take THIS!!""",""
"最終決戦","","","",""
"ゴリ","","","",""
"咆哮","","","",""
"\f[16]ゴリは大地を激しく踏み鳴らした！","","","\E\font[3]\f[15]\-[2]Gori stomped the ground fiercely!",""
"SE/monster-footstep1.mp3","","","",""
"ドラミング","","","",""
"\f[16]ゴリは仲間のサルを呼び集めた！","","","\E\font[3]\f[15]\-[2]Gori gathered his fellow monkeys!",""
"SE/bush1.mp3","","","",""
"\c[3]\f[48]\E500","","","\font[3]\f[48]\-[2]\c[3]\E500",""
