"Original Text","Initial","Machine translation","Better translation","Best translation"
"メインシナリオ","","","",""
"1　初めての週末","","","",""
"BGM/autumncome.ogg","","","",""
"cg/bg_07_guild_d.jpg","","","",""
"cg/bg_07_guild_f.jpg","","","",""
"カナ","","","",""
"\Eそういえばお兄ちゃんは明日はどうするの？","","\EBy the way, what are you going to do tomorrow, big brother?","",""
"　明日って？　","","　""Tomorrow? ""","",""
"\Eほら、お兄ちゃんとこの妹ちゃん
週末は学校も休みでしょ？","","\ELook, this older brother and this little sister.
School is also closed on weekends, right?","",""
"\E（そういえばそうだな…
普段できない事をした方がいいのかな…）","","\E (By the way... 
 Should I do something I don't usually do?)","",""
"\Eねーマスター。
いつになったらちゃんとした依頼がくるのかな？","","\EHey, Master.
I wonder when we'll receive a proper request.","",""
"cg/bg_07_guild_e.jpg","","","",""
"ユカリ","","","",""
"\Eそうねえー
活動の評判が広まってくれたらきちんとした依頼がくる…","","\EWell, if the reputation of our activities spreads, we'll start receiving proper requests... 
","",""
"\E…かも知れないわね。","","\E...maybe.","",""
"\Eいずれウチは小さなギルドだから、
小さいことからコツコツ積み重ねていかないと。","","\ESince our guild is small, 
we have to start small and steadily build up.","",""
"\E実績に評判か…。","","\EIs it reputation for achievements...?","",""
"2　ギルド対抗戦","","","",""
"Picture/talk_ef01.png","","","",""
"\E…というわけでギルド交流戦を行うわよ。","","\ESo, we're going to have a guild exchange battle.","",""
"　交流戦？　","","　Interleague game?","",""
"\Eギルド間の親睦と互いに切磋琢磨することでの技術向上…
まー力試しというかそんな感じね。","","\EImproving skills through fostering camaraderie and mutual competition between guilds...
Well, more like a test of strength, I guess.","",""
"Picture/talk_ef02.png","","","",""
"\E八会も近いしねー。","","\EYakai is also close, you know.","",""
"八…なんだっけ？","","Eight... What was it again?","",""
"そういえばそうだった","","By the way, that's right.","",""
"\E八王子武闘会だよ、お兄ちゃん。","","\EIt's the Hachioji Martial Arts Tournament, big brother.","",""
"\E昔このあたりの地域は偉大な王を頂点として
それぞれの地区を8人の王子が分割して収めていた。","","\EIn the past, this area was ruled by a great king at its peak.
Each district was divided and governed by eight princes.","",""
"\Eしかし王亡き後に誰を世継ぎとするかで大いに揉めた。
そこで後継者を決めるために開かれたのが…","","\EHowever, there was a great dispute over who would succeed the king after his death.
So, in order to determine the successor, a meeting was held...","",""
"ユイ","","","",""
"Picture/talk_ef03.png","","","",""
"cg/bg_07_guild_g.jpg","","","",""
"\Eその八王子武闘会なんですね。","","\ESo that's the Hachioji Martial Arts Tournament, right?","",""
"\Eで、後の世になんでか毎年開かれるようになって
ギルド同士の腕を競い合う大会となったってわけ。","","\ESo, for some reason, it started being held every year in the future, and it became a tournament where guilds compete with each other.
","",""
"\Eもし地区の代表になって優勝すればものすごく栄誉なの。
評判を聞いて人も増える、依頼も増える、村もギルドも潤う。","","\EIf you become the representative of the district and win, it's a tremendous honor.
The reputation will spread, more people will come, and there will be more requests. The village and the guild will prosper.","",""
"\Eとにかくこの国で冒険者をやるなら\c[1]最大の目的\c[0]と言ってもいいわ。
そして50年以上優勝と縁のないここメクア地方の悲願でもあるの。","","\EAnyway, if you're going to be an adventurer in this country, you could say that \c[1]it's the ultimate goal \c[0]as well. 
And it's also the long-cherished desire of the Mequa region, which has had no victory for over 50 years.","",""
"\Eそういえばそうだった…！
オレ達の力で深紅の大優勝旗をメクアに持ち帰るんだ！","","\EBy the way, that's right...! 
We're going to bring back the deep crimson championship flag to Mequa with our power!","",""
