"Original Text","Initial","Machine translation","Better translation","Best translation"
"■討伐依頼","","","",""
"cg/bg_17_main.jpg","","","",""
"ユカリ","","","\font[3]\f[18]Yukari",""
"\Eじゃあみんな、行ってらっしゃい","","","\E\font[3]\f[18]\-[2]Well everyone, please be careful.",""
"　よし、出発だ！　","","","\font[3]\f[17]Let's get this started!",""
"みんな","","","\font[3]\f[18]Everyone",""
"\Eおーっ！","","","\E\font[3]\f[18]\-[2]Ohhh!",""
"BGM/waste_loop.ogg","","","",""
"BGM/We_are_Going.ogg","","","",""
"トップ","","","",""
"初めての討伐","","","",""
"\E\f[16]\v[443]/\v[442]","","","\E\font[3]\f[16]\-[2]\v[443]/\v[442]",""
"行動力チェック","","","",""
"\Eこれ以上は無理そうだな…
今回はここまでにしておこう…。","","","\E\font[3]\f[18]\-[2]It appears that continuing further is not feasible... 
Let's stop here for now.",""
"帰還処理","","","",""
"cg/bg_08_ruins_a.jpg","","","",""
"ラストバトル","","","",""
"cg/bg_22_tower_a.jpg","","","",""
"ニャースドラゴン","","","",""
"\Eニャースドラゴンに遭遇した！","","","\E\font[3]\f[18]\-[2]Encountered Meowth Dragon!",""
"習得経験値","","","",""
"報酬評価","","","",""
"cg/bg_21_cave_a.jpg","","","",""
"あのあざらし","","","",""
"\Eあのアザラシに遭遇した！","","","\E\font[3]\f[18]\-[2]Encountered That Seal!",""
"謎の影","","","",""
"\E謎の影に遭遇した！","","","\E\font[3]\f[18]\-[2]Encountered Shadow Cleansing!",""
"cg/bg_11_forest_a.jpg","","","",""
"お野菜","","","",""
"\E逃げ出したお野菜に遭遇した！","","","\E\font[3]\f[18]\-[2]Encountered Runaway Vegetables!",""
"白いアイツ","","","",""
"\E白いアイツに遭遇した！","","","\E\font[3]\f[18]\-[2]Encountered That White Thing!",""
"cg/bg_13_road_a.jpg","","","",""
"野生化した筋肉","","","",""
"\E野生化した筋肉に遭遇した！","","","\E\font[3]\f[18]\-[2]Encountered Muscle Gone Feral!",""
"逃げた野菜","","","",""
"cg/bg_24_wilderness_a.jpg","","","",""
"大量発生したアレ","","","",""
"\E大量発生したアレに遭遇した！","","","\E\font[3]\f[18]\-[2]Encountered Mass Outbreak of That Thing!",""
"cg/bg_26_sea_a.jpg","","","",""
"海洋生物","","","",""
"\E危険な海洋生物に遭遇した！","","","\E\font[3]\f[18]\-[2]Encountered Dangerous Marine Creatures!",""
"cg/bg_04_farm_a.jpg","","","",""
"害獣駆除　ウリボウ系","","","",""
"\E農場を荒らす害獣と遭遇した！","","","\E\font[3]\f[18]\-[2]Encountered Field-wrecking Pests!",""
"害獣駆除　暴れひよこ牛","","","",""
"\E森に潜む野獣と遭遇した！","","","\E\font[3]\f[18]\-[2]Encountered Wild Beasts Lurking in the Forest!",""
"初回チュートリアルを入れる","","","",""
"勝ち","","","",""
"負け","","","",""
"メニュー","","","",""
"エリアイベント","","","",""
