"Original Text","Initial","Machine translation","Better translation","Best translation"
"■射精コマンド","","","",""
"ぱんつにかける","","Putting it on panties.","Cum on her panties",""
"顔にかける","","Putting it on my face.","Cum on her face",""
"飲ませる","","To make someone drink","Cum in her mouth",""
"再選択","","","",""
"そのまま出す","","Leave it as it is.","Cum as it is",""
"身体にかける","","Putting it on my body.","Cum on her body",""
"\cself[5]","","\cself[5]","\font[3]\f[17]\cself[5]",""
"\cself[6]","","\cself[6]","\font[3]\f[17]\cself[6]",""
"\cself[7]","","\cself[7]","\font[3]\f[17]\cself[7]",""
"ティッシュに出す","","Put it on a tissue.","Cum on a tissue",""
"外だし","","","",""
"生中だしの場合","","","",""
"\Eこ、このまま…中で…っ！","","\ETh-this way... inside...!","\E\font[3]\f[18]\-[2]Just like this... inside...!",""
"実行中の右カットインを消去します","","","",""
"ここまで","","","",""
"妹","","Little sister","\font[3]\f[18]Imouto",""
"\Eいいよ…お尻にっ出して…っ！！
お兄ちゃんのちょうだい…っ！","","\EIt's okay... Put it in my butt...!!
Give it to me, big brother...!","\E\font[3]\f[18]\-[2]It's okay... Release it in my butt...!!
Give it to me, Onii-chan...!",""
"\Eん…いいよ…そのまま……。","","\EHmm... It's fine... Just like that...","\E\font[3]\f[18]\-[2]Nn... It's okay... Just stay like that...",""
"\E出してっ！…お兄ちゃんの……白いの…っ！
なかっ……中にちょうだいっ…！","","\EBring it out!... Onii-chan's... white one...! 
Inside... Give it to me...!","\E\font[3]\f[18]\-[2]Give it to me!... Onii-chan's... white one...! 
Inside... Shoot it inside me...!",""
"\Eん…どこっでも……お兄ちゃん…っのっ…
好きなところに…だして…っ！","","\EHmm... anywhere... Onii-chan... I want you to... 
release it... wherever you like...!","\E\font[3]\f[18]\-[2]Hmm... anywhere... Onii-chan... I want you to... 
shoot it... wherever you like...!",""
"\Eくっ…で、でるっ！！","","\EUgh...I-I'm coming out!!","\E\font[3]\f[18]\-[2]I'm... almost there!!",""
"\E！！？お、おにいちゃんだめっ！！中は…っ！
だめっ！駄目だよ！！？おにいちゃん！","","\E!!? No, no, big brother, stop!! Inside...! 
No, it's not allowed! It's not okay!! Big brother!","\E\font[3]\f[18]\-[2]!!? O, Onii-chan, don't do it!! Not inside...!
Listen! You absolutely can't do it!!? Onii-chan!",""
"膣内に出す","","Ejaculate inside the vagina.","\font[3]\f[17]Cum inside",""
"外に出す","","Take it outside.","\font[3]\f[17]Cum outside",""
"\E…くっ…で、でる…！","","\E...Ku... Get out...!","\E\font[3]\f[18]\-[2]...Gh... I-I'm cumming!!",""
"\E…くっ…イクッ！","","\E...Ku...Ikuu!","\E\font[3]\f[18]\-[2]...Gh... Cumming!!",""
"\E…身体に…！","","\E...In my body...!","\E\font[3]\f[18]\-[2]...On your body...!",""
"\E…ぱんつに…！","","\E...In panties...!","\E\font[3]\f[18]\-[2]...On your panties...!",""
"飲精で分岐させる","","","",""
"\E…か、顔に…！","","\E...or, on the face...!","\E\font[3]\f[18]\-[2]...On your face...!",""
"\E…くち開けてっ…！","","\E...Open your mouth...!","\E\font[3]\f[18]\-[2]...Open your mouth...!",""
"\Eい、嫌…っ！","","\ENo...!","\E\font[3]\f[18]\-[2]N, no...!",""
"\E…飲んでっ…！","","\E...Drink up...!","\E\font[3]\f[18]\-[2]...Drink it up...!",""
"\E…うっ…！","","\E...Ugh...!","\E\font[3]\f[18]\-[2]...Ugh...!",""
