"Original Text","Initial","Machine translation","Better translation","Best translation"
"■超大冒険","","","",""
"cg/bg_02_house_a.jpg","","","",""
"\Eよし！久々の大冒険に出かけるか！","","\EAlright! Let's go on a grand adventure after a long time!","\E\font[3]\f[18]\-[2]Alright! Let's go on a grand adventure after a long time!",""
"妹","","Younger sister","\font[3]\f[18]Imouto",""
"\Eうん！","","\EYeah!","\E\font[3]\f[18]\-[2]Yeah!",""
"\f[24]\E自宅の前","","\f[24]\EIn front of my house","\E\font[3]\f[24]\-[2]In Front of the House",""
"BGM/ango.ogg","","","",""
"トップ","","","",""
"\Eこれ以上の冒険は無理そうだな…
今回はここまでにしておこう…。","","\EIt seems like any further adventures are impossible... 
Let's call it quits for now...","\E\font[3]\f[18]\-[2]Going any further in this adventure seems impossible... 
Let's call it quits for now...",""
"帰還","","","",""
"\Eこれ以上冒険は無理そうだな…
今回はここまでにしておこう…。","","\EI guess it's impossible to continue the adventure any further... 
Let's stop here for now...","\E\font[3]\f[18]\-[2]Looks like we can't continue this adventure any further... 
Let's stop here for now...",""
"メニュー","","","",""
"エリアイベント","","","",""
"\f[24]\E自宅前","","\f[24]\EIn front of my house","\E\font[3]\f[24]\-[2]In Front of the House",""
"\Eやっと帰ってきたねー、お兄ちゃん。
…あれ、お家の前に何かいるよ？","","\EFinally, you're back, big brother.
...Hey, there's something in front of our house?","\E\font[3]\f[18]\-[2]Finally, we're back, Onii-chan... Oh, wait, 
there's something in front of the house, isn't there?",""
"\Eん…？","","\EHuh...?","\E\font[3]\f[18]\-[2]Huh...?",""
"\Eん、あれは…性戦士（ユニコーン）じゃないか…
どうしてこんなところに…。","","\EHmm, isn't that... the sex warrior (Unicorn)...
Why are they here of all places...?","\E\font[3]\f[18]\-[2]Hmm, isn't that... the Sex Warrior (Unicorn)...
Why is it here of all places...?",""
"ユニコーン","","Unicorn","\font[3]\f[18]Unicorn",""
"\E！！！！","","\E!!!!!!","\E\font[3]\f[18]\-[2]!!!!!!",""
"\Eわ、こっちみた。","","\EWhoa, look over here.","\E\font[3]\f[18]\-[2]Whoa, it looked at us.",""
"\E…非処女！淫乱！売女！絶許！
ヒヒーーーーーーーーーンッ！！！！","","\E...Not a virgin! Lewd! Prostitute! Absolutely forbidden! 
Heeeeeeeehhhhhhhhhhhhhh","\E\font[3]\f[18]\-[2]...Not virgin! Debauched! Whore! Unforgivable!
Heehawww!",""
"\Eうおっ！？急に暴れだしたぞ！","","\EWhoa!? It suddenly started thrashing!","\E\font[3]\f[18]\-[2]Whoa!? It suddenly got violent!",""
"\E非処女！非処女！非処女！
貫通済み！中古！中古！","","\ENot a virgin! Not a virgin! Not a virgin!
Already penetrated! Second-hand! Second-hand!","\E\font[3]\f[18]\-[2]Not virgin! Not virgin! Not virgin!
Already penetrated! Used! Used!",""
"\Eうわ、うっざいな！","","\EWow, how annoying!","\E\font[3]\f[18]\-[2]Wow, how annoying!",""
"\E…処女！純潔！可憐！清楚！
ヒヒーーーーーーーーーンッ！！！！","","\E...Virgin! Pure! Lovely! Neat! 
Heeeee-hawwwww","\E\font[3]\f[18]\-[2]...Virgin! Innocent! Lovely! Pure!
Heehawww!",""
"\Eうおっ！？急に興奮しだしたぞ！","","\EWhoa!? Suddenly got excited!","\E\font[3]\f[18]\-[2]Whoa!? It suddenly got excited!",""
