"Original Text","Initial","Machine translation","Better translation","Best translation"
"■経験増減","","","",""
"スキルPt","","","",""
"\c[7]\E\f[20]<C>+\cself[1]","","","\c[7]\E\font[3]\f[17]\-[2]<C>+\cself[1]",""
"SE/decision9.mp3","","","",""
"評判","","","",""
"\c[7]\E\f[20]<C>評判アップ","","","\c[7]\E\font[3]\f[17]\-[2]<C>Reputation UP",""
"\c[7]\E\f[20]<C>評判ダウン","","","\c[7]\E\font[3]\f[17]\-[2]<C>Reputation DOWN",""
"SE/button24.mp3","","","",""
"信頼","","","",""
"SE/se_positive01.mp3","","","",""
"\c[7]\E\f[20]<C>\cself[1]","","","\c[7]\E\font[3]\f[17]\-[2]<C>\cself[1]",""
"性興味","","","",""
"妹性欲","","","",""
"攻撃","","","",""
"技術","","","",""
"防御","","","",""
"根性","","","",""
"賢さ","","","",""
"反撃","","","",""
"項目","","","",""
"値","","","",""
"ギルド評判","","","",""
