"Original Text","Initial","Machine translation","Better translation","Best translation"
"時刻表示","","","",""
"日数表示","","","",""
"\f[18]？\f[14]日目","","","\font[3]\f[15]Day ?",""
"\f[18]\v[160]\f[14]日目","","","\font[3]\f[15]Day \v[160]",""
"\f[24]\v[4]:\v[5]0","","","\font[3]\f[19]\v[4]:\v[5]0",""
"\f[24]\v[4]:0\v[5]
","","","\font[3]\f[19]\v[4]:0\v[5]",""
"\f[24]\v[4]:\v[5]","","","\font[3]\f[19]\v[4]:\v[5]",""
"月曜","","","",""
"\c[0]\f[18]月","","","\font[3]\f[14]Mon",""
"\f[18]火","","","\font[3]\f[14]Tue",""
"\f[18]水","","","\font[3]\f[14]Wed",""
"\f[18]木","","","\font[3]\f[14]Thu",""
"\f[18]金","","","\font[3]\f[14]Fri",""
"土日","","","",""
"\c[1]\f[18]土","","","\font[3]\f[14]\c[1]Sat",""
"\c[2]\f[18]日","","","\font[3]\f[14]\c[2]Sun",""
"時刻と曜日を表示します","","","",""
"変動時間","","","",""
"時","","","",""
"分","","","",""
