"Original Text","Initial","Machine translation","Better translation","Best translation"
"Hゲージ関連","","","",""
"嫌悪感最大を決める","","","",""
"嫌悪、快楽のゲージを表示","","","",""
"\E\f[32]\v[111]%","","","\E\font[3]\f[32]\-[2]\v[111]%",""
"快楽ゲージ","","","",""
"<SQUARE>","","","",""
"<GRADX-444-000>","","","",""
"<SQUARE><FRAME>","","","",""
"\E\f[12]GOOD","","","\E\font[3]\f[12]\-[2]GOOD",""
"嫌悪感ゲージ","","","",""
"<GRADX-000-444>","","","",""
"\E\f[12]BAD","","","\E\font[3]\f[12]\-[2]BAD",""
"Picture/sleeping_staus.png","","","",""
"嫌悪感最大","","","",""
"嫌悪感","","","",""
"チェック済み","","","",""
"変更後","","","",""
"変更前","","","",""
"快楽","","","",""
