"Original Text","Initial","Machine translation","Better translation","Best translation"
"お昼イベント","","","",""
"差し入れ","","","",""
"cg/bg_17_main.jpg","","","",""
"妹","","","\font[3]\f[18]Imouto",""
"\Eお兄ちゃん、いるー？","","","\E\font[3]\f[18]\-[2]Are you here, Onii-chan?",""
"\Eあ、いた。
よかったー、いてくれて。","","","\E\font[3]\f[18]\-[2]Ah, there you are.
I'm glad you're here.",""
"\Eはい、これ。
みんなで食べてね。","","","\E\font[3]\f[18]\-[2]Here you go. 
Please enjoy it with everyone.",""
"\Eわー、もう行かなきゃ。
じゃあ頑張ってねお兄ちゃん。","","","\E\font[3]\f[18]\-[2]Whoops, I have to go now. 
Do your best, Onii-chan.",""
"SE/flee1.mp3","","","",""
"\Eお、おい…。","","","\E\font[3]\f[18]\-[2]O, Oi...",""
"\Eうーん、なんともあわただしく行ってしまった…。","","","\E\font[3]\f[18]\-[2]Hmm, she left in a hurry.",""
"\Eお昼休みに妹が差し入れを持ってきてくれた！
やる気が上がった！","","","\E\font[3]\f[18]\-[2]My sister surprised me with treats during lunch break! 
I feel more motivated now!",""
