"Original Text","Initial","Machine translation","Better translation","Best translation"
"■昼コマンド　平日","","","",""
"日付で発生するイベント分岐","","","",""
"温泉イベント","","","",""
"温泉イベント前提会話","","","",""
"cg/bg_07_guild_k.jpg","","","",""
"ユカリ","","","\font[3]\f[18]Yukari",""
"\Eおはよう、お兄ちゃん。","","","\E\font[3]\f[18]\-[2]Onii-chan, good morning.",""
"cg/bg_07_guild_j.jpg","","","",""
"　おはようございます。　","","","\font[3]\f[17]Good morning, Yukari-san",""
"Picture/talk_ef01.png","","","",""
"\E揃ったわねー、じゃあ始めるわよー。","","","\E\font[3]\f[18]\-[2]We're all here. Okay, let's begin!",""
"\E…改まってなんかあるんですか？","","","\E\font[3]\f[18]\-[2]Is there a particular reason for the formality?",""
"\Eそれを今から話すのよー、…コホン。","","","\E\font[3]\f[18]\-[2]I'm going to talk about it now... ahem.",""
"\E─えっと知っての通り、
例のゴタゴタ騒ぎで大会が有耶無耶になっちゃったじゃない。","","","\E\font[3]\f[18]\-[2]─So, as you may know, 
the tournament ended up being cancelled due to the recent incident, right?",""
"cg/bg_07_guild_n.jpg","","","",""
"Picture/talk_ef02.png","","","",""
"カナ","","","\font[3]\f[18]Kana",""
"\Eうん。","","","\E\font[3]\f[18]\-[2]Yeah.",""
"\Eそれなんだけど…本来は優勝ギルドはもちろん、
準優勝のギルドにもそれなりの報奨なんかが出る…はずよね？","","","\E\font[3]\f[18]\-[2]But, as per the original plan...
Were there... not supposed to be rewards for both the winning guild and the runner-up guild?",""
"\E…そういえば確かに。","","","\E\font[3]\f[18]\-[2]...Indeed, I recall that being the case.",""
"cg/bg_07_guild_l.jpg","","","",""
"Picture/talk_ef03.png","","","",""
"ユイ","","","\font[3]\f[18]Yui",""
"\E何も頂いてはいませんね…。","","","\E\font[3]\f[18]\-[2]We didn't receive any rewards, did we...?",""
"\Eとまあそいう風な話がこないだの会合で出たのよ。
…それで色々話し合って代わりに貰ったのがこれ。","","","\E\font[3]\f[18]\-[2]That topic came up during our recent meeting, 
so we discussed it and received this as a substitute.",""
"cg/bg_07_guild_m.jpg","","","",""
"カスミ","","","\font[3]\f[18]Kasumi",""
"\E…えっと…温泉旅館の宿泊券ですね。","","","\E\font[3]\f[18]\-[2]...Um... is it a voucher for a stay at a hot spring inn?",""
"\Eんー…ホットスパ猿山…？","","","\E\font[3]\f[18]\-[2]Hmm... Saruyama Hot Spring...?",""
