"Original Text","Initial","Machine translation","Better translation","Best translation"
"■食事ロール","","","",""
"選定される料理","","","",""
"お兄ちゃん","","","",""
"ぶっかけ判定","","","",""
"\E…よし、出来たかな…。","","\E...Alright, I wonder if it's done...","",""
"\Eさて、仕上げに…特製ドレッシングを…。","","\ENow, for the finishing touch... the special dressing...","",""
"掛けちゃう","","I messed up.","",""
"やめておく","","I'll stop.","",""
"\E……。","","\E...","",""
"\E……………うっ！","","\E...Ugh!","",""
"\E…まあやめておくか…。","","\E...Well, I guess I'll stop...","",""
"料理レベル1","","","",""
"通常メニュー","","","",""
"Picture/food_02.png","","","",""
"Picture/food_04.png","","","",""
"Picture/food_05.png","","","",""
"Picture/food_06.png","","","",""
"Picture/food_09.png","","","",""
"Picture/food_12.png","","","",""
"Picture/food_14.png","","","",""
"Picture/food_29.png","","","",""
"Picture/food_18.png","","","",""
"Picture/food_20.png","","","",""
"Picture/food_21.png","","","",""
"Picture/food_22.png","","","",""
"Picture/food_23.png","","","",""
"Picture/food_24.png","","","",""
"Picture/food_26.png","","","",""
"Picture/food_28.png","","","",""
"Picture/food_17.png","","","",""
"Picture/food_30.png","","","",""
"\E…ふぅ。","","\E...Phew.","",""
"妹","","","",""
"Picture/food_03.png","","","",""
"Picture/food_07.png","","","",""
"Picture/food_08.png","","","",""
"Picture/food_10.png","","","",""
"Picture/food_11.png","","","",""
"Picture/food_13.png","","","",""
"Picture/food_19.png","","","",""
"Picture/food_15.png","","","",""
"Picture/food_16.png","","","",""
"Picture/food_27.png","","","",""
"強制的に貧しい食事","","","",""
"BattleEffect/pipo-btleffect059.png","","","",""
"SE/cork-plug1.mp3","","","",""
"毎日の食事のときに表示される画像です","","","",""
"誰が作るか","","","",""
"表示","","","",""
"消去","","","",""
"誰が調理","","","",""
"失敗","","","",""
