"Original Text","Initial","Machine translation","Better translation","Best translation"
"┣コマンド処理","","","",""
"防御コマンド","","","",""
"ボタン消去処理","","","",""
"弱い敵の場合","","","",""
"攻撃型","","","",""
"防御型","","","",""
"美食倶楽部","","","",""
"マッシブブラザーズ","","","",""
"ユニオン","","","",""
"アカツキ","","","",""
"ユカリ応急処置","","","",""
"\f[12]□","","","",""
"\f[16]「大丈夫？」","","","\E\font[3]\f[15]\-[2]""Are you okay?""",""
"SE/magic-cure2.mp3","","","",""
"BattleEffect/pipo-btleffect116a.png","","","",""
"\f[16]ユカリの応急手当で戦力が\cself[15]回復した！","","","\E\font[3]\f[15]\-[2]Yukari's first aid restored \cself[15] points of our fighting strength!",""
"\c[3]\f[48]\E\cself[15]","","","\font[3]\c[3]\f[48]\E\-[2]\cself[15]",""
"SE/heal02.mp3","","","",""
"\f[12]▼","","","",""
"攻撃（兄","","","",""
"追撃兄","","","",""
"Picture/battle_member01c.png","","","",""
"SE/sword-slash3.mp3","","","",""
"BattleEffect/[Attack]Slash01_panop.png","","","",""
"\f[16]お兄ちゃんの追撃！","","","\E\font[3]\f[15]\-[2]Onii-chan's follow-up attack!",""
"\f[16]お兄ちゃんの攻撃！","","","\E\font[3]\f[15]\-[2]Onii-chan's attack!",""
"SE/sword-slash1.mp3","","","",""
"\f[16]クリティカル！渾身の一撃！
\s[0]に\cself[15]のダメージ！","","\f[16] Critical! A full-blooded blow! Damage \cself[15] to 
\s[0]!","\E\font[3]\f[15]\-[2]Critical hit! What a devastating blow!
Dealing \cself[15] points of damage to \s[0]!",""
"\f[16]クリティカル！\s[0]に\cself[15]のダメージ！","","","\E\font[3]\f[15]\-[2]Critical hit! 
Dealing \cself[15] points of damage to \s[0]!",""
"\f[16]\s[0]に\cself[15]のダメージ！","","","\E\font[3]\f[15]\-[2]Dealing \cself[15] points of damage to \s[0]!",""
"\c[14]\f[48]\E\cself[15]","","","\E\font[3]\f[48]\-[2]\c[14]\cself[15]",""
"SE/kick-middle1.mp3","","","",""
"Picture/battle_member01a.png","","","",""
"追撃チェック","","","",""
"\f[16]カナの追撃！","","","\E\font[3]\f[15]\-[2]Kana's follow-up attack!",""
"追撃","","","",""
"スキル（兄","","","",""
"スキル（ユカリ","","","",""
"BattleEffect/pipo-btleffect045.png","","","",""
"Picture/battle_member06d.png","","","",""
"SE/shuriken_ninja_knifes1.mp3","","","",""
"SE/gun-fire01.mp3","","","",""
"SE/kaizan-shoots08.wav","","","",""
"SE/bomb1.mp3","","","",""
"BattleEffect/pipo-btleffect139.png","","","",""
"\f[16]「させません！！」","","","\E\font[3]\f[15]\-[2]""I won't let you""",""
"Picture/battle_member06a.png","","","",""
"BattleEffect/explosion.png","","","",""
"\f[16]「重ねた日々は決して無駄じゃない！」","","","\E\font[3]\f[15]\-[2]""The days we've spent together are never wasted!""",""
"\f[16]「くらえ！想いを乗せたお兄ちゃんアタック！！」","","","\E\font[3]\f[15]\-[2]""Take this! Onii-chan Attack infused with all my feelings!""",""
"\f[16]「くらえ！お兄ちゃんアタック！！」","","","\E\font[3]\f[15]\-[2]""Take this! Onii-chan Attack!""",""
