"Original Text","Initial","Machine translation","Better translation","Best translation"
"温泉討伐イベント","","","",""
"背景の表示","","","",""
"cg/bg_35_onsenn3.jpg","","","",""
"Picture/card0000.jpg","","","",""
"進行","","","",""
"ポジティブ","","","",""
"ネガティブ","","","",""
"選択肢あり","","","",""
"通常進行","","","",""
"\E任務は順調だ…！","","","",""
"ツボ","","","",""
"\Eツボだ！","","","\E\font[3]\f[18]\-[2]We found a pot!",""
"\E中には…………………","","","\E\font[3]\f[18]\-[2]Inside, there is......",""
"アイテム","","","",""
"SE/se_book01.mp3","","","",""
"Picture/card0051.jpg","","","",""
"SE/[System]Get1_default.ogg","","","",""
"\Eお宝発見！！\c[7]\cself[13]\c[0]Gを手に入れた！","","","\E\font[3]\f[18]\-[2]We found a treasure! \c[7]\cself[13]G obtained\c[0]!",""
"エネミー","","","",""
"Picture/card0017.jpg","","","",""
"\Eホーホーホッホーが現れた！","","\EHo ho ho! Hohoho has appeared!","\E\font[3]\f[18]\-[2]Ho-ho-ho-ho has appeared!",""
"SE/sword-slash1.mp3","","","",""
"Picture/card0052.jpg","","","",""
"\E…が撃退した！","","","\E\font[3]\f[18]\-[2]...We fought it off!",""
"\E何もなかった…！","","","\E\font[3]\f[18]\-[2]There is nothing...!",""
"エンカウント","","","",""
"ゲット","","","",""
"回復回数","","","",""
"\E美味しそうな果実を見つけた！
\c[7]休憩回数+1\c[0]","","","\E\font[3]\f[18]\-[2]We found some delicious looking fruits! 
\c[7]+1 rest attempt\c[0]!",""
"SE/decision24.mp3","","","",""
"\E喉の渇きが解消された！","","\EMy thirst has been quenched!","\E\font[3]\f[18]\-[2]Our thirst has been quenched!",""
"お金","","","",""
"\Eこれは…！道端で\c[7]えっちな本\c[0]を拾った！","","","\E\font[3]\f[18]\-[2]This is...! I picked up a \c[7]naughty book\c[0] on the side of the road!",""
"休憩","","","",""
"\Eいい感じの物陰で休息した。","","","\E\font[3]\f[18]\-[2]We took a rest in a nice secluded spot.",""
"回復の泉だ！","","","",""
"\E回復の泉だ！","","","\E\font[3]\f[18]\-[2]It's a healing spring!",""
"\Eこれは…！道端で\c[7]コンドーム\c[0]を拾った！","","","\E\font[3]\f[18]\-[2]This is...! I picked up a \c[7]condom\c[0] on the side of the road!",""
"ボス弱体化","","","",""
"カスミ","","","\font[3]\f[18]Kasumi",""
"\E同士！
…こ、ここに罠を仕掛けておきましょう！","","","\E\font[3]\f[18]\-[2]Comrades!
...L-Let's set up a trap here!
",""
"\Eボスが弱体化した！","","","\E\font[3]\f[18]\-[2]The boss has been weakened!",""
"\E一行はさらに先へと進んだ…","","","",""
"補給物資","","","",""
"ユカリ","","","\font[3]\f[18]Yukari",""
"\Eみんなー。","","","\E\font[3]\f[18]\-[2]Everyone.",""
"\Eお弁当を差し入れてもらった…！
\c[7]休憩回数+1\c[0]","","","\E\font[3]\f[18]\-[2]We got a lunchbox from Yukari-san...! 
\c[7]+1 rest attempt\c[0]!",""
"宝箱","","","",""
"\Eさる軍団が現れた！","","","\E\font[3]\f[18]\-[2]Group of Monkeys have appeared!",""
"強い日差し","","","",""
"\E強い日差しに体力を奪われる…。","","","\E\font[3]\f[18]\-[2]The intense sunlight is draining our energy...",""
"SE/button24.mp3","","","",""
"\E喉が渇いてしまった…。","","","\E\font[3]\f[18]\-[2]We're getting thirsty...",""
"おしっこ","","","",""
"\Eカナが催した。","","","\E\font[3]\f[18]\-[2]Kana couldn't hold it in.",""
"\Eユイが催した。","","","\E\font[3]\f[18]\-[2]Yui couldn't hold it in.",""
"\Eカスミが催した。","","","\E\font[3]\f[18]\-[2]Kasumi couldn't hold it in.",""
"足場が悪い…","","","",""
"\Eこの先は足場が悪そうだ…。","","","\E\font[3]\f[18]\-[2]The path ahead seems treacherous...",""
"\E難所を抜けるまで休憩出来なさそうだ…。","","","\E\font[3]\f[18]\-[2]It seems unlikely that we'll be able to rest until 
we make it through this challenging part...",""
"ムズムズ","","","",""
"\Eなんだかお尻がムズムズする…。","","","\E\font[3]\f[18]\-[2]My butt feels itchy for some reason...",""
"メタル","","","",""
"\Eうおっ！メタルだ！！！！！","","","\E\font[3]\f[18]\-[2]Whoa! It's metal!!!!",""
"\E…倒した！","","","\E\font[3]\f[18]\-[2]...We defeated it!",""
"SE/[Effect]ZAZAZAZA_panop.ogg","","","",""
"\E…が逃げられた。","","","\E\font[3]\f[18]\-[2]...It got away.",""
"\Eグレムリンに食料を台無しにされた…。
\c[7]休憩回数-1\c[0]","","","\E\font[3]\f[18]\-[2]Gremlins ruined our food...
\c[7]-1 rest attempt\c[0]!",""
"ちかみち","","","",""
"\Eあそこを突破するぞ！","","","\E\font[3]\f[18]\-[2]Let's make a breakthrough there!",""
"突破する","","","\font[3]\f[18]Proceed with the idea",""
"やめとく","","","\font[3]\f[18]Give up the idea",""
"\Eうおおっいけええっ！","","","\E\font[3]\f[18]\-[2]Uooohhhh take this!",""
"Picture/card0055.jpg","","","",""
"\E猿の群れを突破した！","","","\E\font[3]\f[18]\-[2]We made it through the group of monkeys!",""
"Picture/card0054.jpg","","","",""
"\E失敗した…。","","","\E\font[3]\f[18]\-[2]We failed...",""
"\E一行は堅実に先を目指す…","","\EOne line aims steadily ahead...","\E\font[3]\f[18]\-[2]Our party continued to advance steadily...",""
"立往生","","","",""
"襲われ","","","",""
"背負う","","","",""
"OFF","","","",""
"ON","","","",""
"実行イベント","","","",""
"イベント群","","","",""
"変動変数","","","",""
"乱数","","","",""
"回復の泉","","","",""
"グレムリン","","","",""
