"Original Text","Initial","Machine translation","Better translation","Best translation"
"■お風呂覗き","","","",""
"cg/blackscreen.jpg","","","",""
"cg/bg_15_bus_b.jpg","","","",""
"\E……気付かれないように…そーっと…。","","\E...Quietly...so as not to be noticed...","",""
"cg/event_05_1.jpg","","","",""
"\E……よしよし、中の様子を…。","","\E...There, there, let's check the inside...","",""
"バレ判定","","","",""
"バレる確率です","","","",""
"妹","","Younger sister","",""
"\Eひゃっ…きゃあっ！…お、お兄ちゃんっ…！？","","\EHyaa... Kyaa!... B-Big brother...!?","",""
"\E………………","","\E………………","",""
"\Eなんとかごまかした。","","\ESomehow managed to deceive them.","",""
"バレた","","","",""
"SE/se_ofuro.mp3","","","",""
"\Eむ…むむっ…？","","\EHm... Hmmm...?","",""
"オナニー判定","","","",""
"オナニー開始","","","",""
"\c[9]□□□□","","","",""
"\c[9]","","","",""
"\Eこ、これは…まさか……","","\ETh-this is... I can't believe it...","",""
"cg/event_05_21.jpg","","","",""
"cg/event_05_22.jpg","","","",""
"通常のお風呂から上がる処理","","","",""
"お風呂から上がります","","","",""
"\Eきゃあっ…お、お兄ちゃんっ…！？
…えっと…ここで何をしてるの……？","","\EKyaa... B-Big brother...!?
...Um... What are you doing here...?","",""
"ゲームオーバー判定","","","",""
"オナニー処理1","","","",""
"見せつけオナニー判定","","","",""
"\E…………","","\E…………","",""
"見せつけオナニー","","","",""
"\E（…い、いま目が合ったよな…？","","\E(...D-Did our eyes just meet...?)","",""
"\E…おにいちゃん！","","\E...Big brother!","",""
"\E（ぎくぅ！","","\E (Giku~!","",""
"\E…またそうやって…バレてるんだからね！","","\E...And that's how...you're caught, you know!","",""
"\Eもう…いつまでコソコソ隠れてるの？
…おにいちゃん、出ておいでよ…？","","\EHow long are you going to hide like that? 
...Onii-chan, come out...?","",""
"開ける","","Open","",""
"\Eほらあ…
お兄ちゃんの見たかったのって…これでしょ？","","\ELook... 
This is what you wanted to see, right, big brother?","",""
"\E…妹のおまんこ♥","","\E...My little sister's pussy♥","",""
"\Eお兄ちゃんには覗きの罰として…
これから妹のオナニーを見てもらうんだからね、いい？","","\EAs a punishment for peeking, big brother... 
You're going to watch your little sister masturbate from now on, okay?","",""
"\c[9]□□□□□□","","","",""
"\Eふふ…妹がイクところ、みせてあげる…♥","","\EHehe... I'll show you where my little sister is going... ♥","",""
"\c[9]■","","","",""
"\c[9]■■","","","",""
"\c[9]■■■","","","",""
"\E…ほら…おまんこもうとろとろだよ？
みえる？おにいちゃん…見て…♥","","\E...Look...my pussy is already dripping...
Can you see it? Onii-chan...look...♥","",""
"\c[9]■■■■","","","",""
"\c[9]■■■■■","","","",""
"\Eはぁんっ…おにいちゃん！イク…イっちゃうよっ！
見て！…イくとこみてっ…イク、イクイクあっあっあぁっ！","","\EHaaan... Onii-chan! I'm... I'm gonna cum! 
Look!... Look at me cumming... Cumming, cumming, aahh!","",""
"\c[9]■■■■■■","","","",""
"\Eいっ…くぅっーーーーーーーーーーぁっっ！！","","\EOooh...kuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu","",""
"\c[9]□□□□□","","","",""
"絶頂終了","","","",""
"\E………はぁっ…はぁっ…
…イっちゃった…","","\E...hah...hah...
...I...I did it...","",""
"\E……妹のやらしいとこ見てて偉いね♥","","\E...It's impressive that you're watching your sister's lewd parts ♥","",""
"\Eじゃあ次は…
おにいちゃんのおちんちんから精子だしちゃおうね？","","\EWell then, next... 
Let's release some sperm from big brother's penis, shall we?","",""
"鏡フェラ","","","",""
"鏡フェラ1","","","",""
"cutin/cutin_135.png","","","",""
"\Eんふ…っ…れろ……っ…っぷは…♥
ふふ…妹のやらしいとこ見て興奮したの？","","\ENfu... Lero... Pupuwa... ♥
Hehe... Did you get excited seeing your little sister's naughty side?","",""
"鏡フェラ2","","","",""
"鏡フェラ射精","","","",""
"\E…ん…ん……こく……ごくん♥","","\E...N...N...Koku...Goku♥","",""
"\Eん……濃いのでたね。んく。","","\EHmm... It's thick, isn't it? Nk.","",""
"cutin/cutin_136.png","","","",""
"\E残ったのもちゃーんと全部吸ってあげるからね…♥
はむ…ん……ちゅ…ちゅぅ……ちゅぅっ。","","\EI'll make sure to suck up every last bit... ♥
Mmm...chu...chu...chu.","",""
"\Eん…ちゅ…ちゅる…っ…。
ちゅぅ…ん、おいひ♥……ちゅ…ん……ちゅ…。","","\EHmm...chu...churu...ah...
Chuu...mm, delicious♥...chu...mm...chu...","",""
"\E……………","","\E……………","",""
"\E………ちゅ…っぷぁ…。
ん…ぜんぶ出たかなー？おにいちゃん。","","\E...Chu...ppa...
Hmm... Did they all come out? Onii-chan.","",""
"\E………。","","\E.......","",""
"\E……………。","","\E…………….","",""
"\E……ねぇ、お兄ちゃん…。","","\E...Hey, big brother...","",""
"\E…ここ…まだおっきいね？
もっと…もっと出したがってるよ…？ね？","","\E...Here... It's still big, isn't it? 
Wanting more... Wanting more, right? Isn't that right?","",""
"\E…だってここ…まだずっしり重いもん……ね、出そ？
飲んであげるから…精子お口にどくどくってしよ？","","\E...Because this... is still really heavy... right, can you take it out?
I'll drink it for you... let the semen flow into your mouth, okay?","",""
"鏡フェラ追撃","","","",""
"\f[16]\Eフェラチオ中…","","\f[16]\EDuring fellatio...","",""
"cutin/cutin_148.png","","","",""
"鏡フェラ追撃射精","","","",""
"\Eこくっ……っ…んく…ん……こくん。","","\ECough...uh...hmm...uh...cough.","",""
"\Eっぷぁ…っ…ちゅ………ちゅっ♥","","\EPuh...chu......chu♥","",""
"\Eん、ごちそうさま……まだする？
なんて…夜のぶんも残さないとね、えへ。","","\EHmm, that was delicious... Do you want more? 
I can't leave any leftovers for the night, hehe.","",""
"\Eじゃ、お部屋でね。","","\EWell, see you in the room.","",""
"\Eえへへ、お疲れさまでした。
じゃ、また後でねお兄ちゃん。","","\EHehe, good job.
Well, see you later, big brother.","",""
"見せつけバレ","","","",""
"通常のバレる処理です","","","",""
"\E…え……。","","\E...Uh...","",""
"cg/event_05_18.jpg","","","",""
"\Eだ、誰っ！？…お兄ちゃん！？
…やだっ…！で、出てってよ！！","","\EWho...who is it!?...Onii-chan!?
...No way...! G-Get out!!","",""
"猫の声マネ","","Cat voice mimicry","",""
"シコシコする","","Shiko shiko suru","",""
"\c[14]突入する\c[0]","","\c[14]Rushing in\c[0]","",""
"息を潜める","","Lurking in the shadows","",""
"退散する","","Retreat.","",""
"まだまだ覗く","","Still peeking","",""
"\cself[8]","","\cself[8]","",""
"\cself[6]","","\cself[6]","",""
"\cself[5]","","\cself[5]","",""
"\cself[9]","","\cself[9]","",""
"\E…まだまだ覗くんだな？…よし…","","\E...You're still peeping, huh?...Alright...","",""
"オナニー終了","","","",""
"\E…………。","","\E………….","",""
"オナニー終了コメント","","","",""
"\E…ふぅ…妹はイったみたいだな…。
…さすがにそろそろ退散しておこうか…？","","\E...Phew... Looks like my little sister reached her climax...
...I guess it's about time for us to retreat, huh?","",""
"正面オナニー","","","",""
"通常処理","","","",""
"通常入浴","","","",""
"正面オナニー開始","","","",""
"\E…な…まだするのか…？","","\E...Are you still going to do it...?","",""
"絶頂","","","",""
"\E…ふぅ…終わったみたいだな…。
そろそろ退散しないと見つかってしまうかもな。","","\E...Phew...looks like it's finally over...
I should probably leave soon before I get caught.","",""
"cg/event_05_20.jpg","","","",""
"\Eあまり夢中になるとバレてしまうな…。","","\EIf I get too absorbed, it'll be noticed...","",""
"オナニー（パンコキ","","","",""
"\E…ごくり。","","\E...gulp.","",""
"\f[16]\E絶頂中…","","\f[16]\EIn the climax...","\E\font[3]\f[16]\-[2]Climaxing...",""
"cutin/cutin_164.png","","","",""
"cutin/cutin_130.png","","","",""
"バレる処理です","","","",""
"\E…ふー…ってお兄ちゃん何してるの…？
…えと…手に持ってるのって…あたしの……","","\E...Phew... What are you doing, big brother? 
...Um... What you're holding in your hand... is mine...","",""
"cg/bg_bukkake_04.jpg","","","",""
"発射","","Launch","",""
"\E…………うっ！","","\E...Ugh!","",""
"オナニー処理","","","",""
