"Original Text","Initial","Machine translation","Better translation","Best translation"
"■夜コマンドメニュー","","","",""
"SE/[System]Enter04_panop.ogg","","","",""
"\Eもう寝る時間だぞ…。","","","\E\font[3]\f[18]\-[2]Hey, it's already time to go to bed...",""
"\E…いや、寝ようぜ。","","","\E\font[3]\f[18]\-[2]...Hey, let's go to bed.",""
"トレ","","","",""
"Hしたい！！","","","Let's Have Sex!",""
"コミュニケーション","","","Communication",""
"スキンシップ","","","Physical Interaction",""
"自主トレ","","","Self-training",""
"看病する","","","Look After Her",""
"\Eうーん、具合が良くないみたいだ…。","","","\E\font[3]\f[18]\-[2]Hmm, looks like she's not feeling well...",""
"メニュートップ","","","",""
"■画像選択肢処理1.44","","","",""
"1.4.0/base_bottan.png","","","",""
"\f[20]\cself[6]","","","\font[3]\f[17]\cself[6]",""
"\f[20]\cself[5]","","","\font[3]\f[17]\cself[5]",""
"\f[20]お風呂に入る","","","\font[3]\f[17]Take a Bath",""
"\f[20]お茶を入れる","","","\font[3]\f[17]Prepare a Drink",""
"\f[20]\cself[7]","","","\font[3]\f[17]\cself[7]",""
"\f[20]今日はもう寝る","","","\font[3]\f[17]Go to Bed",""
"1.4.0/SD_menu_010.png","","","",""
"\E妹と触れ合うことで\c[2]信頼や性欲\c[0]が高まります。","","","\font[3]\f[16]\-[2]\EYou can improve \c[2]trust and lust\c[0] by engaging in physical interaction.",""
"SE/ok01.mp3","","","",""
"処理1","","","",""
"SE/cancel1.mp3","","","",""
"1.4.0/SD_menu_013.png","","","",""
"\E妹を看病し\c[2]健康状態を回復\c[0]させます。","","","\font[3]\f[16]\-[2]\EYou will take care of your sister and assist her in recovering her \c[2]physical condition.\c[0]",""
"1.4.0/SD_menu_002.png","","","",""
"\Eコミュニケーションを行い\c[2]信頼など\c[0]を高めます。","","","\font[3]\f[16]\-[2]\EYou can improve \c[2]trust and other aspects\c[0] by engaging in effective communication.",""
"処理2","","","",""
"1.4.0/SD_menu_003.png","","","",""
"\Eお風呂に入り\c[2]行動力を回復\c[0]させます。","","","\font[3]\f[16]\-[2]\EYou can replenish your \c[2]stamina\c[0] by taking a bath.",""
"処理3","","","",""
"1.4.0/SD_menu_007.png","","","",""
"\Eお茶を入れて一服し\c[2]様々な効能\c[0]を得ます。","","","\font[3]\f[16]\-[2]\EYou can gain \c[2]various benefits\c[0] by brewing tea and taking a break.",""
"処理4","","","",""
"1.4.0/SD_menu_004.png","","","",""
"\E\c[2]妹とえっちします。\c[0]","","","\font[3]\f[14]\-[2]\c[2]\EYou will have sex with your sister.",""
"処理5","","","",""
"1.4.0/SD_menu_006.png","","","",""
"\E今日も一日お疲れ様でした、明日に備えて休みます。","","","\font[3]\f[16]\-[2]\EYou have worked hard today, rest up to prepare for a new day.",""
"処理6","","","",""
"\cself[6]","","","\cself[6]",""
"\cself[5]","","","\cself[5]",""
"お茶を入れる","","","make tea",""
"お風呂に入る","","","take a bath",""
"\cself[8]","","","\cself[8]",""
"\cself[7]","","","\cself[7]",""
"今日はもう寝る","","","\font[3]\f[17]Go to Bed",""
"\E今日はもう疲れたな…。","","","\E\font[3]\f[18]\-[2]I'm already tired today...",""
"\Eあまりスキンシップ…って空気じゃないが…。","","","\E\font[3]\f[18]\-[2]The atmosphere is... somewhat unsuitable for interactions...",""
"強行する","","","\font[3]\f[17]Proceed forcibly",""
"やめておく","","","\font[3]\f[17]Refrain from it",""
"\Eだな。","","","\E\font[3]\f[18]\-[2]Yeah, let's not force it.",""
"\Eとてもスキンシップ…って空気じゃないが…。","","","\E\font[3]\f[18]\-[2]The atmosphere is... really unsuitable for interactions...",""
"\Eさすがにしつこくないか…？","","","\E\font[3]\f[18]\-[2]Am I being too pushy...?",""
"\Eふう…少し疲れたな…。","","","\E\font[3]\f[18]\-[2]Phew... I'm a little tired...",""
"\E…さすがに疲れてヘトヘトだ…。","","","\E\font[3]\f[18]\-[2]...I'm so tired and completely spent...",""
"\Eよし、お兄ちゃんに任せろ。","","","\E\font[3]\f[18]\-[2]Alright, leave it to me.",""
"後で見直すかも","","","",""
"\E……………………………。","","","\E\font[3]\f[18]\-[2].........",""
"\E…少し落ち着いてくれたようだ。","","","\E\font[3]\f[18]\-[2]...Looks like she's calmed down a little.",""
"\Eお茶は…もういいかな…。","","","\E\font[3]\f[18]\-[2]I believe... I've had enough of drink for today...",""
"\E正直身体を拭いてあげるのはドキっとするな…
もしもっとこう…ぐいっと…","","","\E\font[3]\f[18]\-[2]Honestly, wiping her back made my heart skipped a beat...
But if I... do it more like this...",""
"SE/Onmtp-Inspiration06-1.mp3","","","",""
"\Eスキル まんぐり返しのひらめきを得た！","","","\E\font[3]\f[18]\-[2]Obtained skill inspiration: Piledriver.",""
"\E風呂はさっき入ったぞ…。","","","\E\font[3]\f[18]\-[2]I already took a bath earlier...",""
"筋トレ","","","\font[3]\f[17]Muscle Training",""
"素振り","","","\font[3]\f[17]Swinging Practice",""
"めいそう","","","\font[3]\f[17]Meditate",""
"\Eよーし…やるか！","","","\E\font[3]\f[18]\-[2]Okay... let's do it!",""
"\Eふう…いい汗をかいたぞ…。","","","\E\font[3]\f[18]\-[2]Phew... I worked up a good sweat...",""
"勉強","","","",""
"\Eふう…このくらいにしておくか…。","","","\E\font[3]\f[18]\-[2]Phew... I'll leave it at this for now.",""
"妹","","","\font[3]\f[17]Imouto",""
"\Eお疲れさま、お兄ちゃん。","","","\E\font[3]\f[18]\-[2]Thank you for your hard work, Onii-chan.",""
"\Eうん…しよっか…♥","","","\E\font[3]\f[18]\-[2]Okay... Let's do it...\font[0]♥\font[3]",""
"失敗","","","",""
"\Eあまりそういう事する気分じゃないの…ごめんね。","","","\E\font[3]\f[18]\-[2]I'm not really in the mood for that... I'm sorry.",""
"\Eそういうの好きじゃないの…ごめんね。","","","\E\font[3]\f[18]\-[2]I don't like that kind of thing... I'm sorry.",""
"拒絶","","","",""
"\Eお兄ちゃんはそれしか頭にないの…？","","","\E\font[3]\f[18]\-[2]Is that the only thing on your mind, Onii-chan?",""
"会話などの行動後にランダムで発生するイベントです。","","","",""
"乱数設定","","","",""
"嵐の夜","","","",""
"SE/[Environment]Rain_loop_Komori.ogg","","","",""
"訪問者","","","",""
"SE/door-wood-knock2.mp3","","","",""
"方針みなおし","","","",""
"悪いイベント","","","",""
"一時変数A","","","",""
"一時変数B","","","",""
"乱数","","","",""
"初めての不調","","","",""
"右クリック","","","",""
"選択オン","","","",""
"マウス押下取得","","","",""
"カーソル位置取得","","","",""
