"Original Text","Initial","Machine translation","Better translation","Best translation"
"■トイレ","","","",""
"付き添い","","","",""
"\E…………","","\E…………","",""
"\Eまさかトイレを覗きに行こうっていうのか…？","","\EAre you saying you want to go peek into the toilet...?","",""
"覗きに行く","","Go and take a peek.","",""
"何もしない","","Do nothing.","",""
"cg/bg_01_home_d.jpg","","","",""
"cg/blackscreen.jpg","","","",""
"cg/event_06_01.jpg","","","",""
"1","","","",""
"\E妹のトイレに付いてきたぞ…。","","\EShe followed me to the bathroom...","",""
"\E……これからどうするんだ？","","\E...What are we going to do from here?","",""
"覗いちゃう","","Peeked","",""
"突入しちゃう","","Rushing in","",""
"\E……妹のトイレを覗くんだな？","","\E...Are you peeking into my sister's bathroom?","",""
"はい","","Yes","",""
"いいえ","","No","",""
"\E……よーし…この秘密の覗き穴から…。","","\E...Alright...from this secret peephole...","",""
"cg/event_06_02.jpg","","","",""
"実装時は2以下にします","","","",""
"失敗　ドアに頭をぶつけます","","","",""
"2","","","",""
"成功処理へ","","","",""
"3","","","",""
"SE/[Effect]Panch1_panop.ogg","","","",""
"\Eあいてっ！","","\EEnemy spotted!","",""
"妹","","Younger sister","",""
"\Eきゃっ…お、お兄ちゃん、大丈夫？","","\EKyaa... B-Brother, are you okay?","",""
"\E………………","","\E………………","",""
"\Eいい感じに誤魔化した。","","\EI managed to deceive them nicely.","",""
"END","","","",""
"覗き成功","","","",""
"オナニー判定","","","",""
"オナニー","","","",""
"4","","","",""
"5","","","",""
"■■オナニー■■","","","",""
"\E……こ、これはっ！","","\E...Th-This is it!","",""
"トイレオナニー　開始","","","",""
"cg/event_07_01.jpg","","","",""
"\E……。","","\E......","",""
"\E……まさかオナニー…してるのか…？","","\E...Could it be that you're...masturbating...?","",""
"オナニー進行","","","",""
"\E……ごくり。","","\E...gulp.","",""
"このまま覗く","","Peeking like this","",""
"\E……いざ、突入だ！","","\E...Now, it's time to storm in!","",""
"トイレオナニー","","","",""
"突入失敗","","","",""
"SE/donotopen1.mp3","","","",""
"\E……そりゃ鍵はかけてるよな。","","\E...Of course I have the door locked.","",""
"\Eうひゃあっ！
え、お…お兄ちゃん！？","","\EUhyaa! 
Eh, o... Onii-chan!?","",""
"\Eト、トイレなの？
いいい、いま出るから待って…。","","\EIs it, is it the bathroom?
W-wait, I'm coming out now...","",""
"\Eお、おまたせ。","","\EOh, sorry for the wait.","",""
"\Eんと、もうトイレいいから。
どど、どうぞどうぞ…。","","\EUm, I'm done with the bathroom.
Go ahead, please...","",""
"cg/event_06_00.jpg","","","",""
"\E……うーん、驚かせてしまったようだ。","","\E...Hmm, it seems like I've surprised you.","",""
"\E少ししてから出るか…。","","\EI'll leave in a little while...","",""
"公開オナニー","","","",""
"SE/door-close2.mp3","","","",""
"\E……カチャ。","","\E...Kacha.","",""
"\Eもー…また妹のオナニー見に来たの？","","\EUgh... Did you come to watch your sister masturbate again?","",""
"\Eあたしだってたまにオナニーくらいするもん。","","\EI even masturbate occasionally, you know.","",""
"\E…それにオナニーは一人でするものなんだよ？","","\E...Besides, isn't masturbation something you do alone?","",""
"\E二人でしたら…普通のえっちでしょ…。","","\EIf it's just the two of us... it'll be a normal intimate moment, right...?","",""
"\E…そんなに妹のオナニーがみたいの…？","","\E...Do you really want to see your sister masturbating that much...?","",""
