"Original Text","Initial","Machine translation","Better translation","Best translation"
"□Hカットイン実行処理昼","","","",""
"右","","","",""
"左","","","",""
"パンツ漁りオナニー","","","",""
"\f[16]\Eオナニー中…","","\f[16]\EMasturbating...","\E\font[3]\f[16]\-[2]Masturbating...",""
"cutin/cutin_162.png","","","",""
"\c[9]□□□□□","","","",""
"\c[9]■","","","",""
"パンツの匂いを嗅ぐ","","","",""
"\f[16]\E堪能中…","","\f[16]\EEnjoying...","",""
"cutin/cutin_160.png","","","",""
"\c[9]□□□□□□","","","",""
"オナニー","","","",""
"cutin/cutin_161.png","","","",""
"\c[9]□□□□□□□□","","","",""
"実行処理","","","",""
"表示位置","","","",""
"表示段","","","",""
"処理速度","","","",""
"何もしない","","","",""
"くんくん+オナニー","","","",""
"触る右胸キャミ","","","",""
"触る右胸","","","",""
"揉む右胸パジャマ","","","",""
"揉む右胸キャミ","","","",""
"揉む右胸","","","",""
"右ちくびキャミ","","","",""
"右ちくび","","","",""
"触る右尻着衣","","","",""
"触る右尻下着","","","",""
"触る右尻","","","",""
"揉む右尻着衣","","","",""
"揉む右尻下着","","","",""
"揉む右尻","","","",""
"お尻なか","","","",""
"あそこ外着衣","","","",""
"あそこ外下着","","","",""
"あそこ外","","","",""
"あそこ中","","","",""
"射精","","","",""
"50","","","",""
"75","","","",""
"100","","","",""
"表示X","","","",""
"表示Y","","","",""
"Pic番1","","","",""
"ループ回数","","","",""
"クリック状態","","","",""
