"Original Text","Initial","Machine translation","Better translation","Best translation"
"アイテムリスト","","","",""
"SE/cancel1.mp3","","","",""
"アイムリストのベースを表示","","","",""
"Picture/item_list_base.png","","","",""
"個々のアイテムを順番に表示","","","",""
"\c[9]\f[16]緑茶　　　　　×\v[90]","\c[9]\f[16] Green tea x\v[90]]","\c[9]\f[14]\font[3]Green Tea ×\v[90]","",""
"\c[9]\f[16]コーヒー　　　×\v[91]","\c[9]\f[16] Coffee x\v[91]]","\c[9]\f[14]\font[3]Coffee ×\v[91]","",""
"\c[9]\f[16]紅茶　　　　　×\v[92]","\c[9]\f[16] Black Tea x\v[92]","\c[9]\f[14]\font[3]Black Tea ×\v[92]","",""
"\c[9]\f[16]安眠茶　　　　×\v[93]","\c[9]\f[16] Sleeping Tea x\v[93]]","\c[9]\f[14]\font[3]Herbal Tea ×\v[93]","",""
"\c[9]\f[16]ｴﾅｼﾞｰﾄﾞﾘﾝｸ　　×\v[89]","\c[9]\f[16] Energy Drink x\v[89]","\c[9]\f[14]\font[3]Energy Drink ×\v[89]","",""
"\c[9]\f[16]お菓子　　　　×\v[273]","\c[9]\f[16] Sweets x\v[273]]","\c[9]\f[14]\font[3]Sweets ×\v[273]","",""
"\c[9]\f[16]プレゼント　　×\v[274]","\c[9]\f[16] Present x\v [274]]","\c[9]\f[14]\font[3]Presents ×\v[274]","",""
"\c[9]\f[16]精力剤　　　　×\v[94]","\c[9]\f[16] Vigorizer x\v[94]]","\c[9]\f[14]\font[3]Vigorizer ×\v[94]","",""
"\c[9]\f[16]媚薬　　　　　×\v[95]","\c[9]\f[16] Aphrodisiac x\v[95]","\c[9]\f[14]\font[3]Aphrodisiac ×\v[95]","",""
"\c[9]\f[16]アフターピル　×\v[96]","\c[9]\f[16] Afterpile x\v[96]","\c[9]\f[14]\font[3]Morning After-pill ×\v[96]","",""
"\c[9]\f[16]冒険の書　　　×\v[275]","\c[9]\f[16] Adventure Book x\v [275]]","\c[9]\f[14]\font[3]Adventure Book ×\v[275]","",""
"\c[9]\f[16]えっちな本　　×\v[276]","\c[9]\f[16] Dirty Book x\v [276]]","\c[9]\f[14]\font[3]Naughty Book ×\v[276]","",""
"\c[9]\f[16]薄いブック　　×\v[277]","\c[9]\f[16] Thin Book x\v[277]]","\c[9]\f[14]\font[3]Thin Book ×\v[277]","",""
"\c[9]\f[16]安眠枕","\c[9]\f[16] Sleeping Pillow","\c[9]\f[14]\font[3]Comfy Pillow","",""
"\c[9]\f[16]羽毛布団","\c[9]\f[16] blankets","\c[9]\f[14]\font[3]Blanket","",""
"\c[9]\f[16]ダンベル","\c[9]\f[16] dumbbell","\c[9]\f[14]\font[3]Dumbbell","",""
"\c[9]\f[16]鉄下駄","\c[9]\f[16] Iron Geta","\c[9]\f[14]\font[3]Iron Geta","",""
"\c[9]\f[16]のぞき穴加工","\c[9]\f[16] peephole processing","\c[9]\f[14]\font[3]Peephole","",""
"\c[9]\f[16]潜望鏡加工","\c[9]\f[16] periscope processing","\c[9]\f[14]\font[3]Periscope","",""
"\c[9]\f[16]ローター","\c[9]\f[16] Rotaー","\c[9]\f[14]\font[3]Egg Vibrator","",""
"\c[9]\f[16]バイブ","\c[9]\f[16] vibrator","\c[9]\f[14]\font[3]Vibrator","",""
"\c[9]\f[16]アナルバイブ","\c[9]\f[16] anal vibrator","\c[9]\f[14]\font[3]Anal Vibrator","",""
"\c[9]\f[16]触手","\c[9]\f[16] tentacles","\c[9]\f[14]\font[3]Tentacles","",""
"\c[9]\f[16]コンドーム　　×\v[284]","\c[9]\f[16] Condom x\v[284]","\c[9]\f[14]\font[3]Condom ×\v[284]","",""
"\c[14]\f[16]………………………………………………………………………","","","",""
"デフォパジャマ","","","",""
"\c[9]\f[16]いつものパジャマ","\c[9]\f[16], her usual pajamas","\c[9]\f[14]\font[3]Her Usual Pajamas","",""
"\c[9]\f[16]兄のYシャツ","\c[9]\f[16] Brother's Y-shirt","\c[9]\f[14]\font[3]Onii-chan's Shirt","",""
"\c[9]\f[16]スタンダードパジャマ","\c[9]\f[16] standard pajamas","\c[9]\f[14]\font[3]Regular Pajamas","",""
"パジャマ","","","",""
"\c[9]\f[16]セーラーパジャマ","\c[9]\f[16] sailor pajamas","\c[9]\f[14]\font[3]Sailor Pajamas","",""
"\c[9]\f[16]スク水パジャマ","\c[9]\f[16] school swimsuit pajamas","\c[9]\f[14]\font[3]School Swimsuit Pajamas","",""
"\c[9]\f[16]ワンピースパジャマ","\c[9]\f[16] One-piece pajamas","\c[9]\f[14]\font[3]One-piece Pajamas","",""
"\c[9]\f[16]半そでパジャマ（白）","\c[9]\f[16] and a half, pajamas (white)）","\c[9]\f[14]\font[3]Half-sleeve Pajamas (W)","",""
"\c[9]\f[16]半そでパジャマ（黒）","\c[9]\f[16] and a half, pajamas (black)）","\c[9]\f[14]\font[3]Half-sleeve Pajamas (B)","",""
"\c[9]\f[16]長そでパジャマ","\c[9]\f[16] long, pajamas.","\c[9]\f[14]\font[3]Long-sleeve Pajamas","",""
"\c[9]\f[16]着ぐるみパジャマ","\c[9]\f[16] costume pajamas","\c[9]\f[14]\font[3]Costume Pajamas","",""
"\c[9]\f[16]セクシーパジャマ","\c[9]\f[16] Sexy pajamas","\c[9]\f[14]\font[3]Sexy Pajamas","",""
"表示座標X","","","",""
"表示座標Y","","","",""
"表示数","","","",""
"表示ピクチャ番号","","","",""
"表示X段","","","",""
"表示Y段","","","",""
