"Original Text","Initial","Machine translation","Better translation","Best translation"
"■休日","","","",""
"1","","","",""
"cg/bg_36_ryokan3.jpg","","","",""
"温泉メニュー","","","",""
"cg/bg_01_home_a.jpg","","","",""
"怪我しているときなどの追加コマンド","","","",""
"溜まった家事をする","","Do the accumulated household chores.","",""
"早朝","","","",""
"\E今日は休みだな。
どう過ごそうか？","","\EToday is a day off.
What should I do?","",""
"お昼","","","",""
"\Eさて、午後からはどうしようかな。","","\ENow, what should I do in the afternoon?","",""
"午後","","","",""
"\Eこれからどうしようかな？","","\EWhat should I do from now on?","",""
"行動終了","","","",""
"妹","","","",""
"\Eお兄ちゃんお兄ちゃん！
今日はコミックマーチャントの日だよ！","","\EBig brother, big brother!
Today is Comic Merchant Day!","",""
"\Eコミックマーチャント？","","\EComic Merchant?","",""
"\Eええとね、月に一度の都から新刊が届く日なんだー。
商人が漫画本を運んでくるからコミックマーチャント。","","\EUm, you know, it's the day when the new releases arrive from the capital once a month.
The merchants bring manga books, so it's like a Comic Merchant.","",""
"\Eセールとかもやってるからこの週末は本屋さんが賑わうんだよ！","","\EBecause there are also sales and stuff, bookstores will be bustling this weekend!","",""
"\Eほー","","\EHo","",""
"\E（コミックマーチャントか…街まで行ってみようかな…？","","\E (Comic merchant, huh... Should I go to the town and check it out...?","",""
"\E今日は確かコミックマーチャントの日だな。","","\EToday is definitely Comic Merchant's Day.","",""
"アルバイトに励む","","Devoting oneself to part-time work","",""
"自主トレ","","Self-training","",""
"■画像選択肢処理1.44","","","",""
"1.4.0/base_bottan.png","","","",""
"\f[20]お出かけする","","\f[20]Going out","",""
"\f[20]\cself[7]","","\f[20]\cself[7]","",""
"\f[20]\cself[5]","","\f[20]\cself[5]","",""
"\f[20]\cself[6]","","\f[20]\cself[6]","",""
"\f[20]のんびりする","","\f[20]Take it easy.","",""
"1.4.0/SD_menu_008.png","","","",""
"\E妹とお出かけします。","","\EI'm going out with my little sister.","",""
"SE/ok01.mp3","","","",""
"処理1","","","",""
"SE/cancel1.mp3","","","",""
"<SQUARE>","","","",""
"1.4.0/SD_menu_005.png","","","",""
"\E\E自主トレーニングを行い\c[2]各能力\c[0]を鍛えます。","","\E\EI will conduct independent training to \c[2]strengthen each ability\c[0].","",""
"処理2","","","",""
"1.4.0/SD_menu_011.png","","","",""
"\E溜まった家事をして\c[2]パンツ\c[0]を発見します。","","\EI do the accumulated housework and\c[2]find\c[0]my pants.","",""
"処理3","","","",""
"1.4.0/SD_menu_009.png","","","",""
"\Eアルバイトで\c[2]お金\c[0]を稼ぎます。","","\EI earn money\c[2]by working part-time.\c[0]","",""
"処理4","","","",""
"1.4.0/SD_menu_012.png","","","",""
"\Eのんびりと身体を休め\c[2]行動力\c[0]を回復します。","","\ERest your body leisurely and\c[2]restore your action power\c[0].","",""
"処理5","","","",""
"お出かけする","","Going out.","",""
"\cself[7]","","\cself[7]","",""
"\cself[5]","","\cself[5]","",""
"\cself[6]","","\cself[6]","",""
"のんびりする","","Take it easy.","",""
"\Eせっかくの休みだし出かけようかな？","","\EShould I go out since it's a rare day off?","",""
"\Eねーねー、どこいくの？","","\EHey, hey, where are we going?","",""
"\Eさて、どうしよう。","","\ENow, what should I do?","",""
"診療所","","Clinic","",""
"\f[20]街へ繰り出す　　\f[12] 100G","","\f[20]Heading out to the streets\f[12] 100G","",""
"\f[20]泳ぎに行くぞ！　\f[12] 500G","","\f[20]Let's go swimming! \f[12] 500G","",""
"大冒険だ！","","It's a great adventure!","",""
"超大冒険だ！","","It's a super big adventure!","",""
"討伐にいくぞ！","","Let's go on a hunt!","",""
"海に行くぞ！　  \f[12]1000G","","Let's go to the sea! \f[12]1000G","",""
"※温泉イベント予定地　温泉イベクリア後に表示する","","","",""
"\f[20]温泉に行こう！  \f[12]1500G","","\f[20]Let's go to the hot springs!  \f[12]1500G","",""
"村を散策する","","Exploring the village","",""
"\cself[8]","","\cself[8]","",""
"\f[20]\s[7]","","\f[20]\s[7]","",""
"\cself[9]","","\cself[9]","",""
"\f[20]\s[4]","","\f[20]\s[4]","",""
"\f[20]\s[5]","","\f[20]\s[5]","",""
"\f[20]\s[6]","","\f[20]\s[6]","",""
"診療所の処理です","","","",""
"\E身体早く治さないとだもんね…。
だいじょうぶ？一人で行ける？","","\EI need to heal my body quickly...
Are you okay? Can you go alone?","",""
"\Eどこか悪いの…？
だいじょうぶ？お兄ちゃん。","","\EIs something wrong...? 
Are you okay, big brother?","",""
"\E診療所に身体の治療に行くのか？","","\EAre you going to the clinic for physical treatment?","",""
"はい","","Yes","",""
"いいえ","","No","",""
