"Original Text","Initial","Machine translation","Better translation","Best translation"
"■深夜終了コマンド","","","",""
"エフェクトオフ","","","",""
"\E終了しますか？","","\EDo you want to quit?","\E\font[3]\f[18]\-[2]Do you want to end the scene?",""
"はい","","Yes","\font[3]\f[17]Yes",""
"いいえ","","No","\font[3]\f[17]No",""
"\E…ふぅ…今日はそろそろ寝るか…。","","\E...Phew... I guess it's time to go to bed soon...","\E\font[3]\f[18]\-[2]...Phew... I guess it's already time to go to bed...",""
"行為を終了させます","","","",""
"\E…寝る前に一発シコシコしてから寝るか…。","","\E...Should I jerk off before going to bed...?","\E\font[3]\f[18]\-[2]...Should I jerk off before going to bed...?",""
"妹","","Younger sister","\font[3]\f[18]Imouto",""
"\E………むー…おにーちゃん…。","","\E...Mmm...Onii-chan...","\E\font[3]\f[18]\-[2]...Mmm...Onii-chan...",""
"\Eむむ？","","\EHuh?","\E\font[3]\f[18]\-[2]Huh?",""
"\Eそーやってお兄ちゃんばっかり…
あたしだって…気持ちよくなりたいんだよ…？","","\EJust like that, it's always about you, big brother... 
Even I... I want to feel good too...?","\E\font[3]\f[18]\-[2]You're the only one who always feels good... 
I... I want to feel good too, you know...?",""
"もっとしちゃう","","I'll do it more.","\font[3]\f[17]I guess I'll do more",""
"今日は疲れた…","","Today, I'm tired...","\font[3]\f[17]I'm too tired today...",""
"\E…おねがい…イかせて……♥","","\E...Please...make me come...♥","\E\font[3]\f[18]\-[2]\E...Please...make me come...\font[0]♥",""
"サブメニュー表示","","","",""
"Picture/sub_button01.png","","","",""
"\E……ぷー…。","","\E...Poo...","\E\font[3]\f[18]\-[2].....*cuckle*....",""
"\E……………。","","\E…………….","\E\font[3]\f[18]\-[2]...............",""
"\E……う…おにい…ちゃん。","","\E...Ugh...Onii...chan.","\E\font[3]\f[18]\-[2].....Uu... Onii...-chan",""
"\Eん？","","\EHuh?","\E\font[3]\f[18]\-[2]Hmm?",""
"\E…おねがい…イかせて欲しいの……。","","\E...Please...I want you to make me come...","\E\font[3]\f[18]\-[2]...Please...I want you to make me come...",""
"\E…気持ちよく…して…","","\E...feeling good...doing...","\E\font[3]\f[18]\-[2]",""
"\E……じぶんばっかり…。","","\E...Only myself...","\E\font[3]\f[18]\-[2]",""
"\E…………。","","\E………….","\E\font[3]\f[18]\-[2]",""
"\E…あの…おにいちゃん……
も、もう少しだから…その…。","","\E...Um...big brother...
Just a little longer...um...","\E\font[3]\f[18]\-[2]",""
"\E…ん……♥","","\E...n...♥","\E\font[3]\f[18]\-[2]",""
"\E……ぶぅ…。","","\E...buu...","\E\font[3]\f[18]\-[2]",""
"cg/blackscreen.jpg","","","",""
"乱数","","","",""
